	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035297_Priceomyces_castillae@Seq_1	285_0	OG1833	Saccharomyces_cerevisiae@YBR179C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.122-mRNA-1_1 gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.122 CDS=1-2613	gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.122 CDS=1-2613	yHMPu5000035297_Priceomyces_castillae
1	yHMPu5000035297_Priceomyces_castillae@Seq_2	285_1	OG171247	yHMPu5000035297_Priceomyces_castillae@Seq_2	snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.137-mRNA-1_1 gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.137 CDS=1-222	gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.137 CDS=1-222	yHMPu5000035297_Priceomyces_castillae
2	yHMPu5000035297_Priceomyces_castillae@Seq_3	285_2	OG2017	Saccharomyces_cerevisiae@YEL037C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.260-mRNA-1_1 gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.260 CDS=1-1113	gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.260 CDS=1-1113	yHMPu5000035297_Priceomyces_castillae
3	yHMPu5000035297_Priceomyces_castillae@Seq_4	285_3	OG5288	Arthrobotrys_oligospora@Seq_9256	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.168-mRNA-1_1 gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.168 CDS=1-987	gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.168 CDS=1-987	yHMPu5000035297_Priceomyces_castillae
4	yHMPu5000035297_Priceomyces_castillae@Seq_5	285_4	OG4968	Ascoidea_asiatica@Seq_6063	augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.217-mRNA-1_1 gene=augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.217 CDS=1-1281	gene=augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.217 CDS=1-1281	yHMPu5000035297_Priceomyces_castillae
5	yHMPu5000035297_Priceomyces_castillae@Seq_6	285_5	OG4203	Saccharomyces_cerevisiae@YDL150W	snap_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.140-mRNA-1_1 gene=snap_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.140 CDS=1-1203	gene=snap_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.140 CDS=1-1203	yHMPu5000035297_Priceomyces_castillae
6	yHMPu5000035297_Priceomyces_castillae@Seq_7	285_6	OG4562	Metschnikowia_matae@Seq_1384	genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.8-mRNA-1_1 gene=genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.8 CDS=1-1662	gene=genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.8 CDS=1-1662	yHMPu5000035297_Priceomyces_castillae
7	yHMPu5000035297_Priceomyces_castillae@Seq_8	285_7	OG2735	Saccharomyces_cerevisiae@YDL108W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.98-mRNA-1_1 gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.98 CDS=1-1011	gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.98 CDS=1-1011	yHMPu5000035297_Priceomyces_castillae
8	yHMPu5000035297_Priceomyces_castillae@Seq_9	285_8	OG2106	Saccharomyces_cerevisiae@YLR340W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.145-mRNA-1_1 gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.145 CDS=1-921	gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.145 CDS=1-921	yHMPu5000035297_Priceomyces_castillae
9	yHMPu5000035297_Priceomyces_castillae@Seq_10	285_9	OG1555	Saccharomyces_cerevisiae@YPL092W	genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.107-mRNA-1_1 gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.107 CDS=1-1404	gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.107 CDS=1-1404	yHMPu5000035297_Priceomyces_castillae
10	yHMPu5000035297_Priceomyces_castillae@Seq_11	285_10	OG5857	Millerozyma_acaciae@Seq_3178	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.16-mRNA-1_1 gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.16 CDS=1-471	gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.16 CDS=1-471	yHMPu5000035297_Priceomyces_castillae
11	yHMPu5000035297_Priceomyces_castillae@Seq_12	285_11	OG4513	Saccharomyces_cerevisiae@YOL026C	genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.23-mRNA-1_1 gene=genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.23 CDS=1-477	gene=genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.23 CDS=1-477	yHMPu5000035297_Priceomyces_castillae
12	yHMPu5000035297_Priceomyces_castillae@Seq_13	285_12	OG1182	Ambrosiozyma_monospora@Seq_6470	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.14-mRNA-1_1 gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.14 CDS=1-1770	gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.14 CDS=1-1770	yHMPu5000035297_Priceomyces_castillae
13	yHMPu5000035297_Priceomyces_castillae@Seq_14	285_13	OG7156	yHMPu5000041855_Candida_ascalaphidarum@Seq_4610	genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.145-mRNA-1_1 gene=genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.145 CDS=1-795	gene=genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.145 CDS=1-795	yHMPu5000035297_Priceomyces_castillae
14	yHMPu5000035297_Priceomyces_castillae@Seq_15	285_14	OG22407	yHMPu5000035297_Priceomyces_castillae@Seq_15	snap_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.237-mRNA-1_1 gene=snap_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.237 CDS=1-951	gene=snap_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.237 CDS=1-951	yHMPu5000035297_Priceomyces_castillae
15	yHMPu5000035297_Priceomyces_castillae@Seq_16	285_15	OG1062	Saccharomyces_cerevisiae@YBR132C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.90-mRNA-1_1 gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.90 CDS=1-1782	gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.90 CDS=1-1782	yHMPu5000035297_Priceomyces_castillae
16	yHMPu5000035297_Priceomyces_castillae@Seq_17	285_16	OG2044	Saccharomyces_cerevisiae@YBR041W	augustus_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.91-mRNA-1_1 gene=augustus_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.91 CDS=1-1950	gene=augustus_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.91 CDS=1-1950	yHMPu5000035297_Priceomyces_castillae
17	yHMPu5000035297_Priceomyces_castillae@Seq_18	285_17	OG1042	Saccharomyces_cerevisiae@YNR067C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.207-mRNA-1_1 gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.207 CDS=1-2241	gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.207 CDS=1-2241	yHMPu5000035297_Priceomyces_castillae
18	yHMPu5000035297_Priceomyces_castillae@Seq_19	285_18	OG5916	Spathaspora_hagerdaliae@Seq_1857	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.52-mRNA-1_1 gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.52 CDS=1-1542	gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.52 CDS=1-1542	yHMPu5000035297_Priceomyces_castillae
19	yHMPu5000035297_Priceomyces_castillae@Seq_20	285_19	OG3272	Saccharomyces_cerevisiae@YPL169C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.31-mRNA-1_1 gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.31 CDS=1-1791	gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.31 CDS=1-1791	yHMPu5000035297_Priceomyces_castillae
20	yHMPu5000035297_Priceomyces_castillae@Seq_21	285_20	OG5370	yHMPu5000035673_Candida_orba@Seq_1681	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.177-mRNA-1_1 gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.177 CDS=1-1455	gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.177 CDS=1-1455	yHMPu5000035297_Priceomyces_castillae
