	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Clavispora_lusitaniae@Seq_1	32_0	OG2083	Saccharomyces_cerevisiae@YHR076W	genemark-NW_003101572.1-processed-gene-3.107-mRNA-1_1 gene=genemark-NW_003101572.1-processed-gene-3.107 CDS=1-1059	gene=genemark-NW_003101572.1-processed-gene-3.107 CDS=1-1059	Clavispora_lusitaniae
1	Clavispora_lusitaniae@Seq_2	32_1	OG3139	Saccharomyces_cerevisiae@YDL072C	genemark-NW_003101578.1-processed-gene-2.23-mRNA-1_1 gene=genemark-NW_003101578.1-processed-gene-2.23 CDS=1-585	gene=genemark-NW_003101578.1-processed-gene-2.23 CDS=1-585	Clavispora_lusitaniae
2	Clavispora_lusitaniae@Seq_3	32_2	OG5516	Metschnikowia_matae@Seq_3779	snap_masked-NW_003101574.1-processed-gene-0.115-mRNA-1_1 gene=snap_masked-NW_003101574.1-processed-gene-0.115 CDS=1-3951	gene=snap_masked-NW_003101574.1-processed-gene-0.115 CDS=1-3951	Clavispora_lusitaniae
3	Clavispora_lusitaniae@Seq_4	32_3	OG5201	Candida_parapsilosis@Seq_266	genemark-NW_003101577.1-processed-gene-15.55-mRNA-1_1 gene=genemark-NW_003101577.1-processed-gene-15.55 CDS=1-453	gene=genemark-NW_003101577.1-processed-gene-15.55 CDS=1-453	Clavispora_lusitaniae
4	Clavispora_lusitaniae@Seq_5	32_4	OG169136	Clavispora_lusitaniae@Seq_5	snap_masked-NW_003101574.1-processed-gene-5.42-mRNA-1_1 gene=snap_masked-NW_003101574.1-processed-gene-5.42 CDS=1-1014	gene=snap_masked-NW_003101574.1-processed-gene-5.42 CDS=1-1014	Clavispora_lusitaniae
5	Clavispora_lusitaniae@Seq_6	32_5	OG5182	Metschnikowia_santaceciliae@Seq_5686	snap_masked-NW_003101571.1-processed-gene-6.165-mRNA-1_1 gene=snap_masked-NW_003101571.1-processed-gene-6.165 CDS=1-612	gene=snap_masked-NW_003101571.1-processed-gene-6.165 CDS=1-612	Clavispora_lusitaniae
6	Clavispora_lusitaniae@Seq_7	32_6	OG1342	Arthrobotrys_oligospora@Seq_3896	genemark-NW_003101571.1-processed-gene-0.30-mRNA-1_1 gene=genemark-NW_003101571.1-processed-gene-0.30 CDS=1-3429	gene=genemark-NW_003101571.1-processed-gene-0.30 CDS=1-3429	Clavispora_lusitaniae
7	Clavispora_lusitaniae@Seq_8	32_7	OG1054	Saccharomyces_cerevisiae@YGR240C	genemark-NW_003101577.1-processed-gene-11.67-mRNA-1_1 gene=genemark-NW_003101577.1-processed-gene-11.67 CDS=1-2940	gene=genemark-NW_003101577.1-processed-gene-11.67 CDS=1-2940	Clavispora_lusitaniae
8	Clavispora_lusitaniae@Seq_9	32_8	OG5375	Ascoidea_asiatica@Seq_7531	genemark-NW_003101572.1-processed-gene-4.1-mRNA-1_1 gene=genemark-NW_003101572.1-processed-gene-4.1 CDS=1-384	gene=genemark-NW_003101572.1-processed-gene-4.1 CDS=1-384	Clavispora_lusitaniae
9	Clavispora_lusitaniae@Seq_10	32_9	OG4256	Saccharomyces_cerevisiae@YGR006W	genemark-NW_003101576.1-processed-gene-16.58-mRNA-1_1 gene=genemark-NW_003101576.1-processed-gene-16.58 CDS=1-966	gene=genemark-NW_003101576.1-processed-gene-16.58 CDS=1-966	Clavispora_lusitaniae
