	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034957_Hanseniaspora_osmophila@Seq_1	247_0	OG210058	yHMPu5000034957_Hanseniaspora_osmophila@Seq_1	snap_masked-flattened_line_210-processed-gene-0.26-mRNA-1_1 gene=snap_masked-flattened_line_210-processed-gene-0.26 CDS=1-1296	gene=snap_masked-flattened_line_210-processed-gene-0.26 CDS=1-1296	yHMPu5000034957_Hanseniaspora_osmophila
1	yHMPu5000034957_Hanseniaspora_osmophila@Seq_2	247_1	OG2500	Saccharomyces_cerevisiae@YDR460W	genemark-flattened_line_31-processed-gene-0.99-mRNA-1_1 gene=genemark-flattened_line_31-processed-gene-0.99 CDS=1-978	gene=genemark-flattened_line_31-processed-gene-0.99 CDS=1-978	yHMPu5000034957_Hanseniaspora_osmophila
2	yHMPu5000034957_Hanseniaspora_osmophila@Seq_3	247_2	OG2857	Saccharomyces_cerevisiae@YPL152W	maker-flattened_line_130-snap-gene-0.0-mRNA-1_1 gene=maker-flattened_line_130-snap-gene-0.0 CDS=1-2424	gene=maker-flattened_line_130-snap-gene-0.0 CDS=1-2424	yHMPu5000034957_Hanseniaspora_osmophila
3	yHMPu5000034957_Hanseniaspora_osmophila@Seq_4	247_3	OG7634	yHMPu5000034957_Hanseniaspora_osmophila@Seq_3250	augustus_masked-flattened_line_2176-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-flattened_line_2176-processed-gene-0.1 CDS=1-243	gene=augustus_masked-flattened_line_2176-processed-gene-0.1 CDS=1-243	yHMPu5000034957_Hanseniaspora_osmophila
4	yHMPu5000034957_Hanseniaspora_osmophila@Seq_5	247_4	OG2470	Saccharomyces_cerevisiae@YGL221C	genemark-flattened_line_10-processed-gene-1.157-mRNA-1_1 gene=genemark-flattened_line_10-processed-gene-1.157 CDS=1-891	gene=genemark-flattened_line_10-processed-gene-1.157 CDS=1-891	yHMPu5000034957_Hanseniaspora_osmophila
5	yHMPu5000034957_Hanseniaspora_osmophila@Seq_6	247_5	OG164722	yHMPu5000034957_Hanseniaspora_osmophila@Seq_6	augustus_masked-flattened_line_680-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-flattened_line_680-processed-gene-0.1 CDS=1-489	gene=augustus_masked-flattened_line_680-processed-gene-0.1 CDS=1-489	yHMPu5000034957_Hanseniaspora_osmophila
6	yHMPu5000034957_Hanseniaspora_osmophila@Seq_7	247_6	OG4180	Saccharomyces_cerevisiae@Q0065	maker-flattened_line_230-snap-gene-0.5-mRNA-1_1 gene=maker-flattened_line_230-snap-gene-0.5 CDS=1-435	gene=maker-flattened_line_230-snap-gene-0.5 CDS=1-435	yHMPu5000034957_Hanseniaspora_osmophila
7	yHMPu5000034957_Hanseniaspora_osmophila@Seq_8	247_7	OG3050	Saccharomyces_cerevisiae@YLR193C	genemark-flattened_line_21-processed-gene-1.15-mRNA-1_1 gene=genemark-flattened_line_21-processed-gene-1.15 CDS=1-753	gene=genemark-flattened_line_21-processed-gene-1.15 CDS=1-753	yHMPu5000034957_Hanseniaspora_osmophila
8	yHMPu5000034957_Hanseniaspora_osmophila@Seq_9	247_8	OG1079	yHMPu5000041824_Debaryomyces_subglobosus@Seq_5489	genemark-flattened_line_15-processed-gene-1.102-mRNA-1_1 gene=genemark-flattened_line_15-processed-gene-1.102 CDS=1-1764	gene=genemark-flattened_line_15-processed-gene-1.102 CDS=1-1764	yHMPu5000034957_Hanseniaspora_osmophila
9	yHMPu5000034957_Hanseniaspora_osmophila@Seq_10	247_9	OG194954	yHMPu5000034957_Hanseniaspora_osmophila@Seq_10	augustus_masked-flattened_line_178-processed-gene-0.12-mRNA-1_1 gene=augustus_masked-flattened_line_178-processed-gene-0.12 CDS=1-1497	gene=augustus_masked-flattened_line_178-processed-gene-0.12 CDS=1-1497	yHMPu5000034957_Hanseniaspora_osmophila
