	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035301_Pichia_terricola@Seq_1	286_0	OG2301	Saccharomyces_cerevisiae@YGL244W	augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.86-mRNA-1_1 gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.86 CDS=1-1575	gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.86 CDS=1-1575	yHMPu5000035301_Pichia_terricola
1	yHMPu5000035301_Pichia_terricola@Seq_2	286_1	OG2185	Saccharomyces_cerevisiae@YLR182W	augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-0.49-mRNA-1_1 gene=augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-0.49 CDS=1-2718	gene=augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-0.49 CDS=1-2718	yHMPu5000035301_Pichia_terricola
2	yHMPu5000035301_Pichia_terricola@Seq_3	286_2	OG2172	Saccharomyces_cerevisiae@YBR286W	augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.138-mRNA-1_1 gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.138 CDS=1-1512	gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.138 CDS=1-1512	yHMPu5000035301_Pichia_terricola
3	yHMPu5000035301_Pichia_terricola@Seq_4	286_3	OG176974	yHMPu5000035301_Pichia_terricola@Seq_4	snap_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.149-mRNA-1_1 gene=snap_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.149 CDS=1-339	gene=snap_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.149 CDS=1-339	yHMPu5000035301_Pichia_terricola
4	yHMPu5000035301_Pichia_terricola@Seq_5	286_4	OG85048	yHMPu5000035301_Pichia_terricola@Seq_5	augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.104-mRNA-1_1 gene=augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.104 CDS=1-333	gene=augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.104 CDS=1-333	yHMPu5000035301_Pichia_terricola
5	yHMPu5000035301_Pichia_terricola@Seq_6	286_5	OG3857	Saccharomyces_cerevisiae@YGL103W	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.108-mRNA-1_1 gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.108 CDS=1-441	gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.108 CDS=1-441	yHMPu5000035301_Pichia_terricola
6	yHMPu5000035301_Pichia_terricola@Seq_7	286_6	OG4962	Saccharomyces_cerevisiae@YDR351W	augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.90-mRNA-1_1 gene=augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.90 CDS=1-2148	gene=augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.90 CDS=1-2148	yHMPu5000035301_Pichia_terricola
7	yHMPu5000035301_Pichia_terricola@Seq_8	286_7	OG1425	Saccharomyces_cerevisiae@YBR086C	augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.115-mRNA-1_1 gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.115 CDS=1-2076	gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.115 CDS=1-2076	yHMPu5000035301_Pichia_terricola
8	yHMPu5000035301_Pichia_terricola@Seq_9	286_8	OG3289	Saccharomyces_cerevisiae@YDR145W	augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-0.75-mRNA-1_1 gene=augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-0.75 CDS=1-1716	gene=augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-0.75 CDS=1-1716	yHMPu5000035301_Pichia_terricola
9	yHMPu5000035301_Pichia_terricola@Seq_10	286_9	OG105001	yHMPu5000035301_Pichia_terricola@Seq_10	snap_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-0.91-mRNA-1_1 gene=snap_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-0.91 CDS=1-201	gene=snap_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-0.91 CDS=1-201	yHMPu5000035301_Pichia_terricola
10	yHMPu5000035301_Pichia_terricola@Seq_11	286_10	OG3215	Saccharomyces_cerevisiae@YKL058W	augustus_masked-NODE_102_length_8097_cov_16.8364_ID_9691-processed-gene-0.10-mRNA-1_1 gene=augustus_masked-NODE_102_length_8097_cov_16.8364_ID_9691-processed-gene-0.10 CDS=1-330	gene=augustus_masked-NODE_102_length_8097_cov_16.8364_ID_9691-processed-gene-0.10 CDS=1-330	yHMPu5000035301_Pichia_terricola
11	yHMPu5000035301_Pichia_terricola@Seq_12	286_11	OG5069	Komagataella_pastoris@Seq_2530	snap_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.12-mRNA-1_1 gene=snap_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.12 CDS=1-2313	gene=snap_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.12 CDS=1-2313	yHMPu5000035301_Pichia_terricola
12	yHMPu5000035301_Pichia_terricola@Seq_13	286_12	OG7708	yHMPu5000034631_Martiniozyma_abiesophila@Seq_5920	augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.38-mRNA-1_1 gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.38 CDS=1-1089	gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.38 CDS=1-1089	yHMPu5000035301_Pichia_terricola
13	yHMPu5000035301_Pichia_terricola@Seq_14	286_13	OG2170	Saccharomyces_cerevisiae@YKR081C	augustus_masked-NODE_73_length_32424_cov_27.1308_ID_13194-processed-gene-0.9-mRNA-1_1 gene=augustus_masked-NODE_73_length_32424_cov_27.1308_ID_13194-processed-gene-0.9 CDS=1-1026	gene=augustus_masked-NODE_73_length_32424_cov_27.1308_ID_13194-processed-gene-0.9 CDS=1-1026	yHMPu5000035301_Pichia_terricola
14	yHMPu5000035301_Pichia_terricola@Seq_15	286_14	OG3241	Saccharomyces_cerevisiae@YJL068C	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.44-mRNA-1_1 gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.44 CDS=1-867	gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.44 CDS=1-867	yHMPu5000035301_Pichia_terricola
