	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Metschnikowia_lockheadii@Seq_1	83_0	OG1291	Saccharomyces_cerevisiae@YFR007W	genemark-loc-_s18-processed-gene-5.176-mRNA-1_1 gene=genemark-loc-_s18-processed-gene-5.176 CDS=1-657	gene=genemark-loc-_s18-processed-gene-5.176 CDS=1-657	Metschnikowia_lockheadii
1	Metschnikowia_lockheadii@Seq_2	83_1	OG3872	Saccharomyces_cerevisiae@YNL056W	snap_masked-loc-_s18-processed-gene-1.56-mRNA-1_1 gene=snap_masked-loc-_s18-processed-gene-1.56 CDS=1-726	gene=snap_masked-loc-_s18-processed-gene-1.56 CDS=1-726	Metschnikowia_lockheadii
2	Metschnikowia_lockheadii@Seq_3	83_2	OG62234	Metschnikowia_lockheadii@Seq_5998	genemark-loc-_C31577-processed-gene-0.0-mRNA-1_1 gene=genemark-loc-_C31577-processed-gene-0.0 CDS=1-246	gene=genemark-loc-_C31577-processed-gene-0.0 CDS=1-246	Metschnikowia_lockheadii
3	Metschnikowia_lockheadii@Seq_4	83_3	OG38229	Metschnikowia_lockheadii@Seq_4	snap_masked-loc-_C32129-processed-gene-0.0-mRNA-1_1 gene=snap_masked-loc-_C32129-processed-gene-0.0 CDS=1-237	gene=snap_masked-loc-_C32129-processed-gene-0.0 CDS=1-237	Metschnikowia_lockheadii
4	Metschnikowia_lockheadii@Seq_5	83_4	OG1377	Saccharomyces_cerevisiae@YGL202W	maker-loc-_s400-snap-gene-1.4-mRNA-1_1 gene=maker-loc-_s400-snap-gene-1.4 CDS=1-1419	gene=maker-loc-_s400-snap-gene-1.4 CDS=1-1419	Metschnikowia_lockheadii
5	Metschnikowia_lockheadii@Seq_6	83_5	OG3072	Saccharomyces_cerevisiae@YMR166C	snap_masked-loc-_s324-processed-gene-0.70-mRNA-1_1 gene=snap_masked-loc-_s324-processed-gene-0.70 CDS=1-1059	gene=snap_masked-loc-_s324-processed-gene-0.70 CDS=1-1059	Metschnikowia_lockheadii
6	Metschnikowia_lockheadii@Seq_7	83_6	OG5977	Metschnikowia_santaceciliae@Seq_608	snap_masked-loc-_s233-processed-gene-0.2-mRNA-1_1 gene=snap_masked-loc-_s233-processed-gene-0.2 CDS=1-2031	gene=snap_masked-loc-_s233-processed-gene-0.2 CDS=1-2031	Metschnikowia_lockheadii
7	Metschnikowia_lockheadii@Seq_8	83_7	OG2283	Saccharomyces_cerevisiae@YMR041C	snap_masked-loc-_s627-processed-gene-0.3-mRNA-1_1 gene=snap_masked-loc-_s627-processed-gene-0.3 CDS=1-1044	gene=snap_masked-loc-_s627-processed-gene-0.3 CDS=1-1044	Metschnikowia_lockheadii
8	Metschnikowia_lockheadii@Seq_9	83_8	OG3277	Saccharomyces_cerevisiae@YPR161C	snap_masked-loc-_s517-processed-gene-0.11-mRNA-1_1 gene=snap_masked-loc-_s517-processed-gene-0.11 CDS=1-1314	gene=snap_masked-loc-_s517-processed-gene-0.11 CDS=1-1314	Metschnikowia_lockheadii
9	Metschnikowia_lockheadii@Seq_10	83_9	OG3002	Saccharomyces_cerevisiae@YOR224C	snap_masked-loc-_s478-processed-gene-0.42-mRNA-1_1 gene=snap_masked-loc-_s478-processed-gene-0.42 CDS=1-444	gene=snap_masked-loc-_s478-processed-gene-0.42 CDS=1-444	Metschnikowia_lockheadii
10	Metschnikowia_lockheadii@Seq_11	83_10	OG3317	Saccharomyces_cerevisiae@YGL070C	snap_masked-loc-_s49-processed-gene-2.233-mRNA-1_1 gene=snap_masked-loc-_s49-processed-gene-2.233 CDS=1-300	gene=snap_masked-loc-_s49-processed-gene-2.233 CDS=1-300	Metschnikowia_lockheadii
11	Metschnikowia_lockheadii@Seq_12	83_11	OG165460	Metschnikowia_lockheadii@Seq_12	augustus_masked-loc-_s350-processed-gene-0.5-mRNA-1_1 gene=augustus_masked-loc-_s350-processed-gene-0.5 CDS=1-438	gene=augustus_masked-loc-_s350-processed-gene-0.5 CDS=1-438	Metschnikowia_lockheadii
12	Metschnikowia_lockheadii@Seq_13	83_12	OG2695	Saccharomyces_cerevisiae@YNR021W	snap_masked-loc-_s49-processed-gene-1.80-mRNA-1_1 gene=snap_masked-loc-_s49-processed-gene-1.80 CDS=1-1044	gene=snap_masked-loc-_s49-processed-gene-1.80 CDS=1-1044	Metschnikowia_lockheadii
