	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Cyberlindnera_jadinii@Seq_1	35_0	OG4088	Saccharomyces_cerevisiae@YPR122W	genemark-scaffold_1-processed-gene-18.165-mRNA-1_1 gene=genemark-scaffold_1-processed-gene-18.165 CDS=1-3456	gene=genemark-scaffold_1-processed-gene-18.165 CDS=1-3456	Cyberlindnera_jadinii
1	Cyberlindnera_jadinii@Seq_2	35_1	OG3087	Saccharomyces_cerevisiae@YIL004C	genemark-scaffold_7-processed-gene-2.28-mRNA-1_1 gene=genemark-scaffold_7-processed-gene-2.28 CDS=1-378	gene=genemark-scaffold_7-processed-gene-2.28 CDS=1-378	Cyberlindnera_jadinii
2	Cyberlindnera_jadinii@Seq_3	35_2	OG8512	Cyberlindnera_fabianii_JCM3601@Seq_4235	augustus_masked-scaffold_5-processed-gene-6.156-mRNA-1_1 gene=augustus_masked-scaffold_5-processed-gene-6.156 CDS=1-858	gene=augustus_masked-scaffold_5-processed-gene-6.156 CDS=1-858	Cyberlindnera_jadinii
3	Cyberlindnera_jadinii@Seq_4	35_3	OG4624	Saccharomyces_cerevisiae@YDR072C	genemark-scaffold_4-processed-gene-7.142-mRNA-1_1 gene=genemark-scaffold_4-processed-gene-7.142 CDS=1-1221	gene=genemark-scaffold_4-processed-gene-7.142 CDS=1-1221	Cyberlindnera_jadinii
4	Cyberlindnera_jadinii@Seq_5	35_4	OG4527	yHMPu5000034655_Botryozyma_nematodophila@Seq_6166	genemark-scaffold_3-processed-gene-3.43-mRNA-1_1 gene=genemark-scaffold_3-processed-gene-3.43 CDS=1-1758	gene=genemark-scaffold_3-processed-gene-3.43 CDS=1-1758	Cyberlindnera_jadinii
5	Cyberlindnera_jadinii@Seq_6	35_5	OG1923	Saccharomyces_cerevisiae@YHR107C	genemark-scaffold_27-processed-gene-0.44-mRNA-1_1 gene=genemark-scaffold_27-processed-gene-0.44 CDS=1-1134	gene=genemark-scaffold_27-processed-gene-0.44 CDS=1-1134	Cyberlindnera_jadinii
6	Cyberlindnera_jadinii@Seq_7	35_6	OG106879	Cyberlindnera_jadinii@Seq_7	genemark-scaffold_1-processed-gene-17.46-mRNA-1_1 gene=genemark-scaffold_1-processed-gene-17.46 CDS=1-3786	gene=genemark-scaffold_1-processed-gene-17.46 CDS=1-3786	Cyberlindnera_jadinii
7	Cyberlindnera_jadinii@Seq_8	35_7	OG10368	Cyberlindnera_fabianii_JCM3601@Seq_1391	augustus_masked-scaffold_5-processed-gene-4.69-mRNA-1_1 gene=augustus_masked-scaffold_5-processed-gene-4.69 CDS=1-1890	gene=augustus_masked-scaffold_5-processed-gene-4.69 CDS=1-1890	Cyberlindnera_jadinii
8	Cyberlindnera_jadinii@Seq_9	35_8	OG1569	Saccharomyces_cerevisiae@YLR355C	genemark-scaffold_12-processed-gene-1.28-mRNA-1_1 gene=genemark-scaffold_12-processed-gene-1.28 CDS=1-1173	gene=genemark-scaffold_12-processed-gene-1.28 CDS=1-1173	Cyberlindnera_jadinii
9	Cyberlindnera_jadinii@Seq_10	35_9	OG1070	Saccharomyces_cerevisiae@YER070W	genemark-scaffold_14-processed-gene-1.119-mRNA-1_1 gene=genemark-scaffold_14-processed-gene-1.119 CDS=1-2622	gene=genemark-scaffold_14-processed-gene-1.119 CDS=1-2622	Cyberlindnera_jadinii
