	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034754_Lipomyces_arxii@Seq_1	212_0	OG15485	yHMPu5000034754_Lipomyces_arxii@Seq_6018	maker-NODE_542_length_1092_cov_123.353_ID_1083-snap-gene-0.3-mRNA-1_1 gene=maker-NODE_542_length_1092_cov_123.353_ID_1083-snap-gene-0.3 CDS=1-486	gene=maker-NODE_542_length_1092_cov_123.353_ID_1083-snap-gene-0.3 CDS=1-486	yHMPu5000034754_Lipomyces_arxii
1	yHMPu5000034754_Lipomyces_arxii@Seq_2	212_1	OG24503	yHMPu5000034754_Lipomyces_arxii@Seq_2	snap_masked-NODE_510_length_1270_cov_154.06_ID_1019-processed-gene-0.1-mRNA-1_1 gene=snap_masked-NODE_510_length_1270_cov_154.06_ID_1019-processed-gene-0.1 CDS=1-1236	gene=snap_masked-NODE_510_length_1270_cov_154.06_ID_1019-processed-gene-0.1 CDS=1-1236	yHMPu5000034754_Lipomyces_arxii
2	yHMPu5000034754_Lipomyces_arxii@Seq_3	212_2	OG15461	yHMPu5000034748_Lipomyces_oligophaga@Seq_1944	genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.198-mRNA-1_1 gene=genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.198 CDS=1-1647	gene=genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.198 CDS=1-1647	yHMPu5000034754_Lipomyces_arxii
3	yHMPu5000034754_Lipomyces_arxii@Seq_4	212_3	OG5656	Metschnikowia_bowlesiae@Seq_4144	genemark-NODE_293_length_8235_cov_11.1361_ID_585-processed-gene-0.9-mRNA-1_1 gene=genemark-NODE_293_length_8235_cov_11.1361_ID_585-processed-gene-0.9 CDS=1-1707	gene=genemark-NODE_293_length_8235_cov_11.1361_ID_585-processed-gene-0.9 CDS=1-1707	yHMPu5000034754_Lipomyces_arxii
4	yHMPu5000034754_Lipomyces_arxii@Seq_5	212_4	OG1179	Saccharomyces_cerevisiae@YOL157C	genemark-NODE_213_length_17669_cov_12.2405_ID_425-processed-gene-0.3-mRNA-1_1 gene=genemark-NODE_213_length_17669_cov_12.2405_ID_425-processed-gene-0.3 CDS=1-1746	gene=genemark-NODE_213_length_17669_cov_12.2405_ID_425-processed-gene-0.3 CDS=1-1746	yHMPu5000034754_Lipomyces_arxii
5	yHMPu5000034754_Lipomyces_arxii@Seq_6	212_5	OG4491	Saccharomyces_cerevisiae@YCL005W-A	genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.52-mRNA-1_1 gene=genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.52 CDS=1-237	gene=genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.52 CDS=1-237	yHMPu5000034754_Lipomyces_arxii
6	yHMPu5000034754_Lipomyces_arxii@Seq_7	212_6	OG199644	yHMPu5000034754_Lipomyces_arxii@Seq_7	snap_masked-NODE_253_length_12977_cov_14.818_ID_505-processed-gene-0.12-mRNA-1_1 gene=snap_masked-NODE_253_length_12977_cov_14.818_ID_505-processed-gene-0.12 CDS=1-204	gene=snap_masked-NODE_253_length_12977_cov_14.818_ID_505-processed-gene-0.12 CDS=1-204	yHMPu5000034754_Lipomyces_arxii
7	yHMPu5000034754_Lipomyces_arxii@Seq_8	212_7	OG14185	yHMPu5000034761_Lipomyces_lipofer@Seq_1009	maker-NODE_64_length_91347_cov_11.5369_ID_127-snap-gene-0.9-mRNA-1_1 gene=maker-NODE_64_length_91347_cov_11.5369_ID_127-snap-gene-0.9 CDS=1-2148	gene=maker-NODE_64_length_91347_cov_11.5369_ID_127-snap-gene-0.9 CDS=1-2148	yHMPu5000034754_Lipomyces_arxii
8	yHMPu5000034754_Lipomyces_arxii@Seq_9	212_8	OG10856	yHMPu5000034754_Lipomyces_arxii@Seq_7381	genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.91-mRNA-1_1 gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.91 CDS=1-1005	gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.91 CDS=1-1005	yHMPu5000034754_Lipomyces_arxii
9	yHMPu5000034754_Lipomyces_arxii@Seq_10	212_9	OG2043	Saccharomyces_cerevisiae@YNL026W	snap_masked-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.59-mRNA-1_1 gene=snap_masked-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.59 CDS=1-1389	gene=snap_masked-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.59 CDS=1-1389	yHMPu5000034754_Lipomyces_arxii
