	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Pachysolen_tannophilus@Seq_1	106_0	OG3717	Saccharomyces_cerevisiae@YNL107W	augustus_masked-scaffold_3-processed-gene-5.110-mRNA-1_1 gene=augustus_masked-scaffold_3-processed-gene-5.110 CDS=1-663	gene=augustus_masked-scaffold_3-processed-gene-5.110 CDS=1-663	Pachysolen_tannophilus
1	Pachysolen_tannophilus@Seq_2	106_1	OG2018	Saccharomyces_cerevisiae@YOR341W	augustus_masked-scaffold_1-processed-gene-4.43-mRNA-1_1 gene=augustus_masked-scaffold_1-processed-gene-4.43 CDS=1-4968	gene=augustus_masked-scaffold_1-processed-gene-4.43 CDS=1-4968	Pachysolen_tannophilus
2	Pachysolen_tannophilus@Seq_3	106_2	OG1537	Saccharomyces_cerevisiae@YPR035W	augustus_masked-scaffold_4-processed-gene-11.65-mRNA-1_1 gene=augustus_masked-scaffold_4-processed-gene-11.65 CDS=1-1104	gene=augustus_masked-scaffold_4-processed-gene-11.65 CDS=1-1104	Pachysolen_tannophilus
3	Pachysolen_tannophilus@Seq_4	106_3	OG2281	Saccharomyces_cerevisiae@YIL128W	augustus_masked-scaffold_2-processed-gene-20.267-mRNA-1_1 gene=augustus_masked-scaffold_2-processed-gene-20.267 CDS=1-3258	gene=augustus_masked-scaffold_2-processed-gene-20.267 CDS=1-3258	Pachysolen_tannophilus
4	Pachysolen_tannophilus@Seq_5	106_4	OG1350	Saccharomyces_cerevisiae@YDR436W	augustus_masked-scaffold_2-processed-gene-4.53-mRNA-1_1 gene=augustus_masked-scaffold_2-processed-gene-4.53 CDS=1-1821	gene=augustus_masked-scaffold_2-processed-gene-4.53 CDS=1-1821	Pachysolen_tannophilus
5	Pachysolen_tannophilus@Seq_6	106_5	OG1616	Saccharomyces_cerevisiae@YBR136W	maker-scaffold_4-snap-gene-2.101-mRNA-1_1 gene=maker-scaffold_4-snap-gene-2.101 CDS=1-6891	gene=maker-scaffold_4-snap-gene-2.101 CDS=1-6891	Pachysolen_tannophilus
6	Pachysolen_tannophilus@Seq_7	106_6	OG5597	yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_1039	augustus_masked-scaffold_2-processed-gene-11.65-mRNA-1_1 gene=augustus_masked-scaffold_2-processed-gene-11.65 CDS=1-888	gene=augustus_masked-scaffold_2-processed-gene-11.65 CDS=1-888	Pachysolen_tannophilus
7	Pachysolen_tannophilus@Seq_8	106_7	OG94104	Pachysolen_tannophilus@Seq_8	snap_masked-scaffold_1-processed-gene-0.112-mRNA-1_1 gene=snap_masked-scaffold_1-processed-gene-0.112 CDS=1-180	gene=snap_masked-scaffold_1-processed-gene-0.112 CDS=1-180	Pachysolen_tannophilus
8	Pachysolen_tannophilus@Seq_9	106_8	OG3360	Saccharomyces_cerevisiae@YLL011W	augustus_masked-scaffold_2-processed-gene-4.32-mRNA-1_1 gene=augustus_masked-scaffold_2-processed-gene-4.32 CDS=1-1383	gene=augustus_masked-scaffold_2-processed-gene-4.32 CDS=1-1383	Pachysolen_tannophilus
9	Pachysolen_tannophilus@Seq_10	106_9	OG126877	Pachysolen_tannophilus@Seq_10	snap_masked-scaffold_1-processed-gene-24.141-mRNA-1_1 gene=snap_masked-scaffold_1-processed-gene-24.141 CDS=1-201	gene=snap_masked-scaffold_1-processed-gene-24.141 CDS=1-201	Pachysolen_tannophilus
