	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Metschnikowia_matae@Seq_1	84_0	OG10403	Metschnikowia_shivogae@Seq_1425	augustus_masked-mat-_s480-processed-gene-1.149-mRNA-1_1 gene=augustus_masked-mat-_s480-processed-gene-1.149 CDS=1-918	gene=augustus_masked-mat-_s480-processed-gene-1.149 CDS=1-918	Metschnikowia_matae
1	Metschnikowia_matae@Seq_2	84_1	OG83313	Metschnikowia_matae@Seq_2	augustus_masked-mat-_s86-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-mat-_s86-processed-gene-0.1 CDS=1-459	gene=augustus_masked-mat-_s86-processed-gene-0.1 CDS=1-459	Metschnikowia_matae
2	Metschnikowia_matae@Seq_3	84_2	OG62328	Metschnikowia_matae_maris@Seq_4975	snap_masked-mat-_s351-processed-gene-0.31-mRNA-1_1 gene=snap_masked-mat-_s351-processed-gene-0.31 CDS=1-279	gene=snap_masked-mat-_s351-processed-gene-0.31 CDS=1-279	Metschnikowia_matae
3	Metschnikowia_matae@Seq_4	84_3	OG4187	Saccharomyces_cerevisiae@YOR305W	augustus_masked-mat-_s252-processed-gene-0.22-mRNA-1_1 gene=augustus_masked-mat-_s252-processed-gene-0.22 CDS=1-711	gene=augustus_masked-mat-_s252-processed-gene-0.22 CDS=1-711	Metschnikowia_matae
4	Metschnikowia_matae@Seq_5	84_4	OG7065	yHMPu5000034890_Ogataea_ramenticola@Seq_4705	snap_masked-mat-_s482-processed-gene-0.122-mRNA-1_1 gene=snap_masked-mat-_s482-processed-gene-0.122 CDS=1-831	gene=snap_masked-mat-_s482-processed-gene-0.122 CDS=1-831	Metschnikowia_matae
5	Metschnikowia_matae@Seq_6	84_5	OG5879	yHMPu5000035707_Candida_heveicola@Seq_5010	augustus_masked-mat-_s132-processed-gene-0.6-mRNA-1_1 gene=augustus_masked-mat-_s132-processed-gene-0.6 CDS=1-2352	gene=augustus_masked-mat-_s132-processed-gene-0.6 CDS=1-2352	Metschnikowia_matae
6	Metschnikowia_matae@Seq_7	84_6	OG30118	Metschnikowia_matae@Seq_1833	snap_masked-mat-_s336-processed-gene-0.6-mRNA-1_1 gene=snap_masked-mat-_s336-processed-gene-0.6 CDS=1-183	gene=snap_masked-mat-_s336-processed-gene-0.6 CDS=1-183	Metschnikowia_matae
7	Metschnikowia_matae@Seq_8	84_7	OG2260	Saccharomyces_cerevisiae@YDR264C	snap_masked-mat-_s171-processed-gene-0.93-mRNA-1_1 gene=snap_masked-mat-_s171-processed-gene-0.93 CDS=1-2367	gene=snap_masked-mat-_s171-processed-gene-0.93 CDS=1-2367	Metschnikowia_matae
8	Metschnikowia_matae@Seq_9	84_8	OG68450	Metschnikowia_matae@Seq_9	snap_masked-mat-_s474-processed-gene-0.24-mRNA-1_1 gene=snap_masked-mat-_s474-processed-gene-0.24 CDS=1-438	gene=snap_masked-mat-_s474-processed-gene-0.24 CDS=1-438	Metschnikowia_matae
9	Metschnikowia_matae@Seq_10	84_9	OG21553	Metschnikowia_matae@Seq_10	augustus_masked-mat-_s232-processed-gene-0.15-mRNA-1_1 gene=augustus_masked-mat-_s232-processed-gene-0.15 CDS=1-966	gene=augustus_masked-mat-_s232-processed-gene-0.15 CDS=1-966	Metschnikowia_matae
