	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Saprochaete_clavata@Seq_1	118_0	OG5399	Metschnikowia_continentalis@Seq_4984	-processed-gene-0.25-mRNA-1_1 gene=snap_masked-gi|736520175|emb|CBXB010000203.1|-processed-gene-0.25 CDS=1-1023	gene=snap_masked-gi|736520175|emb|CBXB010000203.1|-processed-gene-0.25 CDS=1-1023	Saprochaete_clavata
1	Saprochaete_clavata@Seq_2	118_1	OG184378	Saprochaete_clavata@Seq_2	-processed-gene-0.54-mRNA-1_1 gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.54 CDS=1-219	gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.54 CDS=1-219	Saprochaete_clavata
2	Saprochaete_clavata@Seq_3	118_2	OG2600	Saccharomyces_cerevisiae@YLR074C	-snap-gene-1.62-mRNA-1_1 gene=maker-gi|736520390|emb|CBXB010000031.1|-snap-gene-1.62 CDS=1-441	gene=maker-gi|736520390|emb|CBXB010000031.1|-snap-gene-1.62 CDS=1-441	Saprochaete_clavata
3	Saprochaete_clavata@Seq_4	118_3	OG1362	Saccharomyces_cerevisiae@YJL098W	-processed-gene-0.69-mRNA-1_1 gene=snap_masked-gi|736520221|emb|CBXB010000161.1|-processed-gene-0.69 CDS=1-3135	gene=snap_masked-gi|736520221|emb|CBXB010000161.1|-processed-gene-0.69 CDS=1-3135	Saprochaete_clavata
4	Saprochaete_clavata@Seq_5	118_4	OG3271	Saccharomyces_cerevisiae@YDR104C	-processed-gene-0.64-mRNA-1_1 gene=snap_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.64 CDS=1-4482	gene=snap_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.64 CDS=1-4482	Saprochaete_clavata
5	Saprochaete_clavata@Seq_6	118_5	OG2291	Saccharomyces_cerevisiae@YNL290W	-processed-gene-0.78-mRNA-1_1 gene=snap_masked-gi|736520389|emb|CBXB010000032.1|-processed-gene-0.78 CDS=1-1068	gene=snap_masked-gi|736520389|emb|CBXB010000032.1|-processed-gene-0.78 CDS=1-1068	Saprochaete_clavata
6	Saprochaete_clavata@Seq_7	118_6	OG115945	Saprochaete_clavata@Seq_7	-processed-gene-0.78-mRNA-1_1 gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-0.78 CDS=1-1521	gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-0.78 CDS=1-1521	Saprochaete_clavata
7	Saprochaete_clavata@Seq_8	118_7	OG42816	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6064	-processed-gene-0.42-mRNA-1_1 gene=snap_masked-gi|736520252|emb|CBXB010000141.1|-processed-gene-0.42 CDS=1-3912	gene=snap_masked-gi|736520252|emb|CBXB010000141.1|-processed-gene-0.42 CDS=1-3912	Saprochaete_clavata
8	Saprochaete_clavata@Seq_9	118_8	OG1968	Saccharomyces_cerevisiae@YDL001W	-processed-gene-0.92-mRNA-1_1 gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.92 CDS=1-1578	gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.92 CDS=1-1578	Saprochaete_clavata
9	Saprochaete_clavata@Seq_10	118_9	OG1791	Saccharomyces_cerevisiae@YDR266C	-processed-gene-0.81-mRNA-1_1 gene=augustus_masked-gi|736520275|emb|CBXB010000121.1|-processed-gene-0.81 CDS=1-2331	gene=augustus_masked-gi|736520275|emb|CBXB010000121.1|-processed-gene-0.81 CDS=1-2331	Saprochaete_clavata
