	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034918_Nakazawaea_holstii@Seq_1	239_0	OG3108	Saccharomyces_cerevisiae@YKL211C	snap_masked-flattened_line_22-processed-gene-0.138-mRNA-1_1 gene=snap_masked-flattened_line_22-processed-gene-0.138 CDS=1-1476	gene=snap_masked-flattened_line_22-processed-gene-0.138 CDS=1-1476	yHMPu5000034918_Nakazawaea_holstii
1	yHMPu5000034918_Nakazawaea_holstii@Seq_2	239_1	OG4514	yHMPu5000035640_Yamadazyma_philogaea@Seq_1246	snap_masked-flattened_line_8-processed-gene-1.255-mRNA-1_1 gene=snap_masked-flattened_line_8-processed-gene-1.255 CDS=1-624	gene=snap_masked-flattened_line_8-processed-gene-1.255 CDS=1-624	yHMPu5000034918_Nakazawaea_holstii
2	yHMPu5000034918_Nakazawaea_holstii@Seq_3	239_2	OG2995	Saccharomyces_cerevisiae@YHL031C	snap_masked-flattened_line_232-processed-gene-0.28-mRNA-1_1 gene=snap_masked-flattened_line_232-processed-gene-0.28 CDS=1-666	gene=snap_masked-flattened_line_232-processed-gene-0.28 CDS=1-666	yHMPu5000034918_Nakazawaea_holstii
3	yHMPu5000034918_Nakazawaea_holstii@Seq_4	239_3	OG2308	Saccharomyces_cerevisiae@YLR017W	maker-flattened_line_80-augustus-gene-0.3-mRNA-1_1 gene=maker-flattened_line_80-augustus-gene-0.3 CDS=1-1710	gene=maker-flattened_line_80-augustus-gene-0.3 CDS=1-1710	yHMPu5000034918_Nakazawaea_holstii
4	yHMPu5000034918_Nakazawaea_holstii@Seq_5	239_4	OG3918	Saccharomyces_cerevisiae@YJR074W	maker-flattened_line_189-snap-gene-0.0-mRNA-1_1 gene=maker-flattened_line_189-snap-gene-0.0 CDS=1-609	gene=maker-flattened_line_189-snap-gene-0.0 CDS=1-609	yHMPu5000034918_Nakazawaea_holstii
5	yHMPu5000034918_Nakazawaea_holstii@Seq_6	239_5	OG3630	Saccharomyces_cerevisiae@YIR038C	augustus_masked-flattened_line_52-processed-gene-0.61-mRNA-1_1 gene=augustus_masked-flattened_line_52-processed-gene-0.61 CDS=1-693	gene=augustus_masked-flattened_line_52-processed-gene-0.61 CDS=1-693	yHMPu5000034918_Nakazawaea_holstii
6	yHMPu5000034918_Nakazawaea_holstii@Seq_7	239_6	OG4636	Sclerotinia_sclerotiorum@Seq_10329	snap_masked-flattened_line_133-processed-gene-0.65-mRNA-1_1 gene=snap_masked-flattened_line_133-processed-gene-0.65 CDS=1-915	gene=snap_masked-flattened_line_133-processed-gene-0.65 CDS=1-915	yHMPu5000034918_Nakazawaea_holstii
7	yHMPu5000034918_Nakazawaea_holstii@Seq_8	239_7	OG1478	Saccharomyces_cerevisiae@YKL006W	maker-flattened_line_40-snap-gene-0.148-mRNA-1_1 gene=maker-flattened_line_40-snap-gene-0.148 CDS=1-396	gene=maker-flattened_line_40-snap-gene-0.148 CDS=1-396	yHMPu5000034918_Nakazawaea_holstii
8	yHMPu5000034918_Nakazawaea_holstii@Seq_9	239_8	OG2676	Saccharomyces_cerevisiae@YMR221C	genemark-flattened_line_30-processed-gene-0.95-mRNA-1_1 gene=genemark-flattened_line_30-processed-gene-0.95 CDS=1-1497	gene=genemark-flattened_line_30-processed-gene-0.95 CDS=1-1497	yHMPu5000034918_Nakazawaea_holstii
9	yHMPu5000034918_Nakazawaea_holstii@Seq_10	239_9	OG216929	yHMPu5000034918_Nakazawaea_holstii@Seq_10	snap_masked-flattened_line_24-processed-gene-0.70-mRNA-1_1 gene=snap_masked-flattened_line_24-processed-gene-0.70 CDS=1-225	gene=snap_masked-flattened_line_24-processed-gene-0.70 CDS=1-225	yHMPu5000034918_Nakazawaea_holstii
10	yHMPu5000034918_Nakazawaea_holstii@Seq_11	239_10	OG2925	Saccharomyces_cerevisiae@YJR054W	snap_masked-flattened_line_4-processed-gene-2.124-mRNA-1_1 gene=snap_masked-flattened_line_4-processed-gene-2.124 CDS=1-1509	gene=snap_masked-flattened_line_4-processed-gene-2.124 CDS=1-1509	yHMPu5000034918_Nakazawaea_holstii
11	yHMPu5000034918_Nakazawaea_holstii@Seq_12	239_11	OG17419	yHMPu5000034918_Nakazawaea_holstii@Seq_2462	snap_masked-flattened_line_1109-processed-gene-0.0-mRNA-1_1 gene=snap_masked-flattened_line_1109-processed-gene-0.0 CDS=1-195	gene=snap_masked-flattened_line_1109-processed-gene-0.0 CDS=1-195	yHMPu5000034918_Nakazawaea_holstii
12	yHMPu5000034918_Nakazawaea_holstii@Seq_13	239_12	OG1982	Saccharomyces_cerevisiae@YOR330C	genemark-flattened_line_70-processed-gene-0.6-mRNA-1_1 gene=genemark-flattened_line_70-processed-gene-0.6 CDS=1-3462	gene=genemark-flattened_line_70-processed-gene-0.6 CDS=1-3462	yHMPu5000034918_Nakazawaea_holstii
13	yHMPu5000034918_Nakazawaea_holstii@Seq_14	239_13	OG1015	Saccharomyces_cerevisiae@YOR306C	maker-flattened_line_91-augustus-gene-0.120-mRNA-1_1 gene=maker-flattened_line_91-augustus-gene-0.120 CDS=1-2232	gene=maker-flattened_line_91-augustus-gene-0.120 CDS=1-2232	yHMPu5000034918_Nakazawaea_holstii
14	yHMPu5000034918_Nakazawaea_holstii@Seq_15	239_14	OG4983	Scheffersomyces_lignosus@Seq_876	snap_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1 gene=snap_masked-flattened_line_10-processed-gene-0.81 CDS=1-2670	gene=snap_masked-flattened_line_10-processed-gene-0.81 CDS=1-2670	yHMPu5000034918_Nakazawaea_holstii
15	yHMPu5000034918_Nakazawaea_holstii@Seq_16	239_15	OG4698	Saccharomyces_cerevisiae@YHL019C	snap_masked-flattened_line_58-processed-gene-0.226-mRNA-1_1 gene=snap_masked-flattened_line_58-processed-gene-0.226 CDS=1-1650	gene=snap_masked-flattened_line_58-processed-gene-0.226 CDS=1-1650	yHMPu5000034918_Nakazawaea_holstii
16	yHMPu5000034918_Nakazawaea_holstii@Seq_17	239_16	OG1841	Saccharomyces_cerevisiae@YLR383W	snap_masked-flattened_line_2-processed-gene-1.49-mRNA-1_1 gene=snap_masked-flattened_line_2-processed-gene-1.49 CDS=1-3282	gene=snap_masked-flattened_line_2-processed-gene-1.49 CDS=1-3282	yHMPu5000034918_Nakazawaea_holstii
