	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_1	293_0	OG4149	Saccharomyces_cerevisiae@YIL137C	genemark-NODE_23_length_256485_cov_27.0463_ID_2602-processed-gene-0.76-mRNA-1_1 gene=genemark-NODE_23_length_256485_cov_27.0463_ID_2602-processed-gene-0.76 CDS=1-2739	gene=genemark-NODE_23_length_256485_cov_27.0463_ID_2602-processed-gene-0.76 CDS=1-2739	yHMPu5000035639_Wickerhamomyces_canadensis
1	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_2	293_1	OG1759	Saccharomyces_cerevisiae@YJL060W	genemark-NODE_35_length_154330_cov_27.0039_ID_4733-processed-gene-0.112-mRNA-1_1 gene=genemark-NODE_35_length_154330_cov_27.0039_ID_4733-processed-gene-0.112 CDS=1-1275	gene=genemark-NODE_35_length_154330_cov_27.0039_ID_4733-processed-gene-0.112 CDS=1-1275	yHMPu5000035639_Wickerhamomyces_canadensis
2	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_3	293_2	OG3691	Saccharomyces_cerevisiae@YPL170W	genemark-NODE_60_length_28280_cov_25.5204_ID_6099-processed-gene-0.46-mRNA-1_1 gene=genemark-NODE_60_length_28280_cov_25.5204_ID_6099-processed-gene-0.46 CDS=1-411	gene=genemark-NODE_60_length_28280_cov_25.5204_ID_6099-processed-gene-0.46 CDS=1-411	yHMPu5000035639_Wickerhamomyces_canadensis
3	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_4	293_3	OG8725	yHMPu5000035689_Candida_mycetangii@Seq_4853	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-2.81-mRNA-1_1 gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-2.81 CDS=1-1278	gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-2.81 CDS=1-1278	yHMPu5000035639_Wickerhamomyces_canadensis
4	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_5	293_4	OG3018	Saccharomyces_cerevisiae@YFR025C	genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-0.26-mRNA-1_1 gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-0.26 CDS=1-825	gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-0.26 CDS=1-825	yHMPu5000035639_Wickerhamomyces_canadensis
5	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_6	293_5	OG3200	Saccharomyces_cerevisiae@YKL019W	genemark-NODE_35_length_154330_cov_27.0039_ID_4733-processed-gene-0.73-mRNA-1_1 gene=genemark-NODE_35_length_154330_cov_27.0039_ID_4733-processed-gene-0.73 CDS=1-885	gene=genemark-NODE_35_length_154330_cov_27.0039_ID_4733-processed-gene-0.73 CDS=1-885	yHMPu5000035639_Wickerhamomyces_canadensis
6	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_7	293_6	OG5045	Saccharomyces_cerevisiae@YCL012C	genemark-NODE_17_length_306990_cov_26.8027_ID_4999-processed-gene-0.118-mRNA-1_1 gene=genemark-NODE_17_length_306990_cov_26.8027_ID_4999-processed-gene-0.118 CDS=1-414	gene=genemark-NODE_17_length_306990_cov_26.8027_ID_4999-processed-gene-0.118 CDS=1-414	yHMPu5000035639_Wickerhamomyces_canadensis
7	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_8	293_7	OG4213	Saccharomyces_cerevisiae@YJL148W	genemark-NODE_43_length_100023_cov_37.6906_ID_4566-processed-gene-0.77-mRNA-1_1 gene=genemark-NODE_43_length_100023_cov_37.6906_ID_4566-processed-gene-0.77 CDS=1-618	gene=genemark-NODE_43_length_100023_cov_37.6906_ID_4566-processed-gene-0.77 CDS=1-618	yHMPu5000035639_Wickerhamomyces_canadensis
8	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_9	293_8	OG198753	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_9	snap_masked-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.229-mRNA-1_1 gene=snap_masked-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.229 CDS=1-1119	gene=snap_masked-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.229 CDS=1-1119	yHMPu5000035639_Wickerhamomyces_canadensis
9	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_10	293_9	OG70721	yHMPu5000035639_Wickerhamomyces_canadensis@Seq_10	augustus_masked-NODE_139_length_461_cov_0.726471_ID_7424-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-NODE_139_length_461_cov_0.726471_ID_7424-processed-gene-0.1 CDS=1-459	gene=augustus_masked-NODE_139_length_461_cov_0.726471_ID_7424-processed-gene-0.1 CDS=1-459	yHMPu5000035639_Wickerhamomyces_canadensis
