	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Yarrowia_deformans@Seq_1	142_0	OG8764	Nadsonia_fulvescens_var_elongata@Seq_4931	-processed-gene-7.91-mRNA-1_1 gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-7.91 CDS=1-480	gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-7.91 CDS=1-480	Yarrowia_deformans
1	Yarrowia_deformans@Seq_2	142_1	OG2828	Saccharomyces_cerevisiae@YOR210W	-processed-gene-8.81-mRNA-1_1 gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-8.81 CDS=1-213	gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-8.81 CDS=1-213	Yarrowia_deformans
2	Yarrowia_deformans@Seq_3	142_2	OG2492	Saccharomyces_cerevisiae@YPR105C	-processed-gene-4.37-mRNA-1_1 gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-4.37 CDS=1-2019	gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-4.37 CDS=1-2019	Yarrowia_deformans
3	Yarrowia_deformans@Seq_4	142_3	OG3678	Saccharomyces_cerevisiae@YMR283C	-processed-gene-8.92-mRNA-1_1 gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.92 CDS=1-1284	gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.92 CDS=1-1284	Yarrowia_deformans
4	Yarrowia_deformans@Seq_5	142_4	OG4612	Candida_carpophila@Seq_4355	-processed-gene-3.104-mRNA-1_1 gene=augustus_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-3.104 CDS=1-1743	gene=augustus_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-3.104 CDS=1-1743	Yarrowia_deformans
5	Yarrowia_deformans@Seq_6	142_5	OG4128	Saccharomyces_cerevisiae@YGR178C	-processed-gene-0.56-mRNA-1_1 gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.56 CDS=1-1914	gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.56 CDS=1-1914	Yarrowia_deformans
6	Yarrowia_deformans@Seq_7	142_6	OG22753	Yarrowia_lipolytica@Seq_600	-processed-gene-3.72-mRNA-1_1 gene=augustus_masked-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.72 CDS=1-789	gene=augustus_masked-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.72 CDS=1-789	Yarrowia_deformans
7	Yarrowia_deformans@Seq_8	142_7	OG3656	Saccharomyces_cerevisiae@YOR188W	-processed-gene-3.173-mRNA-1_1 gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.173 CDS=1-5598	gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.173 CDS=1-5598	Yarrowia_deformans
8	Yarrowia_deformans@Seq_9	142_8	OG1989	Saccharomyces_cerevisiae@YER095W	-processed-gene-9.8-mRNA-1_1 gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.8 CDS=1-987	gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.8 CDS=1-987	Yarrowia_deformans
9	Yarrowia_deformans@Seq_10	142_9	OG9764	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_4141	-processed-gene-0.59-mRNA-1_1 gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.59 CDS=1-900	gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.59 CDS=1-900	Yarrowia_deformans
