	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034671_Blastobotrys_peoriensis@Seq_1	202_0	OG14857	yHMPu5000034681_Blastobotrys_americana@Seq_1705	augustus_masked-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.105-mRNA-1_1 gene=augustus_masked-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.105 CDS=1-1245	gene=augustus_masked-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.105 CDS=1-1245	yHMPu5000034671_Blastobotrys_peoriensis
1	yHMPu5000034671_Blastobotrys_peoriensis@Seq_2	202_1	OG1147	Saccharomyces_cerevisiae@YBR008C	genemark-NODE_29_length_143740_cov_12.1056_ID_57-processed-gene-0.70-mRNA-1_1 gene=genemark-NODE_29_length_143740_cov_12.1056_ID_57-processed-gene-0.70 CDS=1-1734	gene=genemark-NODE_29_length_143740_cov_12.1056_ID_57-processed-gene-0.70 CDS=1-1734	yHMPu5000034671_Blastobotrys_peoriensis
2	yHMPu5000034671_Blastobotrys_peoriensis@Seq_3	202_2	OG11750	yHMPu5000034675_Blastobotrys_mokoenaii@Seq_410	augustus_masked-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.24-mRNA-1_1 gene=augustus_masked-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.24 CDS=1-858	gene=augustus_masked-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.24 CDS=1-858	yHMPu5000034671_Blastobotrys_peoriensis
3	yHMPu5000034671_Blastobotrys_peoriensis@Seq_4	202_3	OG96661	yHMPu5000034671_Blastobotrys_peoriensis@Seq_4	snap_masked-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.6-mRNA-1_1 gene=snap_masked-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.6 CDS=1-195	gene=snap_masked-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.6 CDS=1-195	yHMPu5000034671_Blastobotrys_peoriensis
4	yHMPu5000034671_Blastobotrys_peoriensis@Seq_5	202_4	OG5698	yHMPu5000035244_Candida_incommunis@Seq_1598	genemark-NODE_72_length_71234_cov_12.3934_ID_143-processed-gene-0.21-mRNA-1_1 gene=genemark-NODE_72_length_71234_cov_12.3934_ID_143-processed-gene-0.21 CDS=1-1626	gene=genemark-NODE_72_length_71234_cov_12.3934_ID_143-processed-gene-0.21 CDS=1-1626	yHMPu5000034671_Blastobotrys_peoriensis
5	yHMPu5000034671_Blastobotrys_peoriensis@Seq_6	202_5	OG1031	Saccharomyces_cerevisiae@YNL030W	augustus_masked-NODE_92_length_55437_cov_12.459_ID_183-processed-gene-0.33-mRNA-1_1 gene=augustus_masked-NODE_92_length_55437_cov_12.459_ID_183-processed-gene-0.33 CDS=1-309	gene=augustus_masked-NODE_92_length_55437_cov_12.459_ID_183-processed-gene-0.33 CDS=1-309	yHMPu5000034671_Blastobotrys_peoriensis
6	yHMPu5000034671_Blastobotrys_peoriensis@Seq_7	202_6	OG4078	Saccharomyces_cerevisiae@YMR210W	genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.9-mRNA-1_1 gene=genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.9 CDS=1-1347	gene=genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.9 CDS=1-1347	yHMPu5000034671_Blastobotrys_peoriensis
7	yHMPu5000034671_Blastobotrys_peoriensis@Seq_8	202_7	OG2714	Saccharomyces_cerevisiae@YHR051W	genemark-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.65-mRNA-1_1 gene=genemark-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.65 CDS=1-459	gene=genemark-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.65 CDS=1-459	yHMPu5000034671_Blastobotrys_peoriensis
8	yHMPu5000034671_Blastobotrys_peoriensis@Seq_9	202_8	OG6917	yHMPu5000035675_Kregervanrija_fluxuum@Seq_2951	snap_masked-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.6-mRNA-1_1 gene=snap_masked-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.6 CDS=1-699	gene=snap_masked-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.6 CDS=1-699	yHMPu5000034671_Blastobotrys_peoriensis
9	yHMPu5000034671_Blastobotrys_peoriensis@Seq_10	202_9	OG1029	Saccharomyces_cerevisiae@YGR224W	genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.87-mRNA-1_1 gene=genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.87 CDS=1-1803	gene=genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.87 CDS=1-1803	yHMPu5000034671_Blastobotrys_peoriensis
10	yHMPu5000034671_Blastobotrys_peoriensis@Seq_11	202_10	OG5408	Debaryomyces_hansenii@Seq_542	genemark-NODE_22_length_171471_cov_11.5858_ID_43-processed-gene-0.165-mRNA-1_1 gene=genemark-NODE_22_length_171471_cov_11.5858_ID_43-processed-gene-0.165 CDS=1-1791	gene=genemark-NODE_22_length_171471_cov_11.5858_ID_43-processed-gene-0.165 CDS=1-1791	yHMPu5000034671_Blastobotrys_peoriensis
11	yHMPu5000034671_Blastobotrys_peoriensis@Seq_12	202_11	OG1655	Saccharomyces_cerevisiae@YGR116W	genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.99-mRNA-1_1 gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.99 CDS=1-4212	gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.99 CDS=1-4212	yHMPu5000034671_Blastobotrys_peoriensis
12	yHMPu5000034671_Blastobotrys_peoriensis@Seq_13	202_12	OG2903	Saccharomyces_cerevisiae@YOL096C	genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.34-mRNA-1_1 gene=genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.34 CDS=1-738	gene=genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.34 CDS=1-738	yHMPu5000034671_Blastobotrys_peoriensis
13	yHMPu5000034671_Blastobotrys_peoriensis@Seq_14	202_13	OG184409	yHMPu5000034671_Blastobotrys_peoriensis@Seq_14	snap_masked-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.45-mRNA-1_1 gene=snap_masked-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.45 CDS=1-2487	gene=snap_masked-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.45 CDS=1-2487	yHMPu5000034671_Blastobotrys_peoriensis
14	yHMPu5000034671_Blastobotrys_peoriensis@Seq_15	202_14	OG1202	Saccharomyces_cerevisiae@YKL129C	genemark-NODE_60_length_88785_cov_12.0581_ID_119-processed-gene-0.59-mRNA-1_1 gene=genemark-NODE_60_length_88785_cov_12.0581_ID_119-processed-gene-0.59 CDS=1-3747	gene=genemark-NODE_60_length_88785_cov_12.0581_ID_119-processed-gene-0.59 CDS=1-3747	yHMPu5000034671_Blastobotrys_peoriensis
15	yHMPu5000034671_Blastobotrys_peoriensis@Seq_16	202_15	OG6883	Nadsonia_fulvescens_var_elongata@Seq_2659	genemark-NODE_88_length_57437_cov_11.9221_ID_175-processed-gene-0.46-mRNA-1_1 gene=genemark-NODE_88_length_57437_cov_11.9221_ID_175-processed-gene-0.46 CDS=1-1518	gene=genemark-NODE_88_length_57437_cov_11.9221_ID_175-processed-gene-0.46 CDS=1-1518	yHMPu5000034671_Blastobotrys_peoriensis
16	yHMPu5000034671_Blastobotrys_peoriensis@Seq_17	202_16	OG4365	Saccharomyces_cerevisiae@YGL014W	genemark-NODE_73_length_71091_cov_11.6258_ID_145-processed-gene-0.75-mRNA-1_1 gene=genemark-NODE_73_length_71091_cov_11.6258_ID_145-processed-gene-0.75 CDS=1-2502	gene=genemark-NODE_73_length_71091_cov_11.6258_ID_145-processed-gene-0.75 CDS=1-2502	yHMPu5000034671_Blastobotrys_peoriensis
