	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Metschnikowia_aberdeeniae@Seq_1	68_0	OG3786	Saccharomyces_cerevisiae@YPL273W	augustus_masked-abe-_s12-processed-gene-5.133-mRNA-1_1 gene=augustus_masked-abe-_s12-processed-gene-5.133 CDS=1-1014	gene=augustus_masked-abe-_s12-processed-gene-5.133 CDS=1-1014	Metschnikowia_aberdeeniae
1	Metschnikowia_aberdeeniae@Seq_2	68_1	OG2656	Saccharomyces_cerevisiae@YKR014C	augustus_masked-abe-_s12-processed-gene-7.119-mRNA-1_1 gene=augustus_masked-abe-_s12-processed-gene-7.119 CDS=1-636	gene=augustus_masked-abe-_s12-processed-gene-7.119 CDS=1-636	Metschnikowia_aberdeeniae
2	Metschnikowia_aberdeeniae@Seq_3	68_2	OG37871	Metschnikowia_shivogae@Seq_4054	augustus_masked-abe-_s35-processed-gene-0.0-mRNA-1_1 gene=augustus_masked-abe-_s35-processed-gene-0.0 CDS=1-1821	gene=augustus_masked-abe-_s35-processed-gene-0.0 CDS=1-1821	Metschnikowia_aberdeeniae
3	Metschnikowia_aberdeeniae@Seq_4	68_3	OG3394	Saccharomyces_cerevisiae@YMR289W	augustus_masked-abe-_s34-processed-gene-1.28-mRNA-1_1 gene=augustus_masked-abe-_s34-processed-gene-1.28 CDS=1-810	gene=augustus_masked-abe-_s34-processed-gene-1.28 CDS=1-810	Metschnikowia_aberdeeniae
4	Metschnikowia_aberdeeniae@Seq_5	68_4	OG2418	Saccharomyces_cerevisiae@YGR252W	augustus_masked-abe-_s75-processed-gene-0.33-mRNA-1_1 gene=augustus_masked-abe-_s75-processed-gene-0.33 CDS=1-1491	gene=augustus_masked-abe-_s75-processed-gene-0.33 CDS=1-1491	Metschnikowia_aberdeeniae
5	Metschnikowia_aberdeeniae@Seq_6	68_5	OG6347	Meyerozyma_guilliermondii@Seq_1324	augustus_masked-abe-_s13-processed-gene-11.123-mRNA-1_1 gene=augustus_masked-abe-_s13-processed-gene-11.123 CDS=1-1224	gene=augustus_masked-abe-_s13-processed-gene-11.123 CDS=1-1224	Metschnikowia_aberdeeniae
6	Metschnikowia_aberdeeniae@Seq_7	68_6	OG5987	yHMPu5000035667_Kurtzmaniella_cleridarum@Seq_689	augustus_masked-abe-_s13-processed-gene-11.160-mRNA-1_1 gene=augustus_masked-abe-_s13-processed-gene-11.160 CDS=1-2181	gene=augustus_masked-abe-_s13-processed-gene-11.160 CDS=1-2181	Metschnikowia_aberdeeniae
7	Metschnikowia_aberdeeniae@Seq_8	68_7	OG2941	Saccharomyces_cerevisiae@YDR330W	augustus_masked-abe-_s13-processed-gene-1.164-mRNA-1_1 gene=augustus_masked-abe-_s13-processed-gene-1.164 CDS=1-1395	gene=augustus_masked-abe-_s13-processed-gene-1.164 CDS=1-1395	Metschnikowia_aberdeeniae
8	Metschnikowia_aberdeeniae@Seq_9	68_8	OG1598	Saccharomyces_cerevisiae@YGL173C	snap_masked-abe-_s12-processed-gene-7.175-mRNA-1_1 gene=snap_masked-abe-_s12-processed-gene-7.175 CDS=1-4350	gene=snap_masked-abe-_s12-processed-gene-7.175 CDS=1-4350	Metschnikowia_aberdeeniae
9	Metschnikowia_aberdeeniae@Seq_10	68_9	OG5279	Metschnikowia_santaceciliae@Seq_2039	augustus_masked-abe-_s7-processed-gene-7.39-mRNA-1_1 gene=augustus_masked-abe-_s7-processed-gene-7.39 CDS=1-768	gene=augustus_masked-abe-_s7-processed-gene-7.39 CDS=1-768	Metschnikowia_aberdeeniae
10	Metschnikowia_aberdeeniae@Seq_11	68_10	OG4304	Metschnikowia_hibisci@Seq_3231	snap_masked-abe-_s7-processed-gene-11.52-mRNA-1_1 gene=snap_masked-abe-_s7-processed-gene-11.52 CDS=1-1746	gene=snap_masked-abe-_s7-processed-gene-11.52 CDS=1-1746	Metschnikowia_aberdeeniae
11	Metschnikowia_aberdeeniae@Seq_12	68_11	OG6087	Meyerozyma_guilliermondii@Seq_4527	augustus_masked-abe-_s4-processed-gene-1.143-mRNA-1_1 gene=augustus_masked-abe-_s4-processed-gene-1.143 CDS=1-3003	gene=augustus_masked-abe-_s4-processed-gene-1.143 CDS=1-3003	Metschnikowia_aberdeeniae
12	Metschnikowia_aberdeeniae@Seq_13	68_12	OG5399	Metschnikowia_continentalis@Seq_4984	snap_masked-abe-_s7-processed-gene-6.71-mRNA-1_1 gene=snap_masked-abe-_s7-processed-gene-6.71 CDS=1-1002	gene=snap_masked-abe-_s7-processed-gene-6.71 CDS=1-1002	Metschnikowia_aberdeeniae
13	Metschnikowia_aberdeeniae@Seq_14	68_13	OG3226	Saccharomyces_cerevisiae@YPL031C	augustus_masked-abe-_s2-processed-gene-7.114-mRNA-1_1 gene=augustus_masked-abe-_s2-processed-gene-7.114 CDS=1-966	gene=augustus_masked-abe-_s2-processed-gene-7.114 CDS=1-966	Metschnikowia_aberdeeniae
14	Metschnikowia_aberdeeniae@Seq_15	68_14	OG4773	yHMPu5000035046_Barnettozyma_populi@Seq_5228	augustus_masked-abe-_s75-processed-gene-3.141-mRNA-1_1 gene=augustus_masked-abe-_s75-processed-gene-3.141 CDS=1-1704	gene=augustus_masked-abe-_s75-processed-gene-3.141 CDS=1-1704	Metschnikowia_aberdeeniae
15	Metschnikowia_aberdeeniae@Seq_16	68_15	OG2655	Saccharomyces_cerevisiae@YOR202W	augustus_masked-abe-_s12-processed-gene-7.139-mRNA-1_1 gene=augustus_masked-abe-_s12-processed-gene-7.139 CDS=1-657	gene=augustus_masked-abe-_s12-processed-gene-7.139 CDS=1-657	Metschnikowia_aberdeeniae
16	Metschnikowia_aberdeeniae@Seq_17	68_16	OG3907	Saccharomyces_cerevisiae@YGL038C	maker-abe-_s17-augustus-gene-0.40-mRNA-1_1 gene=maker-abe-_s17-augustus-gene-0.40 CDS=1-1737	gene=maker-abe-_s17-augustus-gene-0.40 CDS=1-1737	Metschnikowia_aberdeeniae
17	Metschnikowia_aberdeeniae@Seq_18	68_17	OG2201	Saccharomyces_cerevisiae@YKL099C	augustus_masked-abe-_s12-processed-gene-7.122-mRNA-1_1 gene=augustus_masked-abe-_s12-processed-gene-7.122 CDS=1-738	gene=augustus_masked-abe-_s12-processed-gene-7.122 CDS=1-738	Metschnikowia_aberdeeniae
18	Metschnikowia_aberdeeniae@Seq_19	68_18	OG5726	yHMPu5000035022_Candida_emberorum@Seq_3980	augustus_masked-abe-_s75-processed-gene-3.125-mRNA-1_1 gene=augustus_masked-abe-_s75-processed-gene-3.125 CDS=1-1152	gene=augustus_masked-abe-_s75-processed-gene-3.125 CDS=1-1152	Metschnikowia_aberdeeniae
19	Metschnikowia_aberdeeniae@Seq_20	68_19	OG4461	Saccharomyces_cerevisiae@YOR166C	genemark-abe-_s34-processed-gene-0.95-mRNA-1_1 gene=genemark-abe-_s34-processed-gene-0.95 CDS=1-885	gene=genemark-abe-_s34-processed-gene-0.95 CDS=1-885	Metschnikowia_aberdeeniae
20	Metschnikowia_aberdeeniae@Seq_21	68_20	OG3373	Saccharomyces_cerevisiae@YLR421C	snap_masked-abe-_s2-processed-gene-6.102-mRNA-1_1 gene=snap_masked-abe-_s2-processed-gene-6.102 CDS=1-834	gene=snap_masked-abe-_s2-processed-gene-6.102 CDS=1-834	Metschnikowia_aberdeeniae
21	Metschnikowia_aberdeeniae@Seq_22	68_21	OG1114	Saccharomyces_cerevisiae@YLR454W	augustus_masked-abe-_s7-processed-gene-10.6-mRNA-1_1 gene=augustus_masked-abe-_s7-processed-gene-10.6 CDS=1-7578	gene=augustus_masked-abe-_s7-processed-gene-10.6 CDS=1-7578	Metschnikowia_aberdeeniae
22	Metschnikowia_aberdeeniae@Seq_23	68_22	OG4053	Saccharomyces_cerevisiae@YFR027W	augustus_masked-abe-_s13-processed-gene-1.154-mRNA-1_1 gene=augustus_masked-abe-_s13-processed-gene-1.154 CDS=1-708	gene=augustus_masked-abe-_s13-processed-gene-1.154 CDS=1-708	Metschnikowia_aberdeeniae
