	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035011_Candida_pyralidae@Seq_1	259_0	OG5804	Metschnikowia_matae_maris@Seq_3227	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.47-mRNA-1_1 gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.47 CDS=1-2364	gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.47 CDS=1-2364	yHMPu5000035011_Candida_pyralidae
1	yHMPu5000035011_Candida_pyralidae@Seq_2	259_1	OG1812	Saccharomyces_cerevisiae@YPR173C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.112-mRNA-1_1 gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.112 CDS=1-1302	gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.112 CDS=1-1302	yHMPu5000035011_Candida_pyralidae
2	yHMPu5000035011_Candida_pyralidae@Seq_3	259_2	OG93440	yHMPu5000035011_Candida_pyralidae@Seq_3	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-3.51-mRNA-1_1 gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-3.51 CDS=1-180	gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-3.51 CDS=1-180	yHMPu5000035011_Candida_pyralidae
3	yHMPu5000035011_Candida_pyralidae@Seq_4	259_3	OG4982	Lachancea_thermotolerans@Seq_2635	augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.18-mRNA-1_1 gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.18 CDS=1-1923	gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.18 CDS=1-1923	yHMPu5000035011_Candida_pyralidae
4	yHMPu5000035011_Candida_pyralidae@Seq_5	259_4	OG1080	Saccharomyces_cerevisiae@YDL124W	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-2.68-mRNA-1_1 gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-2.68 CDS=1-897	gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-2.68 CDS=1-897	yHMPu5000035011_Candida_pyralidae
5	yHMPu5000035011_Candida_pyralidae@Seq_6	259_5	OG2794	Saccharomyces_cerevisiae@YKL152C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-10.54-mRNA-1_1 gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-10.54 CDS=1-744	gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-10.54 CDS=1-744	yHMPu5000035011_Candida_pyralidae
6	yHMPu5000035011_Candida_pyralidae@Seq_7	259_6	OG5396	Nakazawaea_peltata@Seq_2338	augustus_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.121-mRNA-1_1 gene=augustus_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.121 CDS=1-1848	gene=augustus_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.121 CDS=1-1848	yHMPu5000035011_Candida_pyralidae
7	yHMPu5000035011_Candida_pyralidae@Seq_8	259_7	OG29520	yHMPu5000035011_Candida_pyralidae@Seq_8	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-0.69-mRNA-1_1 gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-0.69 CDS=1-195	gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-0.69 CDS=1-195	yHMPu5000035011_Candida_pyralidae
8	yHMPu5000035011_Candida_pyralidae@Seq_9	259_8	OG1998	Saccharomyces_cerevisiae@YDR188W	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-3.29-mRNA-1_1 gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-3.29 CDS=1-1671	gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-3.29 CDS=1-1671	yHMPu5000035011_Candida_pyralidae
9	yHMPu5000035011_Candida_pyralidae@Seq_10	259_9	OG5287	Ambrosiozyma_monospora@Seq_6081	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-3.6-mRNA-1_1 gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-3.6 CDS=1-1530	gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-3.6 CDS=1-1530	yHMPu5000035011_Candida_pyralidae
10	yHMPu5000035011_Candida_pyralidae@Seq_11	259_10	OG4386	yHMPu5000035675_Kregervanrija_fluxuum@Seq_3206	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.101-mRNA-1_1 gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.101 CDS=1-3222	gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.101 CDS=1-3222	yHMPu5000035011_Candida_pyralidae
11	yHMPu5000035011_Candida_pyralidae@Seq_12	259_11	OG29505	Candida_tanzawaensis@Seq_2807	snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.255-mRNA-1_1 gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.255 CDS=1-5397	gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.255 CDS=1-5397	yHMPu5000035011_Candida_pyralidae
12	yHMPu5000035011_Candida_pyralidae@Seq_13	259_12	OG4648	Candida_versatilis@Seq_5346	snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-0.63-mRNA-1_1 gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-0.63 CDS=1-1221	gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-0.63 CDS=1-1221	yHMPu5000035011_Candida_pyralidae
13	yHMPu5000035011_Candida_pyralidae@Seq_14	259_13	OG7972	Metschnikowia_matae_maris@Seq_2696	augustus_masked-NODE_22_length_63329_cov_58.5196_ID_43-processed-gene-0.47-mRNA-1_1 gene=augustus_masked-NODE_22_length_63329_cov_58.5196_ID_43-processed-gene-0.47 CDS=1-558	gene=augustus_masked-NODE_22_length_63329_cov_58.5196_ID_43-processed-gene-0.47 CDS=1-558	yHMPu5000035011_Candida_pyralidae
14	yHMPu5000035011_Candida_pyralidae@Seq_15	259_14	OG1483	Saccharomyces_cerevisiae@YHL007C	snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-0.49-mRNA-1_1 gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-0.49 CDS=1-3507	gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-0.49 CDS=1-3507	yHMPu5000035011_Candida_pyralidae
