	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_1	318_0	OG3321	Saccharomyces_cerevisiae@YPR168W	augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.172-mRNA-1_1 gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.172 CDS=1-429	gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.172 CDS=1-429	yHMPu5000035687_Cyberlindnera_suaveolens
1	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_2	318_1	OG26646	yHMPu5000034673_Blastobotrys_nivea@Seq_2439	augustus_masked-NODE_313_length_515_cov_53.269_ID_25888-processed-gene-0.0-mRNA-1_1 gene=augustus_masked-NODE_313_length_515_cov_53.269_ID_25888-processed-gene-0.0 CDS=1-456	gene=augustus_masked-NODE_313_length_515_cov_53.269_ID_25888-processed-gene-0.0 CDS=1-456	yHMPu5000035687_Cyberlindnera_suaveolens
2	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_3	318_2	OG24507	yHMPu5000035686_Cyberlindnera_saturnus@Seq_1070	augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.31-mRNA-1_1 gene=augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.31 CDS=1-2409	gene=augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.31 CDS=1-2409	yHMPu5000035687_Cyberlindnera_suaveolens
3	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_4	318_3	OG3279	Lipomyces_starkeyi@Seq_8757	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.135-mRNA-1_1 gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.135 CDS=1-1278	gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.135 CDS=1-1278	yHMPu5000035687_Cyberlindnera_suaveolens
4	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_5	318_4	OG1278	Saccharomyces_cerevisiae@YIR006C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.20-mRNA-1_1 gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.20 CDS=1-3261	gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.20 CDS=1-3261	yHMPu5000035687_Cyberlindnera_suaveolens
5	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_6	318_5	OG2505	Saccharomyces_cerevisiae@YOR349W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.77-mRNA-1_1 gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.77 CDS=1-2994	gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.77 CDS=1-2994	yHMPu5000035687_Cyberlindnera_suaveolens
6	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_7	318_6	OG1083	Saccharomyces_cerevisiae@YKR093W	genemark-NODE_81_length_44004_cov_15.8066_ID_28087-processed-gene-0.49-mRNA-1_1 gene=genemark-NODE_81_length_44004_cov_15.8066_ID_28087-processed-gene-0.49 CDS=1-1869	gene=genemark-NODE_81_length_44004_cov_15.8066_ID_28087-processed-gene-0.49 CDS=1-1869	yHMPu5000035687_Cyberlindnera_suaveolens
7	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_8	318_7	OG2190	Saccharomyces_cerevisiae@YDR531W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.247-mRNA-1_1 gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.247 CDS=1-1317	gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.247 CDS=1-1317	yHMPu5000035687_Cyberlindnera_suaveolens
8	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_9	318_8	OG1211	Saccharomyces_cerevisiae@YNR018W	augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.85-mRNA-1_1 gene=augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.85 CDS=1-645	gene=augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.85 CDS=1-645	yHMPu5000035687_Cyberlindnera_suaveolens
9	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_10	318_9	OG2975	Saccharomyces_cerevisiae@YMR240C	augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.24-mRNA-1_1 gene=augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.24 CDS=1-1488	gene=augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.24 CDS=1-1488	yHMPu5000035687_Cyberlindnera_suaveolens
