	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034932_Kuraishia_ogatae@Seq_1	240_0	OG2093	Saccharomyces_cerevisiae@YML102W	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-0.46-mRNA-1_1 gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-0.46 CDS=1-2595	gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-0.46 CDS=1-2595	yHMPu5000034932_Kuraishia_ogatae
1	yHMPu5000034932_Kuraishia_ogatae@Seq_2	240_1	OG2226	Saccharomyces_cerevisiae@YHR005C	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.92-mRNA-1_1 gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.92 CDS=1-1317	gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.92 CDS=1-1317	yHMPu5000034932_Kuraishia_ogatae
2	yHMPu5000034932_Kuraishia_ogatae@Seq_3	240_2	OG5209	Hyphopichia_burtonii@Seq_2205	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.57-mRNA-1_1 gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.57 CDS=1-1134	gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.57 CDS=1-1134	yHMPu5000034932_Kuraishia_ogatae
3	yHMPu5000034932_Kuraishia_ogatae@Seq_4	240_3	OG1770	Saccharomyces_cerevisiae@YAL035W	genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.83-mRNA-1_1 gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.83 CDS=1-3135	gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.83 CDS=1-3135	yHMPu5000034932_Kuraishia_ogatae
4	yHMPu5000034932_Kuraishia_ogatae@Seq_5	240_4	OG3558	Saccharomyces_cerevisiae@YKL156W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.23-mRNA-1_1 gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.23 CDS=1-246	gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.23 CDS=1-246	yHMPu5000034932_Kuraishia_ogatae
5	yHMPu5000034932_Kuraishia_ogatae@Seq_6	240_5	OG5323	Metschnikowia_santaceciliae@Seq_1206	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.96-mRNA-1_1 gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.96 CDS=1-804	gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.96 CDS=1-804	yHMPu5000034932_Kuraishia_ogatae
6	yHMPu5000034932_Kuraishia_ogatae@Seq_7	240_6	OG191712	yHMPu5000034932_Kuraishia_ogatae@Seq_7	augustus_masked-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-2.107-mRNA-1_1 gene=augustus_masked-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-2.107 CDS=1-1971	gene=augustus_masked-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-2.107 CDS=1-1971	yHMPu5000034932_Kuraishia_ogatae
7	yHMPu5000034932_Kuraishia_ogatae@Seq_8	240_7	OG1103	Saccharomyces_cerevisiae@YMR170C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-4.4-mRNA-1_1 gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-4.4 CDS=1-1491	gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-4.4 CDS=1-1491	yHMPu5000034932_Kuraishia_ogatae
8	yHMPu5000034932_Kuraishia_ogatae@Seq_9	240_8	OG2485	Saccharomyces_cerevisiae@YJL001W	genemark-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.28-mRNA-1_1 gene=genemark-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.28 CDS=1-645	gene=genemark-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.28 CDS=1-645	yHMPu5000034932_Kuraishia_ogatae
9	yHMPu5000034932_Kuraishia_ogatae@Seq_10	240_9	OG4536	yHMPu5000035671_Phaffomyces_antillensis@Seq_3997	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.129-mRNA-1_1 gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.129 CDS=1-1650	gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.129 CDS=1-1650	yHMPu5000034932_Kuraishia_ogatae
