	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Saccharomycopsis_malanga@Seq_1	116_0	OG2805	Saccharomyces_cerevisiae@YKR029C	-processed-gene-13.87-mRNA-1_1 gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-13.87 CDS=1-2703	gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-13.87 CDS=1-2703	Saccharomycopsis_malanga
1	Saccharomycopsis_malanga@Seq_2	116_1	OG3007	Saccharomyces_cerevisiae@YFL034C-B	-processed-gene-0.47-mRNA-1_1 gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-0.47 CDS=1-996	gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-0.47 CDS=1-996	Saccharomycopsis_malanga
2	Saccharomycopsis_malanga@Seq_3	116_2	OG2794	Saccharomyces_cerevisiae@YKL152C	-processed-gene-6.64-mRNA-1_1 gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-6.64 CDS=1-750	gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-6.64 CDS=1-750	Saccharomycopsis_malanga
3	Saccharomycopsis_malanga@Seq_4	116_3	OG220246	Saccharomycopsis_malanga@Seq_4	-processed-gene-8.63-mRNA-1_1 gene=snap_masked-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-8.63 CDS=1-519	gene=snap_masked-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-8.63 CDS=1-519	Saccharomycopsis_malanga
4	Saccharomycopsis_malanga@Seq_5	116_4	OG1387	Saccharomyces_cerevisiae@YML034W	-augustus-gene-1.46-mRNA-1_1 gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-1.46 CDS=1-2817	gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-1.46 CDS=1-2817	Saccharomycopsis_malanga
5	Saccharomycopsis_malanga@Seq_6	116_5	OG3442	Saccharomyces_cerevisiae@YDL045W-A	-processed-gene-3.2-mRNA-1_1 gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-3.2 CDS=1-273	gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-3.2 CDS=1-273	Saccharomycopsis_malanga
6	Saccharomycopsis_malanga@Seq_7	116_6	OG159083	Saccharomycopsis_malanga@Seq_7	-processed-gene-9.109-mRNA-1_1 gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-9.109 CDS=1-1185	gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-9.109 CDS=1-1185	Saccharomycopsis_malanga
7	Saccharomycopsis_malanga@Seq_8	116_7	OG3693	Saccharomyces_cerevisiae@YMR091C	-processed-gene-23.0-mRNA-1_1 gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-23.0 CDS=1-1707	gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-23.0 CDS=1-1707	Saccharomycopsis_malanga
8	Saccharomycopsis_malanga@Seq_9	116_8	OG1549	Saccharomyces_cerevisiae@YHR098C	-processed-gene-2.48-mRNA-1_1 gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-2.48 CDS=1-2814	gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-2.48 CDS=1-2814	Saccharomycopsis_malanga
9	Saccharomycopsis_malanga@Seq_10	116_9	OG200964	Saccharomycopsis_malanga@Seq_10	-snap-gene-0.5-mRNA-1_1 gene=maker-gi|1002316413|dbj|BCGJ01000005.1|-snap-gene-0.5 CDS=1-2985	gene=maker-gi|1002316413|dbj|BCGJ01000005.1|-snap-gene-0.5 CDS=1-2985	Saccharomycopsis_malanga
10	Saccharomycopsis_malanga@Seq_11	116_10	OG4698	Saccharomyces_cerevisiae@YHL019C	-snap-gene-4.64-mRNA-1_1 gene=maker-gi|1002316411|dbj|BCGJ01000007.1|-snap-gene-4.64 CDS=1-1581	gene=maker-gi|1002316411|dbj|BCGJ01000007.1|-snap-gene-4.64 CDS=1-1581	Saccharomycopsis_malanga
11	Saccharomycopsis_malanga@Seq_12	116_11	OG3186	Saccharomyces_cerevisiae@YCR028C-A	-processed-gene-2.73-mRNA-1_1 gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-2.73 CDS=1-390	gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-2.73 CDS=1-390	Saccharomycopsis_malanga
12	Saccharomycopsis_malanga@Seq_13	116_12	OG1943	Saccharomyces_cerevisiae@YOL058W	-processed-gene-0.62-mRNA-1_1 gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-0.62 CDS=1-1269	gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-0.62 CDS=1-1269	Saccharomycopsis_malanga
13	Saccharomycopsis_malanga@Seq_14	116_13	OG17333	yHMPu5000034742_Lipomyces_suomiensis@Seq_2579	-processed-gene-3.18-mRNA-1_1 gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-3.18 CDS=1-663	gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-3.18 CDS=1-663	Saccharomycopsis_malanga
14	Saccharomycopsis_malanga@Seq_15	116_14	OG2890	Saccharomyces_cerevisiae@YOR257W	-processed-gene-10.43-mRNA-1_1 gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-10.43 CDS=1-558	gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-10.43 CDS=1-558	Saccharomycopsis_malanga
15	Saccharomycopsis_malanga@Seq_16	116_15	OG5062	yHMPu5000034611_Saturnispora_mendoncae@Seq_1116	-processed-gene-25.21-mRNA-1_1 gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.21 CDS=1-1407	gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.21 CDS=1-1407	Saccharomycopsis_malanga
16	Saccharomycopsis_malanga@Seq_17	116_16	OG4002	Saccharomyces_cerevisiae@YHL013C	-processed-gene-6.43-mRNA-1_1 gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.43 CDS=1-894	gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.43 CDS=1-894	Saccharomycopsis_malanga
17	Saccharomycopsis_malanga@Seq_18	116_17	OG227409	Saccharomycopsis_malanga@Seq_18	-processed-gene-1.8-mRNA-1_1 gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-1.8 CDS=1-216	gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-1.8 CDS=1-216	Saccharomycopsis_malanga
18	Saccharomycopsis_malanga@Seq_19	116_18	OG4570	Saccharomyces_cerevisiae@YEL004W	-processed-gene-3.71-mRNA-1_1 gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-3.71 CDS=1-1041	gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-3.71 CDS=1-1041	Saccharomycopsis_malanga
19	Saccharomycopsis_malanga@Seq_20	116_19	OG4569	yHMPu5000041833_Candida_tammaniensis@Seq_2406	-processed-gene-6.41-mRNA-1_1 gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.41 CDS=1-534	gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.41 CDS=1-534	Saccharomycopsis_malanga
20	Saccharomycopsis_malanga@Seq_21	116_20	OG2597	Saccharomyces_cerevisiae@YDL116W	-processed-gene-3.154-mRNA-1_1 gene=augustus_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-3.154 CDS=1-2475	gene=augustus_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-3.154 CDS=1-2475	Saccharomycopsis_malanga
21	Saccharomycopsis_malanga@Seq_22	116_21	OG194419	Saccharomycopsis_malanga@Seq_22	-processed-gene-7.80-mRNA-1_1 gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.80 CDS=1-1290	gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.80 CDS=1-1290	Saccharomycopsis_malanga
22	Saccharomycopsis_malanga@Seq_23	116_22	OG5411	Saccharomyces_cerevisiae@YLR387C	-processed-gene-4.35-mRNA-1_1 gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-4.35 CDS=1-1323	gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-4.35 CDS=1-1323	Saccharomycopsis_malanga
23	Saccharomycopsis_malanga@Seq_24	116_23	OG4957	Metschnikowia_lockheadii@Seq_4911	-processed-gene-28.39-mRNA-1_1 gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-28.39 CDS=1-3312	gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-28.39 CDS=1-3312	Saccharomycopsis_malanga
24	Saccharomycopsis_malanga@Seq_25	116_24	OG207566	Saccharomycopsis_malanga@Seq_25	-processed-gene-11.42-mRNA-1_1 gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-11.42 CDS=1-756	gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-11.42 CDS=1-756	Saccharomycopsis_malanga
25	Saccharomycopsis_malanga@Seq_26	116_25	OG1615	Saccharomyces_cerevisiae@YDR297W	-processed-gene-4.36-mRNA-1_1 gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-4.36 CDS=1-978	gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-4.36 CDS=1-978	Saccharomycopsis_malanga
26	Saccharomycopsis_malanga@Seq_27	116_26	OG4647	yHMPu5000034631_Martiniozyma_abiesophila@Seq_4259	-processed-gene-6.4-mRNA-1_1 gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.4 CDS=1-1662	gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.4 CDS=1-1662	Saccharomycopsis_malanga
27	Saccharomycopsis_malanga@Seq_28	116_27	OG41994	yHMPu5000034607_Saccharomycopsis_capsularis@Seq_216	-processed-gene-14.105-mRNA-1_1 gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-14.105 CDS=1-1410	gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-14.105 CDS=1-1410	Saccharomycopsis_malanga
28	Saccharomycopsis_malanga@Seq_29	116_28	OG1511	Saccharomyces_cerevisiae@YIL129C	-processed-gene-8.1-mRNA-1_1 gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-8.1 CDS=1-7518	gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-8.1 CDS=1-7518	Saccharomycopsis_malanga
29	Saccharomycopsis_malanga@Seq_30	116_29	OG1378	Saccharomyces_cerevisiae@YEL054C	-processed-gene-6.157-mRNA-1_1 gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.157 CDS=1-495	gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.157 CDS=1-495	Saccharomycopsis_malanga
