	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034622_Pichia_occidentalis@Seq_1	180_0	OG11225	yHMPu5000034622_Pichia_occidentalis@Seq_3823	augustus_masked-NODE_160_length_1522_cov_90.8829_ID_319-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-NODE_160_length_1522_cov_90.8829_ID_319-processed-gene-0.1 CDS=1-1518	gene=augustus_masked-NODE_160_length_1522_cov_90.8829_ID_319-processed-gene-0.1 CDS=1-1518	yHMPu5000034622_Pichia_occidentalis
1	yHMPu5000034622_Pichia_occidentalis@Seq_2	180_1	OG1282	Saccharomyces_cerevisiae@YNR026C	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.22-mRNA-1_1 gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.22 CDS=1-2619	gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.22 CDS=1-2619	yHMPu5000034622_Pichia_occidentalis
2	yHMPu5000034622_Pichia_occidentalis@Seq_3	180_2	OG1048	Saccharomyces_cerevisiae@YDL210W	snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-1.164-mRNA-1_1 gene=snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-1.164 CDS=1-1668	gene=snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-1.164 CDS=1-1668	yHMPu5000034622_Pichia_occidentalis
3	yHMPu5000034622_Pichia_occidentalis@Seq_4	180_3	OG4211	Saccharomyces_cerevisiae@YGR127W	augustus_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.89-mRNA-1_1 gene=augustus_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.89 CDS=1-849	gene=augustus_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.89 CDS=1-849	yHMPu5000034622_Pichia_occidentalis
4	yHMPu5000034622_Pichia_occidentalis@Seq_5	180_4	OG2637	Saccharomyces_cerevisiae@YAR035W	snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.14-mRNA-1_1 gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.14 CDS=1-2112	gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.14 CDS=1-2112	yHMPu5000034622_Pichia_occidentalis
5	yHMPu5000034622_Pichia_occidentalis@Seq_6	180_5	OG4589	Saccharomyces_cerevisiae@YDR075W	genemark-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.126-mRNA-1_1 gene=genemark-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.126 CDS=1-1014	gene=genemark-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.126 CDS=1-1014	yHMPu5000034622_Pichia_occidentalis
6	yHMPu5000034622_Pichia_occidentalis@Seq_7	180_6	OG2454	Saccharomyces_cerevisiae@YKL017C	maker-NODE_15_length_212988_cov_14.2066_ID_29-augustus-gene-0.3-mRNA-1_1 gene=maker-NODE_15_length_212988_cov_14.2066_ID_29-augustus-gene-0.3 CDS=1-3189	gene=maker-NODE_15_length_212988_cov_14.2066_ID_29-augustus-gene-0.3 CDS=1-3189	yHMPu5000034622_Pichia_occidentalis
7	yHMPu5000034622_Pichia_occidentalis@Seq_8	180_7	OG163397	yHMPu5000034622_Pichia_occidentalis@Seq_8	snap_masked-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.10-mRNA-1_1 gene=snap_masked-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.10 CDS=1-339	gene=snap_masked-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.10 CDS=1-339	yHMPu5000034622_Pichia_occidentalis
8	yHMPu5000034622_Pichia_occidentalis@Seq_9	180_8	OG8929	Candida_boidinii_JCM9604@Seq_3833	genemark-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.101-mRNA-1_1 gene=genemark-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.101 CDS=1-2313	gene=genemark-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.101 CDS=1-2313	yHMPu5000034622_Pichia_occidentalis
9	yHMPu5000034622_Pichia_occidentalis@Seq_10	180_9	OG5069	Komagataella_pastoris@Seq_2530	snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.185-mRNA-1_1 gene=snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.185 CDS=1-2427	gene=snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.185 CDS=1-2427	yHMPu5000034622_Pichia_occidentalis
