	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034875_Tetrapisispora_fleetii@Seq_1	220_0	OG23164	yHMPu5000034875_Tetrapisispora_fleetii@Seq_1	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.0-mRNA-1_1 gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.0 CDS=1-1884	gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.0 CDS=1-1884	yHMPu5000034875_Tetrapisispora_fleetii
1	yHMPu5000034875_Tetrapisispora_fleetii@Seq_2	220_1	OG1523	Saccharomyces_cerevisiae@YPL137C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.13-mRNA-1_1 gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.13 CDS=1-3915	gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.13 CDS=1-3915	yHMPu5000034875_Tetrapisispora_fleetii
2	yHMPu5000034875_Tetrapisispora_fleetii@Seq_3	220_2	OG2730	Saccharomyces_cerevisiae@YOR286W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.30-mRNA-1_1 gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.30 CDS=1-444	gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.30 CDS=1-444	yHMPu5000034875_Tetrapisispora_fleetii
3	yHMPu5000034875_Tetrapisispora_fleetii@Seq_4	220_3	OG26205	Tetrapisispora_phaffii@Seq_2691	snap_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-1.13-mRNA-1_1 gene=snap_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-1.13 CDS=1-1428	gene=snap_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-1.13 CDS=1-1428	yHMPu5000034875_Tetrapisispora_fleetii
4	yHMPu5000034875_Tetrapisispora_fleetii@Seq_5	220_4	OG2134	Saccharomyces_cerevisiae@YKL078W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.39-mRNA-1_1 gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.39 CDS=1-2178	gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.39 CDS=1-2178	yHMPu5000034875_Tetrapisispora_fleetii
5	yHMPu5000034875_Tetrapisispora_fleetii@Seq_6	220_5	OG4448	Saccharomyces_cerevisiae@YBR164C	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.32-mRNA-1_1 gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.32 CDS=1-549	gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.32 CDS=1-549	yHMPu5000034875_Tetrapisispora_fleetii
6	yHMPu5000034875_Tetrapisispora_fleetii@Seq_7	220_6	OG1010	Saccharomyces_cerevisiae@YPL171C	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-3.124-mRNA-1_1 gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-3.124 CDS=1-1200	gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-3.124 CDS=1-1200	yHMPu5000034875_Tetrapisispora_fleetii
7	yHMPu5000034875_Tetrapisispora_fleetii@Seq_8	220_7	OG1533	Saccharomyces_cerevisiae@YBL099W	augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.46-mRNA-1_1 gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.46 CDS=1-1635	gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.46 CDS=1-1635	yHMPu5000034875_Tetrapisispora_fleetii
8	yHMPu5000034875_Tetrapisispora_fleetii@Seq_9	220_8	OG123919	yHMPu5000034875_Tetrapisispora_fleetii@Seq_9	augustus_masked-NODE_521_length_363_cov_1.22441_ID_1041-processed-gene-0.0-mRNA-1_1 gene=augustus_masked-NODE_521_length_363_cov_1.22441_ID_1041-processed-gene-0.0 CDS=1-3	gene=augustus_masked-NODE_521_length_363_cov_1.22441_ID_1041-processed-gene-0.0 CDS=1-3	yHMPu5000034875_Tetrapisispora_fleetii
9	yHMPu5000034875_Tetrapisispora_fleetii@Seq_10	220_9	OG2238	Saccharomyces_cerevisiae@YIL116W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-5.81-mRNA-1_1 gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-5.81 CDS=1-1176	gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-5.81 CDS=1-1176	yHMPu5000034875_Tetrapisispora_fleetii
