	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Saccharomyces_paradoxus@Seq_1	114_0	OG1316	Saccharomyces_cerevisiae@YPL231W	genemark-Spar_16-processed-gene-1.100-mRNA-1_1 gene=genemark-Spar_16-processed-gene-1.100 CDS=1-6561	gene=genemark-Spar_16-processed-gene-1.100 CDS=1-6561	Saccharomyces_paradoxus
1	Saccharomyces_paradoxus@Seq_2	114_1	OG41590	Saccharomyces_cerevisiae@YNR014W	genemark-Spar_14-processed-gene-6.172-mRNA-1_1 gene=genemark-Spar_14-processed-gene-6.172 CDS=1-630	gene=genemark-Spar_14-processed-gene-6.172 CDS=1-630	Saccharomyces_paradoxus
2	Saccharomyces_paradoxus@Seq_3	114_2	OG1254	Saccharomyces_cerevisiae@YLR039C	augustus_masked-Spar_12-processed-gene-2.27-mRNA-1_1 gene=augustus_masked-Spar_12-processed-gene-2.27 CDS=1-4206	gene=augustus_masked-Spar_12-processed-gene-2.27 CDS=1-4206	Saccharomyces_paradoxus
3	Saccharomyces_paradoxus@Seq_4	114_3	OG5281	Saccharomyces_cerevisiae@YLR035C	genemark-Spar_12-processed-gene-2.127-mRNA-1_1 gene=genemark-Spar_12-processed-gene-2.127 CDS=1-2082	gene=genemark-Spar_12-processed-gene-2.127 CDS=1-2082	Saccharomyces_paradoxus
4	Saccharomyces_paradoxus@Seq_5	114_4	OG1147	Saccharomyces_cerevisiae@YBR008C	genemark-Spar_2-processed-gene-2.106-mRNA-1_1 gene=genemark-Spar_2-processed-gene-2.106 CDS=1-1644	gene=genemark-Spar_2-processed-gene-2.106 CDS=1-1644	Saccharomyces_paradoxus
5	Saccharomyces_paradoxus@Seq_6	114_5	OG5400	Saccharomyces_cerevisiae@YBR047W	genemark-Spar_2-processed-gene-3.71-mRNA-1_1 gene=genemark-Spar_2-processed-gene-3.71 CDS=1-525	gene=genemark-Spar_2-processed-gene-3.71 CDS=1-525	Saccharomyces_paradoxus
6	Saccharomyces_paradoxus@Seq_7	114_6	OG169982	Saccharomyces_paradoxus@Seq_7	snap_masked-Spar_4-processed-gene-14.56-mRNA-1_1 gene=snap_masked-Spar_4-processed-gene-14.56 CDS=1-309	gene=snap_masked-Spar_4-processed-gene-14.56 CDS=1-309	Saccharomyces_paradoxus
7	Saccharomyces_paradoxus@Seq_8	114_7	OG4567	Saccharomyces_cerevisiae@YGR213C	genemark-Spar_5-processed-gene-4.54-mRNA-1_1 gene=genemark-Spar_5-processed-gene-4.54 CDS=1-909	gene=genemark-Spar_5-processed-gene-4.54 CDS=1-909	Saccharomyces_paradoxus
8	Saccharomyces_paradoxus@Seq_9	114_8	OG4041	Saccharomyces_cerevisiae@YGL161C	genemark-Spar_7-processed-gene-2.55-mRNA-1_1 gene=genemark-Spar_7-processed-gene-2.55 CDS=1-927	gene=genemark-Spar_7-processed-gene-2.55 CDS=1-927	Saccharomyces_paradoxus
9	Saccharomyces_paradoxus@Seq_10	114_9	OG80147	Saccharomyces_paradoxus@Seq_10	maker-Spar_4-snap-gene-7.125-mRNA-1_1 gene=maker-Spar_4-snap-gene-7.125 CDS=1-207	gene=maker-Spar_4-snap-gene-7.125 CDS=1-207	Saccharomyces_paradoxus
