	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Lachancea_cidri@Seq_1	54_0	OG3867	yHMPu5000034862_Zygotorulaspora_florentina@Seq_1989	snap_masked-LACI0G-processed-gene-18.104-mRNA-1_1 gene=snap_masked-LACI0G-processed-gene-18.104 CDS=1-2925	gene=snap_masked-LACI0G-processed-gene-18.104 CDS=1-2925	Lachancea_cidri
1	Lachancea_cidri@Seq_2	54_1	OG4417	Saccharomyces_cerevisiae@YOR368W	snap_masked-LACI0G-processed-gene-15.79-mRNA-1_1 gene=snap_masked-LACI0G-processed-gene-15.79 CDS=1-1188	gene=snap_masked-LACI0G-processed-gene-15.79 CDS=1-1188	Lachancea_cidri
2	Lachancea_cidri@Seq_3	54_2	OG1962	Saccharomyces_cerevisiae@YPL104W	augustus_masked-LACI0G-processed-gene-11.30-mRNA-1_1 gene=augustus_masked-LACI0G-processed-gene-11.30 CDS=1-2856	gene=augustus_masked-LACI0G-processed-gene-11.30 CDS=1-2856	Lachancea_cidri
3	Lachancea_cidri@Seq_4	54_3	OG1424	Saccharomyces_cerevisiae@YCR012W	snap_masked-LACI0C-processed-gene-2.64-mRNA-1_1 gene=snap_masked-LACI0C-processed-gene-2.64 CDS=1-1248	gene=snap_masked-LACI0C-processed-gene-2.64 CDS=1-1248	Lachancea_cidri
4	Lachancea_cidri@Seq_5	54_4	OG3312	Saccharomyces_cerevisiae@YOL142W	snap_masked-LACI0F-processed-gene-0.14-mRNA-1_1 gene=snap_masked-LACI0F-processed-gene-0.14 CDS=1-708	gene=snap_masked-LACI0F-processed-gene-0.14 CDS=1-708	Lachancea_cidri
5	Lachancea_cidri@Seq_6	54_5	OG121298	Lachancea_cidri@Seq_6	snap_masked-LACI0F-processed-gene-0.26-mRNA-1_1 gene=snap_masked-LACI0F-processed-gene-0.26 CDS=1-216	gene=snap_masked-LACI0F-processed-gene-0.26 CDS=1-216	Lachancea_cidri
6	Lachancea_cidri@Seq_7	54_6	OG3664	Saccharomyces_cerevisiae@YCR063W	snap_masked-LACI0G-processed-gene-20.65-mRNA-1_1 gene=snap_masked-LACI0G-processed-gene-20.65 CDS=1-408	gene=snap_masked-LACI0G-processed-gene-20.65 CDS=1-408	Lachancea_cidri
7	Lachancea_cidri@Seq_8	54_7	OG2502	Saccharomyces_cerevisiae@YER126C	snap_masked-LACI0F-processed-gene-6.99-mRNA-1_1 gene=snap_masked-LACI0F-processed-gene-6.99 CDS=1-783	gene=snap_masked-LACI0F-processed-gene-6.99 CDS=1-783	Lachancea_cidri
8	Lachancea_cidri@Seq_9	54_8	OG174739	Lachancea_cidri@Seq_9	snap_masked-LACI0H-processed-gene-5.154-mRNA-1_1 gene=snap_masked-LACI0H-processed-gene-5.154 CDS=1-822	gene=snap_masked-LACI0H-processed-gene-5.154 CDS=1-822	Lachancea_cidri
9	Lachancea_cidri@Seq_10	54_9	OG3691	Saccharomyces_cerevisiae@YPL170W	snap_masked-LACI0G-processed-gene-5.142-mRNA-1_1 gene=snap_masked-LACI0G-processed-gene-5.142 CDS=1-453	gene=snap_masked-LACI0G-processed-gene-5.142 CDS=1-453	Lachancea_cidri
10	Lachancea_cidri@Seq_11	54_10	OG8198	Nakaseomyces_castellii@Seq_4134	snap_masked-LACI0D-processed-gene-8.45-mRNA-1_1 gene=snap_masked-LACI0D-processed-gene-8.45 CDS=1-2127	gene=snap_masked-LACI0D-processed-gene-8.45 CDS=1-2127	Lachancea_cidri
11	Lachancea_cidri@Seq_12	54_11	OG117927	Lachancea_cidri@Seq_12	snap_masked-LACI0G-processed-gene-8.152-mRNA-1_1 gene=snap_masked-LACI0G-processed-gene-8.152 CDS=1-318	gene=snap_masked-LACI0G-processed-gene-8.152 CDS=1-318	Lachancea_cidri
12	Lachancea_cidri@Seq_13	54_12	OG2030	Saccharomyces_cerevisiae@YNL248C	maker-LACI0E-augustus-gene-9.118-mRNA-1_1 gene=maker-LACI0E-augustus-gene-9.118 CDS=1-2823	gene=maker-LACI0E-augustus-gene-9.118 CDS=1-2823	Lachancea_cidri
13	Lachancea_cidri@Seq_14	54_13	OG3619	Saccharomyces_cerevisiae@YLR145W	snap_masked-LACI0H-processed-gene-9.66-mRNA-1_1 gene=snap_masked-LACI0H-processed-gene-9.66 CDS=1-597	gene=snap_masked-LACI0H-processed-gene-9.66 CDS=1-597	Lachancea_cidri
14	Lachancea_cidri@Seq_15	54_14	OG3302	Saccharomyces_cerevisiae@YHR143W-A	snap_masked-LACI0H-processed-gene-6.39-mRNA-1_1 gene=snap_masked-LACI0H-processed-gene-6.39 CDS=1-210	gene=snap_masked-LACI0H-processed-gene-6.39 CDS=1-210	Lachancea_cidri
15	Lachancea_cidri@Seq_16	54_15	OG2635	Saccharomyces_cerevisiae@YEL051W	snap_masked-LACI0C-processed-gene-5.69-mRNA-1_1 gene=snap_masked-LACI0C-processed-gene-5.69 CDS=1-810	gene=snap_masked-LACI0C-processed-gene-5.69 CDS=1-810	Lachancea_cidri
16	Lachancea_cidri@Seq_17	54_16	OG4003	Metschnikowia_similis@Seq_1499	snap_masked-LACI0H-processed-gene-12.67-mRNA-1_1 gene=snap_masked-LACI0H-processed-gene-12.67 CDS=1-435	gene=snap_masked-LACI0H-processed-gene-12.67 CDS=1-435	Lachancea_cidri
