	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Pichia_membranifaciens@Seq_1	107_0	OG3103	Saccharomyces_cerevisiae@YFR006W	augustus_masked-scaffold_1-processed-gene-3.23-mRNA-1_1 gene=augustus_masked-scaffold_1-processed-gene-3.23 CDS=1-1395	gene=augustus_masked-scaffold_1-processed-gene-3.23 CDS=1-1395	Pichia_membranifaciens
1	Pichia_membranifaciens@Seq_2	107_1	OG6052	yHMPu5000035658_Starmera_amethionina@Seq_353	snap_masked-scaffold_1-processed-gene-5.74-mRNA-1_1 gene=snap_masked-scaffold_1-processed-gene-5.74 CDS=1-1053	gene=snap_masked-scaffold_1-processed-gene-5.74 CDS=1-1053	Pichia_membranifaciens
2	Pichia_membranifaciens@Seq_3	107_2	OG7396	Dekkera_bruxellensis@Seq_2543	snap_masked-scaffold_1-processed-gene-18.4-mRNA-1_1 gene=snap_masked-scaffold_1-processed-gene-18.4 CDS=1-783	gene=snap_masked-scaffold_1-processed-gene-18.4 CDS=1-783	Pichia_membranifaciens
3	Pichia_membranifaciens@Seq_4	107_3	OG2995	Saccharomyces_cerevisiae@YHL031C	snap_masked-scaffold_1-processed-gene-5.40-mRNA-1_1 gene=snap_masked-scaffold_1-processed-gene-5.40 CDS=1-687	gene=snap_masked-scaffold_1-processed-gene-5.40 CDS=1-687	Pichia_membranifaciens
4	Pichia_membranifaciens@Seq_5	107_4	OG1352	Saccharomyces_cerevisiae@YOR161C	snap_masked-scaffold_7-processed-gene-3.168-mRNA-1_1 gene=snap_masked-scaffold_7-processed-gene-3.168 CDS=1-1629	gene=snap_masked-scaffold_7-processed-gene-3.168 CDS=1-1629	Pichia_membranifaciens
5	Pichia_membranifaciens@Seq_6	107_5	OG146610	Pichia_membranifaciens@Seq_6	snap_masked-scaffold_5-processed-gene-4.46-mRNA-1_1 gene=snap_masked-scaffold_5-processed-gene-4.46 CDS=1-522	gene=snap_masked-scaffold_5-processed-gene-4.46 CDS=1-522	Pichia_membranifaciens
6	Pichia_membranifaciens@Seq_7	107_6	OG1444	Saccharomyces_cerevisiae@YPR165W	snap_masked-scaffold_2-processed-gene-22.125-mRNA-1_1 gene=snap_masked-scaffold_2-processed-gene-22.125 CDS=1-600	gene=snap_masked-scaffold_2-processed-gene-22.125 CDS=1-600	Pichia_membranifaciens
7	Pichia_membranifaciens@Seq_8	107_7	OG1687	Saccharomyces_cerevisiae@YMR165C	maker-scaffold_4-snap-gene-10.82-mRNA-1_1 gene=maker-scaffold_4-snap-gene-10.82 CDS=1-4497	gene=maker-scaffold_4-snap-gene-10.82 CDS=1-4497	Pichia_membranifaciens
8	Pichia_membranifaciens@Seq_9	107_8	OG4035	Saccharomyces_cerevisiae@YGL050W	snap_masked-scaffold_7-processed-gene-0.13-mRNA-1_1 gene=snap_masked-scaffold_7-processed-gene-0.13 CDS=1-708	gene=snap_masked-scaffold_7-processed-gene-0.13 CDS=1-708	Pichia_membranifaciens
9	Pichia_membranifaciens@Seq_10	107_9	OG4202	Saccharomyces_cerevisiae@YGR053C	snap_masked-scaffold_5-processed-gene-13.98-mRNA-1_1 gene=snap_masked-scaffold_5-processed-gene-13.98 CDS=1-1140	gene=snap_masked-scaffold_5-processed-gene-13.98 CDS=1-1140	Pichia_membranifaciens
