	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035645_Yarrowia_divulgata@Seq_1	297_0	OG12153	yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_3135	snap_masked-flattened_line_97-processed-gene-0.14-mRNA-1_1 gene=snap_masked-flattened_line_97-processed-gene-0.14 CDS=1-939	gene=snap_masked-flattened_line_97-processed-gene-0.14 CDS=1-939	yHMPu5000035645_Yarrowia_divulgata
1	yHMPu5000035645_Yarrowia_divulgata@Seq_2	297_1	OG21698	Yarrowia_deformans@Seq_6280	augustus_masked-flattened_line_13-processed-gene-1.71-mRNA-1_1 gene=augustus_masked-flattened_line_13-processed-gene-1.71 CDS=1-1269	gene=augustus_masked-flattened_line_13-processed-gene-1.71 CDS=1-1269	yHMPu5000035645_Yarrowia_divulgata
2	yHMPu5000035645_Yarrowia_divulgata@Seq_3	297_2	OG3697	Saccharomyces_cerevisiae@YNL097C	snap_masked-flattened_line_2-processed-gene-1.21-mRNA-1_1 gene=snap_masked-flattened_line_2-processed-gene-1.21 CDS=1-1128	gene=snap_masked-flattened_line_2-processed-gene-1.21 CDS=1-1128	yHMPu5000035645_Yarrowia_divulgata
3	yHMPu5000035645_Yarrowia_divulgata@Seq_4	297_3	OG3509	Saccharomyces_cerevisiae@YFR047C	snap_masked-flattened_line_5-processed-gene-2.27-mRNA-1_1 gene=snap_masked-flattened_line_5-processed-gene-2.27 CDS=1-876	gene=snap_masked-flattened_line_5-processed-gene-2.27 CDS=1-876	yHMPu5000035645_Yarrowia_divulgata
4	yHMPu5000035645_Yarrowia_divulgata@Seq_5	297_4	OG1405	Saccharomyces_cerevisiae@YGR148C	genemark-flattened_line_27-processed-gene-0.26-mRNA-1_1 gene=genemark-flattened_line_27-processed-gene-0.26 CDS=1-465	gene=genemark-flattened_line_27-processed-gene-0.26 CDS=1-465	yHMPu5000035645_Yarrowia_divulgata
5	yHMPu5000035645_Yarrowia_divulgata@Seq_6	297_5	OG23697	yHMPu5000035643_Yarrowia_bubula@Seq_5408	augustus_masked-flattened_line_85-processed-gene-0.0-mRNA-1_1 gene=augustus_masked-flattened_line_85-processed-gene-0.0 CDS=1-291	gene=augustus_masked-flattened_line_85-processed-gene-0.0 CDS=1-291	yHMPu5000035645_Yarrowia_divulgata
6	yHMPu5000035645_Yarrowia_divulgata@Seq_7	297_6	OG5227	Debaryomyces_hansenii@Seq_88	snap_masked-flattened_line_51-processed-gene-0.24-mRNA-1_1 gene=snap_masked-flattened_line_51-processed-gene-0.24 CDS=1-2283	gene=snap_masked-flattened_line_51-processed-gene-0.24 CDS=1-2283	yHMPu5000035645_Yarrowia_divulgata
7	yHMPu5000035645_Yarrowia_divulgata@Seq_8	297_7	OG23692	Yarrowia_lipolytica@Seq_3097	snap_masked-flattened_line_53-processed-gene-1.76-mRNA-1_1 gene=snap_masked-flattened_line_53-processed-gene-1.76 CDS=1-3603	gene=snap_masked-flattened_line_53-processed-gene-1.76 CDS=1-3603	yHMPu5000035645_Yarrowia_divulgata
8	yHMPu5000035645_Yarrowia_divulgata@Seq_9	297_8	OG2117	Saccharomyces_cerevisiae@YBL088C	maker-flattened_line_85-snap-gene-0.155-mRNA-1_1 gene=maker-flattened_line_85-snap-gene-0.155 CDS=1-7008	gene=maker-flattened_line_85-snap-gene-0.155 CDS=1-7008	yHMPu5000035645_Yarrowia_divulgata
9	yHMPu5000035645_Yarrowia_divulgata@Seq_10	297_9	OG23631	yHMPu5000035645_Yarrowia_divulgata@Seq_10	snap_masked-flattened_line_0-processed-gene-0.5-mRNA-1_1 gene=snap_masked-flattened_line_0-processed-gene-0.5 CDS=1-546	gene=snap_masked-flattened_line_0-processed-gene-0.5 CDS=1-546	yHMPu5000035645_Yarrowia_divulgata
10	yHMPu5000035645_Yarrowia_divulgata@Seq_11	297_10	OG1444	Saccharomyces_cerevisiae@YPR165W	snap_masked-flattened_line_59-processed-gene-0.149-mRNA-1_1 gene=snap_masked-flattened_line_59-processed-gene-0.149 CDS=1-612	gene=snap_masked-flattened_line_59-processed-gene-0.149 CDS=1-612	yHMPu5000035645_Yarrowia_divulgata
11	yHMPu5000035645_Yarrowia_divulgata@Seq_12	297_11	OG3605	yHMPu5000034903_Ogataea_naganishii@Seq_538	snap_masked-flattened_line_23-processed-gene-0.19-mRNA-1_1 gene=snap_masked-flattened_line_23-processed-gene-0.19 CDS=1-978	gene=snap_masked-flattened_line_23-processed-gene-0.19 CDS=1-978	yHMPu5000035645_Yarrowia_divulgata
12	yHMPu5000035645_Yarrowia_divulgata@Seq_13	297_12	OG3993	Saccharomyces_cerevisiae@YDR100W	maker-flattened_line_344-snap-gene-0.27-mRNA-1_1 gene=maker-flattened_line_344-snap-gene-0.27 CDS=1-402	gene=maker-flattened_line_344-snap-gene-0.27 CDS=1-402	yHMPu5000035645_Yarrowia_divulgata
13	yHMPu5000035645_Yarrowia_divulgata@Seq_14	297_13	OG5175	Komagataella_pastoris@Seq_1332	augustus_masked-flattened_line_4-processed-gene-1.77-mRNA-1_1 gene=augustus_masked-flattened_line_4-processed-gene-1.77 CDS=1-630	gene=augustus_masked-flattened_line_4-processed-gene-1.77 CDS=1-630	yHMPu5000035645_Yarrowia_divulgata
