	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034627_Pichia_heedii@Seq_1	184_0	OG2043	Saccharomyces_cerevisiae@YNL026W	snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.260-mRNA-1_1 gene=snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.260 CDS=1-1527	gene=snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.260 CDS=1-1527	yHMPu5000034627_Pichia_heedii
1	yHMPu5000034627_Pichia_heedii@Seq_2	184_1	OG1200	Saccharomyces_cerevisiae@YJR049C	snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.24-mRNA-1_1 gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.24 CDS=1-1635	gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.24 CDS=1-1635	yHMPu5000034627_Pichia_heedii
2	yHMPu5000034627_Pichia_heedii@Seq_3	184_2	OG1284	Saccharomyces_cerevisiae@YPR132W	genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.104-mRNA-1_1 gene=genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.104 CDS=1-435	gene=genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.104 CDS=1-435	yHMPu5000034627_Pichia_heedii
3	yHMPu5000034627_Pichia_heedii@Seq_4	184_3	OG98932	yHMPu5000034627_Pichia_heedii@Seq_4	snap_masked-NODE_90_length_33024_cov_12.787_ID_179-processed-gene-0.32-mRNA-1_1 gene=snap_masked-NODE_90_length_33024_cov_12.787_ID_179-processed-gene-0.32 CDS=1-1254	gene=snap_masked-NODE_90_length_33024_cov_12.787_ID_179-processed-gene-0.32 CDS=1-1254	yHMPu5000034627_Pichia_heedii
4	yHMPu5000034627_Pichia_heedii@Seq_5	184_4	OG4033	Saccharomyces_cerevisiae@YJL042W	snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.15-mRNA-1_1 gene=snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.15 CDS=1-3852	gene=snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.15 CDS=1-3852	yHMPu5000034627_Pichia_heedii
5	yHMPu5000034627_Pichia_heedii@Seq_6	184_5	OG2108	Saccharomyces_cerevisiae@YFR004W	snap_masked-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.58-mRNA-1_1 gene=snap_masked-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.58 CDS=1-930	gene=snap_masked-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.58 CDS=1-930	yHMPu5000034627_Pichia_heedii
6	yHMPu5000034627_Pichia_heedii@Seq_7	184_6	OG8799	yHMPu5000035659_Saturnispora_dispora@Seq_102	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.190-mRNA-1_1 gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.190 CDS=1-825	gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.190 CDS=1-825	yHMPu5000034627_Pichia_heedii
7	yHMPu5000034627_Pichia_heedii@Seq_8	184_7	OG2398	Saccharomyces_cerevisiae@YBR257W	snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.40-mRNA-1_1 gene=snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.40 CDS=1-954	gene=snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.40 CDS=1-954	yHMPu5000034627_Pichia_heedii
8	yHMPu5000034627_Pichia_heedii@Seq_9	184_8	OG3160	Saccharomyces_cerevisiae@YJR063W	genemark-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.118-mRNA-1_1 gene=genemark-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.118 CDS=1-369	gene=genemark-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.118 CDS=1-369	yHMPu5000034627_Pichia_heedii
9	yHMPu5000034627_Pichia_heedii@Seq_10	184_9	OG2728	Saccharomyces_cerevisiae@YMR075W	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.237-mRNA-1_1 gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.237 CDS=1-1818	gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.237 CDS=1-1818	yHMPu5000034627_Pichia_heedii
