	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Nakaseomyces_nivariensis@Seq_1	98_0	OG7081	Saccharomyces_cerevisiae@YLR257W	snap_masked-CANI0S18-processed-gene-7.192-mRNA-1_1 gene=snap_masked-CANI0S18-processed-gene-7.192 CDS=1-1116	gene=snap_masked-CANI0S18-processed-gene-7.192 CDS=1-1116	Nakaseomyces_nivariensis
1	Nakaseomyces_nivariensis@Seq_2	98_1	OG4087	Saccharomyces_cerevisiae@YBL008W	augustus_masked-CANI0S02-processed-gene-3.47-mRNA-1_1 gene=augustus_masked-CANI0S02-processed-gene-3.47 CDS=1-2538	gene=augustus_masked-CANI0S02-processed-gene-3.47 CDS=1-2538	Nakaseomyces_nivariensis
2	Nakaseomyces_nivariensis@Seq_3	98_2	OG2190	Saccharomyces_cerevisiae@YDR531W	snap_masked-CANI0S20-processed-gene-7.249-mRNA-1_1 gene=snap_masked-CANI0S20-processed-gene-7.249 CDS=1-1101	gene=snap_masked-CANI0S20-processed-gene-7.249 CDS=1-1101	Nakaseomyces_nivariensis
3	Nakaseomyces_nivariensis@Seq_4	98_3	OG1106	Saccharomyces_cerevisiae@YLR367W	augustus_masked-CANI0S02-processed-gene-5.101-mRNA-1_1 gene=augustus_masked-CANI0S02-processed-gene-5.101 CDS=1-390	gene=augustus_masked-CANI0S02-processed-gene-5.101 CDS=1-390	Nakaseomyces_nivariensis
4	Nakaseomyces_nivariensis@Seq_5	98_4	OG6760	Saccharomyces_cerevisiae@YOL117W	snap_masked-CANI0S02-processed-gene-3.107-mRNA-1_1 gene=snap_masked-CANI0S02-processed-gene-3.107 CDS=1-1689	gene=snap_masked-CANI0S02-processed-gene-3.107 CDS=1-1689	Nakaseomyces_nivariensis
5	Nakaseomyces_nivariensis@Seq_6	98_5	OG1744	Saccharomyces_cerevisiae@YDR300C	snap_masked-CANI0S07-processed-gene-3.29-mRNA-1_1 gene=snap_masked-CANI0S07-processed-gene-3.29 CDS=1-1278	gene=snap_masked-CANI0S07-processed-gene-3.29 CDS=1-1278	Nakaseomyces_nivariensis
6	Nakaseomyces_nivariensis@Seq_7	98_6	OG3761	Saccharomyces_cerevisiae@YMR197C	augustus_masked-CANI0S16-processed-gene-1.106-mRNA-1_1 gene=augustus_masked-CANI0S16-processed-gene-1.106 CDS=1-672	gene=augustus_masked-CANI0S16-processed-gene-1.106 CDS=1-672	Nakaseomyces_nivariensis
7	Nakaseomyces_nivariensis@Seq_8	98_7	OG3643	Saccharomyces_cerevisiae@YPR073C	snap_masked-CANI0S04-processed-gene-12.137-mRNA-1_1 gene=snap_masked-CANI0S04-processed-gene-12.137 CDS=1-492	gene=snap_masked-CANI0S04-processed-gene-12.137 CDS=1-492	Nakaseomyces_nivariensis
8	Nakaseomyces_nivariensis@Seq_9	98_8	OG1642	Saccharomyces_cerevisiae@YKL210W	snap_masked-CANI0S22-processed-gene-4.76-mRNA-1_1 gene=snap_masked-CANI0S22-processed-gene-4.76 CDS=1-3039	gene=snap_masked-CANI0S22-processed-gene-4.76 CDS=1-3039	Nakaseomyces_nivariensis
9	Nakaseomyces_nivariensis@Seq_10	98_9	OG2472	Saccharomyces_cerevisiae@YNL007C	snap_masked-CANI0S04-processed-gene-10.90-mRNA-1_1 gene=snap_masked-CANI0S04-processed-gene-10.90 CDS=1-1056	gene=snap_masked-CANI0S04-processed-gene-10.90 CDS=1-1056	Nakaseomyces_nivariensis
10	Nakaseomyces_nivariensis@Seq_11	98_10	OG1089	Saccharomyces_cerevisiae@YGR065C	augustus_masked-CANI0S28-processed-gene-3.82-mRNA-1_1 gene=augustus_masked-CANI0S28-processed-gene-3.82 CDS=1-1800	gene=augustus_masked-CANI0S28-processed-gene-3.82 CDS=1-1800	Nakaseomyces_nivariensis
11	Nakaseomyces_nivariensis@Seq_12	98_11	OG2170	Saccharomyces_cerevisiae@YKR081C	snap_masked-CANI0S16-processed-gene-0.25-mRNA-1_1 gene=snap_masked-CANI0S16-processed-gene-0.25 CDS=1-1050	gene=snap_masked-CANI0S16-processed-gene-0.25 CDS=1-1050	Nakaseomyces_nivariensis
12	Nakaseomyces_nivariensis@Seq_13	98_12	OG7084	Saccharomyces_cerevisiae@YMR086W	snap_masked-CANI0S04-processed-gene-0.15-mRNA-1_1 gene=snap_masked-CANI0S04-processed-gene-0.15 CDS=1-3147	gene=snap_masked-CANI0S04-processed-gene-0.15 CDS=1-3147	Nakaseomyces_nivariensis
13	Nakaseomyces_nivariensis@Seq_14	98_13	OG4795	yHMPu5000035699_Cyberlindnera_maclurae@Seq_2669	snap_masked-CANI0S04-processed-gene-5.113-mRNA-1_1 gene=snap_masked-CANI0S04-processed-gene-5.113 CDS=1-315	gene=snap_masked-CANI0S04-processed-gene-5.113 CDS=1-315	Nakaseomyces_nivariensis
14	Nakaseomyces_nivariensis@Seq_15	98_14	OG5138	Saccharomyces_cerevisiae@YNL024C-A	snap_masked-CANI0S17-processed-gene-4.115-mRNA-1_1 gene=snap_masked-CANI0S17-processed-gene-4.115 CDS=1-216	gene=snap_masked-CANI0S17-processed-gene-4.115 CDS=1-216	Nakaseomyces_nivariensis
15	Nakaseomyces_nivariensis@Seq_16	98_15	OG11040	yHAB155_Kazachstania_spencerorum@Seq_3753	snap_masked-CANI0S17-processed-gene-0.80-mRNA-1_1 gene=snap_masked-CANI0S17-processed-gene-0.80 CDS=1-1188	gene=snap_masked-CANI0S17-processed-gene-0.80 CDS=1-1188	Nakaseomyces_nivariensis
16	Nakaseomyces_nivariensis@Seq_17	98_16	OG2996	Saccharomyces_cerevisiae@YOL094C	snap_masked-CANI0S18-processed-gene-6.96-mRNA-1_1 gene=snap_masked-CANI0S18-processed-gene-6.96 CDS=1-963	gene=snap_masked-CANI0S18-processed-gene-6.96 CDS=1-963	Nakaseomyces_nivariensis
17	Nakaseomyces_nivariensis@Seq_18	98_17	OG5642	Saccharomyces_cerevisiae@YDR363W	augustus_masked-CANI0S08-processed-gene-1.26-mRNA-1_1 gene=augustus_masked-CANI0S08-processed-gene-1.26 CDS=1-1158	gene=augustus_masked-CANI0S08-processed-gene-1.26 CDS=1-1158	Nakaseomyces_nivariensis
18	Nakaseomyces_nivariensis@Seq_19	98_18	OG38307	Nakaseomyces_bracarensis@Seq_800	augustus_masked-CANI0S09-processed-gene-6.18-mRNA-1_1 gene=augustus_masked-CANI0S09-processed-gene-6.18 CDS=1-1362	gene=augustus_masked-CANI0S09-processed-gene-6.18 CDS=1-1362	Nakaseomyces_nivariensis
19	Nakaseomyces_nivariensis@Seq_20	98_19	OG2883	Saccharomyces_cerevisiae@YMR078C	augustus_masked-CANI0S07-processed-gene-1.62-mRNA-1_1 gene=augustus_masked-CANI0S07-processed-gene-1.62 CDS=1-2793	gene=augustus_masked-CANI0S07-processed-gene-1.62 CDS=1-2793	Nakaseomyces_nivariensis
20	Nakaseomyces_nivariensis@Seq_21	98_20	OG2722	Saccharomyces_cerevisiae@YNL320W	snap_masked-CANI0S16-processed-gene-3.5-mRNA-1_1 gene=snap_masked-CANI0S16-processed-gene-3.5 CDS=1-837	gene=snap_masked-CANI0S16-processed-gene-3.5 CDS=1-837	Nakaseomyces_nivariensis
21	Nakaseomyces_nivariensis@Seq_22	98_21	OG1451	Saccharomyces_cerevisiae@YIR034C	snap_masked-CANI0S25-processed-gene-4.92-mRNA-1_1 gene=snap_masked-CANI0S25-processed-gene-4.92 CDS=1-1116	gene=snap_masked-CANI0S25-processed-gene-4.92 CDS=1-1116	Nakaseomyces_nivariensis
22	Nakaseomyces_nivariensis@Seq_23	98_22	OG1193	Saccharomyces_cerevisiae@YPL281C	snap_masked-CANI0S09-processed-gene-3.44-mRNA-1_1 gene=snap_masked-CANI0S09-processed-gene-3.44 CDS=1-1314	gene=snap_masked-CANI0S09-processed-gene-3.44 CDS=1-1314	Nakaseomyces_nivariensis
23	Nakaseomyces_nivariensis@Seq_24	98_23	OG2193	Saccharomyces_cerevisiae@YOR272W	snap_masked-CANI0S16-processed-gene-1.30-mRNA-1_1 gene=snap_masked-CANI0S16-processed-gene-1.30 CDS=1-1365	gene=snap_masked-CANI0S16-processed-gene-1.30 CDS=1-1365	Nakaseomyces_nivariensis
24	Nakaseomyces_nivariensis@Seq_25	98_24	OG176209	Nakaseomyces_nivariensis@Seq_25	snap_masked-CANI0S18-processed-gene-7.184-mRNA-1_1 gene=snap_masked-CANI0S18-processed-gene-7.184 CDS=1-444	gene=snap_masked-CANI0S18-processed-gene-7.184 CDS=1-444	Nakaseomyces_nivariensis
25	Nakaseomyces_nivariensis@Seq_26	98_25	OG2601	Saccharomyces_cerevisiae@YOR141C	snap_masked-CANI0S18-processed-gene-6.127-mRNA-1_1 gene=snap_masked-CANI0S18-processed-gene-6.127 CDS=1-2505	gene=snap_masked-CANI0S18-processed-gene-6.127 CDS=1-2505	Nakaseomyces_nivariensis
26	Nakaseomyces_nivariensis@Seq_27	98_26	OG4135	Saccharomyces_cerevisiae@YDR320C-A	snap_masked-CANI0S25-processed-gene-4.89-mRNA-1_1 gene=snap_masked-CANI0S25-processed-gene-4.89 CDS=1-222	gene=snap_masked-CANI0S25-processed-gene-4.89 CDS=1-222	Nakaseomyces_nivariensis
27	Nakaseomyces_nivariensis@Seq_28	98_27	OG28697	Nakaseomyces_nivariensis@Seq_28	augustus_masked-CANI0S28-processed-gene-5.2-mRNA-1_1 gene=augustus_masked-CANI0S28-processed-gene-5.2 CDS=1-2109	gene=augustus_masked-CANI0S28-processed-gene-5.2 CDS=1-2109	Nakaseomyces_nivariensis
28	Nakaseomyces_nivariensis@Seq_29	98_28	OG3327	Saccharomyces_cerevisiae@YNL110C	snap_masked-CANI0S04-processed-gene-7.39-mRNA-1_1 gene=snap_masked-CANI0S04-processed-gene-7.39 CDS=1-657	gene=snap_masked-CANI0S04-processed-gene-7.39 CDS=1-657	Nakaseomyces_nivariensis
29	Nakaseomyces_nivariensis@Seq_30	98_29	OG5450	Saccharomyces_cerevisiae@YGR097W	snap_masked-CANI0S07-processed-gene-2.111-mRNA-1_1 gene=snap_masked-CANI0S07-processed-gene-2.111 CDS=1-3156	gene=snap_masked-CANI0S07-processed-gene-2.111 CDS=1-3156	Nakaseomyces_nivariensis
30	Nakaseomyces_nivariensis@Seq_31	98_30	OG1250	Saccharomyces_cerevisiae@YOR167C	snap_masked-CANI0S17-processed-gene-9.45-mRNA-1_1 gene=snap_masked-CANI0S17-processed-gene-9.45 CDS=1-201	gene=snap_masked-CANI0S17-processed-gene-9.45 CDS=1-201	Nakaseomyces_nivariensis
31	Nakaseomyces_nivariensis@Seq_32	98_31	OG3250	Saccharomyces_cerevisiae@YNL148C	snap_masked-CANI0S04-processed-gene-7.5-mRNA-1_1 gene=snap_masked-CANI0S04-processed-gene-7.5 CDS=1-723	gene=snap_masked-CANI0S04-processed-gene-7.5 CDS=1-723	Nakaseomyces_nivariensis
