ortholog	pan id	gene id	sequence id of ingroup best hit	taxonomy id of ingroup best hit	evalue of ingroup best hit	sequence id of outgroup best hit	taxonomy id of outgroup best hit	evalue of outgroup best hit	alien index	HGT or not
OG1055	YAL054C	Alloascoidea_hylecoeti@Seq_1261	XP_003303138.1-861557-Pyrenophora_teres-Dothideom	861557	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Alloascoidea_hylecoeti@Seq_336	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Alloascoidea_hylecoeti@Seq_6748	XP_016216192.1-253628-Verruconis_gallop-Dothideom	253628	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Naumovozyma_castellii@Seq_359	XP_001935668.1-426418-Pyrenophora_triti-Dothideom	426418	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Naumovozyma_castellii@Seq_4756	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Naumovozyma_castellii@Seq_88	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Naumovozyma_dairenensis@Seq_2307	XP_001935668.1-426418-Pyrenophora_triti-Dothideom	426418	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Naumovozyma_dairenensis@Seq_4614	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Naumovozyma_dairenensis@Seq_5208	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Ogataea_methanolica@Seq_4112	XP_008714948.1-1220924-Cyphellophora_eur-Eurotiom	1220924	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Ogataea_methanolica@Seq_4507	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Ogataea_parapolymorpha@Seq_2951	XP_013310468.1-348802-Exophiala_xenobio-Eurotiomy	348802	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Ogataea_parapolymorpha@Seq_3116	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Ogataea_polymorpha@Seq_1196	XP_013310468.1-348802-Exophiala_xenobio-Eurotiomy	348802	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Ogataea_polymorpha@Seq_2127	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Pachysolen_tannophilus@Seq_2037	XP_009158537.1-858893-Exophiala_dermati-Eurotiomy	858893	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Pachysolen_tannophilus@Seq_3023	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Pichia_membranifaciens@Seq_4017	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Pichia_membranifaciens@Seq_972	XP_013310468.1-348802-Exophiala_xenobio-Eurotiomy	348802	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Priceomyces_haplophilus@Seq_3290	OAL50036.1-765867-Pyrenochaeta_sp_D-Dothideomy	765867	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Priceomyces_haplophilus@Seq_498	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_arboricola@Seq_1863	KKY34593.1-1214573-Diaporthe_ampelin-Sordariomy	1214573	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_arboricola@Seq_419	XP_018693059.1-1367422-Fonsecaea_erecta-Eurotiomy	1367422	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_cerevisiae@YLR153C	XP_018693059.1-1367422-Fonsecaea_erecta-Eurotiomy	1367422	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_cerevisiae@YAL054C	KKY34593.1-1214573-Diaporthe_ampelin-Sordariomy	1214573	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_eubayanus@Seq_2559	OCW40337.1-158607-Diaporthe_heliant-Sordariomy	158607	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_eubayanus@Seq_4859	XP_016255873.1-569365-Cladophialophora_-Eurotiomy	569365	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_kudriavzevii@Seq_1396	XP_007730852.1-1182542-Capronia_epimyces-Eurotiom	1182542	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_kudriavzevii@Seq_1967	OCW40337.1-158607-Diaporthe_heliant-Sordariomy	158607	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_mikatae@Seq_3034	CZT45292.1-38038-Rhynchosporium_se-Leotiomyce	38038	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_mikatae@Seq_3400	XP_018693059.1-1367422-Fonsecaea_erecta-Eurotiomy	1367422	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_paradoxus@Seq_2188	XP_018693059.1-1367422-Fonsecaea_erecta-Eurotiomy	1367422	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_paradoxus@Seq_2420	CZT45292.1-38038-Rhynchosporium_se-Leotiomyce	38038	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_uvarum@Seq_4359	XP_018693059.1-1367422-Fonsecaea_erecta-Eurotiomy	1367422	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomyces_uvarum@Seq_4452	OCW40337.1-158607-Diaporthe_heliant-Sordariomy	158607	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomycopsis_malanga@Seq_1051	XP_007719484.1-1182541-Capronia_coronata-Eurotiom	1182541	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saccharomycopsis_malanga@Seq_3293	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Saprochaete_clavata@Seq_1479	XP_009158537.1-858893-Exophiala_dermati-Eurotiomy	858893	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Scheffersomyces_lignosus@Seq_3101	XP_009158537.1-858893-Exophiala_dermati-Eurotiomy	858893	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Scheffersomyces_lignosus@Seq_3284	XP_009158537.1-858893-Exophiala_dermati-Eurotiomy	858893	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
