	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Hanseniaspora_valbyensis@Seq_1	45_0	OG221077	Hanseniaspora_valbyensis@Seq_1	snap_masked-scaffold_6-processed-gene-4.8-mRNA-1_1 gene=snap_masked-scaffold_6-processed-gene-4.8 CDS=1-879	gene=snap_masked-scaffold_6-processed-gene-4.8 CDS=1-879	Hanseniaspora_valbyensis
1	Hanseniaspora_valbyensis@Seq_2	45_1	OG136689	Hanseniaspora_valbyensis@Seq_2	snap_masked-scaffold_6-processed-gene-3.9-mRNA-1_1 gene=snap_masked-scaffold_6-processed-gene-3.9 CDS=1-609	gene=snap_masked-scaffold_6-processed-gene-3.9 CDS=1-609	Hanseniaspora_valbyensis
2	Hanseniaspora_valbyensis@Seq_3	45_2	OG3329	Saccharomyces_cerevisiae@YPR011C	augustus_masked-scaffold_6-processed-gene-1.19-mRNA-1_1 gene=augustus_masked-scaffold_6-processed-gene-1.19 CDS=1-1599	gene=augustus_masked-scaffold_6-processed-gene-1.19 CDS=1-1599	Hanseniaspora_valbyensis
3	Hanseniaspora_valbyensis@Seq_4	45_3	OG180298	Hanseniaspora_valbyensis@Seq_4	genemark-scaffold_218-processed-gene-0.1-mRNA-1_1 gene=genemark-scaffold_218-processed-gene-0.1 CDS=1-402	gene=genemark-scaffold_218-processed-gene-0.1 CDS=1-402	Hanseniaspora_valbyensis
4	Hanseniaspora_valbyensis@Seq_5	45_4	OG22211	Hanseniaspora_valbyensis@Seq_5	augustus_masked-scaffold_7-processed-gene-0.57-mRNA-1_1 gene=augustus_masked-scaffold_7-processed-gene-0.57 CDS=1-3852	gene=augustus_masked-scaffold_7-processed-gene-0.57 CDS=1-3852	Hanseniaspora_valbyensis
5	Hanseniaspora_valbyensis@Seq_6	45_5	OG2034	Saccharomyces_cerevisiae@YPR019W	snap_masked-scaffold_3-processed-gene-4.16-mRNA-1_1 gene=snap_masked-scaffold_3-processed-gene-4.16 CDS=1-2973	gene=snap_masked-scaffold_3-processed-gene-4.16 CDS=1-2973	Hanseniaspora_valbyensis
6	Hanseniaspora_valbyensis@Seq_7	45_6	OG90749	Hanseniaspora_valbyensis@Seq_7	snap_masked-scaffold_5-processed-gene-0.24-mRNA-1_1 gene=snap_masked-scaffold_5-processed-gene-0.24 CDS=1-321	gene=snap_masked-scaffold_5-processed-gene-0.24 CDS=1-321	Hanseniaspora_valbyensis
7	Hanseniaspora_valbyensis@Seq_8	45_7	OG2751	Saccharomyces_cerevisiae@YOR358W	genemark-scaffold_148-processed-gene-0.0-mRNA-1_1 gene=genemark-scaffold_148-processed-gene-0.0 CDS=1-1047	gene=genemark-scaffold_148-processed-gene-0.0 CDS=1-1047	Hanseniaspora_valbyensis
8	Hanseniaspora_valbyensis@Seq_9	45_8	OG20477	yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2145	genemark-scaffold_9-processed-gene-0.70-mRNA-1_1 gene=genemark-scaffold_9-processed-gene-0.70 CDS=1-1533	gene=genemark-scaffold_9-processed-gene-0.70 CDS=1-1533	Hanseniaspora_valbyensis
9	Hanseniaspora_valbyensis@Seq_10	45_9	OG84213	Hanseniaspora_valbyensis@Seq_10	augustus_masked-scaffold_14-processed-gene-1.1-mRNA-1_1 gene=augustus_masked-scaffold_14-processed-gene-1.1 CDS=1-1137	gene=augustus_masked-scaffold_14-processed-gene-1.1 CDS=1-1137	Hanseniaspora_valbyensis
10	Hanseniaspora_valbyensis@Seq_11	45_10	OG22843	Hanseniaspora_uvarum@Seq_328	augustus_masked-scaffold_8-processed-gene-1.72-mRNA-1_1 gene=augustus_masked-scaffold_8-processed-gene-1.72 CDS=1-1521	gene=augustus_masked-scaffold_8-processed-gene-1.72 CDS=1-1521	Hanseniaspora_valbyensis
11	Hanseniaspora_valbyensis@Seq_12	45_11	OG43188	yHMPu5000035696_Hanseniaspora_singularis@Seq_971	augustus_masked-scaffold_336-processed-gene-0.5-mRNA-1_1 gene=augustus_masked-scaffold_336-processed-gene-0.5 CDS=1-1455	gene=augustus_masked-scaffold_336-processed-gene-0.5 CDS=1-1455	Hanseniaspora_valbyensis
12	Hanseniaspora_valbyensis@Seq_13	45_12	OG214375	Hanseniaspora_valbyensis@Seq_13	genemark-scaffold_549-processed-gene-0.1-mRNA-1_1 gene=genemark-scaffold_549-processed-gene-0.1 CDS=1-258	gene=genemark-scaffold_549-processed-gene-0.1 CDS=1-258	Hanseniaspora_valbyensis
13	Hanseniaspora_valbyensis@Seq_14	45_13	OG24707	Hanseniaspora_valbyensis@Seq_14	snap_masked-scaffold_2-processed-gene-1.92-mRNA-1_1 gene=snap_masked-scaffold_2-processed-gene-1.92 CDS=1-369	gene=snap_masked-scaffold_2-processed-gene-1.92 CDS=1-369	Hanseniaspora_valbyensis
14	Hanseniaspora_valbyensis@Seq_15	45_14	OG1141	Saccharomyces_cerevisiae@YCR028C	snap_masked-scaffold_15-processed-gene-0.35-mRNA-1_1 gene=snap_masked-scaffold_15-processed-gene-0.35 CDS=1-1650	gene=snap_masked-scaffold_15-processed-gene-0.35 CDS=1-1650	Hanseniaspora_valbyensis
15	Hanseniaspora_valbyensis@Seq_16	45_15	OG1156	Saccharomyces_cerevisiae@YIL053W	maker-scaffold_80-snap-gene-0.10-mRNA-1_1 gene=maker-scaffold_80-snap-gene-0.10 CDS=1-1698	gene=maker-scaffold_80-snap-gene-0.10 CDS=1-1698	Hanseniaspora_valbyensis
16	Hanseniaspora_valbyensis@Seq_17	45_16	OG19675	yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3649	genemark-scaffold_212-processed-gene-0.7-mRNA-1_1 gene=genemark-scaffold_212-processed-gene-0.7 CDS=1-924	gene=genemark-scaffold_212-processed-gene-0.7 CDS=1-924	Hanseniaspora_valbyensis
17	Hanseniaspora_valbyensis@Seq_18	45_17	OG21118	Hanseniaspora_uvarum@Seq_393	augustus_masked-scaffold_14-processed-gene-0.26-mRNA-1_1 gene=augustus_masked-scaffold_14-processed-gene-0.26 CDS=1-1773	gene=augustus_masked-scaffold_14-processed-gene-0.26 CDS=1-1773	Hanseniaspora_valbyensis
