	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Candida_versatilis@Seq_1	31_0	OG59659	Candida_versatilis@Seq_1	-processed-gene-3.60-mRNA-1_1 gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-3.60 CDS=1-1893	gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-3.60 CDS=1-1893	Candida_versatilis
1	Candida_versatilis@Seq_2	31_1	OG19967	Candida_apicola@Seq_3555	-processed-gene-5.63-mRNA-1_1 gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-5.63 CDS=1-1572	gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-5.63 CDS=1-1572	Candida_versatilis
2	Candida_versatilis@Seq_3	31_2	OG2317	Saccharomyces_cerevisiae@YEL042W	-processed-gene-37.61-mRNA-1_1 gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-37.61 CDS=1-1536	gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-37.61 CDS=1-1536	Candida_versatilis
3	Candida_versatilis@Seq_4	31_3	OG7771	yHMPu5000041693_Debaryomyces_nepalensis@Seq_3709	-processed-gene-3.96-mRNA-1_1 gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-3.96 CDS=1-1170	gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-3.96 CDS=1-1170	Candida_versatilis
4	Candida_versatilis@Seq_5	31_4	OG1823	Saccharomyces_cerevisiae@YHR013C	-processed-gene-17.72-mRNA-1_1 gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.72 CDS=1-564	gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.72 CDS=1-564	Candida_versatilis
5	Candida_versatilis@Seq_6	31_5	OG2468	Saccharomyces_cerevisiae@YLR175W	-processed-gene-23.81-mRNA-1_1 gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.81 CDS=1-1413	gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.81 CDS=1-1413	Candida_versatilis
6	Candida_versatilis@Seq_7	31_6	OG1236	Saccharomyces_cerevisiae@YMR016C	-processed-gene-20.72-mRNA-1_1 gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.72 CDS=1-1662	gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.72 CDS=1-1662	Candida_versatilis
7	Candida_versatilis@Seq_8	31_7	OG4801	Metschnikowia_matae@Seq_1498	-processed-gene-41.50-mRNA-1_1 gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-41.50 CDS=1-318	gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-41.50 CDS=1-318	Candida_versatilis
8	Candida_versatilis@Seq_9	31_8	OG2363	Saccharomyces_cerevisiae@YMR281W	-processed-gene-16.141-mRNA-1_1 gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.141 CDS=1-855	gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.141 CDS=1-855	Candida_versatilis
9	Candida_versatilis@Seq_10	31_9	OG1186	yHMPu5000034674_Blastobotrys_muscicola@Seq_402	-processed-gene-2.63-mRNA-1_1 gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.63 CDS=1-1125	gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.63 CDS=1-1125	Candida_versatilis
