	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Scheffersomyces_lignosus@Seq_1	119_0	OG1286	Saccharomyces_cerevisiae@YOL080C	-processed-gene-10.57-mRNA-1_1 gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.57 CDS=1-3054	gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.57 CDS=1-3054	Scheffersomyces_lignosus
1	Scheffersomyces_lignosus@Seq_2	119_1	OG68957	Scheffersomyces_lignosus@Seq_2	-processed-gene-1.15-mRNA-1_1 gene=snap_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-1.15 CDS=1-681	gene=snap_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-1.15 CDS=1-681	Scheffersomyces_lignosus
2	Scheffersomyces_lignosus@Seq_3	119_2	OG1733	Saccharomyces_cerevisiae@YGL238W	-processed-gene-2.68-mRNA-1_1 gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.68 CDS=1-2967	gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.68 CDS=1-2967	Scheffersomyces_lignosus
3	Scheffersomyces_lignosus@Seq_4	119_3	OG5227	Debaryomyces_hansenii@Seq_88	-processed-gene-11.11-mRNA-1_1 gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.11 CDS=1-2067	gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.11 CDS=1-2067	Scheffersomyces_lignosus
4	Scheffersomyces_lignosus@Seq_5	119_4	OG5506	Metschnikowia_matae@Seq_4478	-processed-gene-9.21-mRNA-1_1 gene=snap_masked-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.21 CDS=1-699	gene=snap_masked-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.21 CDS=1-699	Scheffersomyces_lignosus
5	Scheffersomyces_lignosus@Seq_6	119_5	OG141637	Scheffersomyces_lignosus@Seq_6	-processed-gene-13.16-mRNA-1_1 gene=augustus_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-13.16 CDS=1-546	gene=augustus_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-13.16 CDS=1-546	Scheffersomyces_lignosus
6	Scheffersomyces_lignosus@Seq_7	119_6	OG5554	yHMPu5000041829_Debaryomyces_fabryi@Seq_5502	-processed-gene-0.17-mRNA-1_1 gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-0.17 CDS=1-1482	gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-0.17 CDS=1-1482	Scheffersomyces_lignosus
7	Scheffersomyces_lignosus@Seq_8	119_7	OG42834	Scheffersomyces_lignosus@Seq_1383	-processed-gene-13.8-mRNA-1_1 gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-13.8 CDS=1-414	gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-13.8 CDS=1-414	Scheffersomyces_lignosus
8	Scheffersomyces_lignosus@Seq_9	119_8	OG12655	Millerozyma_acaciae@Seq_253	-processed-gene-7.89-mRNA-1_1 gene=snap_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-7.89 CDS=1-2205	gene=snap_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-7.89 CDS=1-2205	Scheffersomyces_lignosus
9	Scheffersomyces_lignosus@Seq_10	119_9	OG6066	Metschnikowia_matae@Seq_75	-processed-gene-12.6-mRNA-1_1 gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-12.6 CDS=1-1686	gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-12.6 CDS=1-1686	Scheffersomyces_lignosus
