	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035031_Candida_kruisii@Seq_1	262_0	OG4742	Metschnikowia_matae_maris@Seq_7087	snap_masked-flattened_line_14-processed-gene-0.32-mRNA-1_1 gene=snap_masked-flattened_line_14-processed-gene-0.32 CDS=1-669	gene=snap_masked-flattened_line_14-processed-gene-0.32 CDS=1-669	yHMPu5000035031_Candida_kruisii
1	yHMPu5000035031_Candida_kruisii@Seq_2	262_1	OG1960	Saccharomyces_cerevisiae@YML074C	augustus_masked-flattened_line_68-processed-gene-0.93-mRNA-1_1 gene=augustus_masked-flattened_line_68-processed-gene-0.93 CDS=1-1284	gene=augustus_masked-flattened_line_68-processed-gene-0.93 CDS=1-1284	yHMPu5000035031_Candida_kruisii
2	yHMPu5000035031_Candida_kruisii@Seq_3	262_2	OG3683	Saccharomyces_cerevisiae@YIR032C	augustus_masked-flattened_line_3-processed-gene-4.67-mRNA-1_1 gene=augustus_masked-flattened_line_3-processed-gene-4.67 CDS=1-642	gene=augustus_masked-flattened_line_3-processed-gene-4.67 CDS=1-642	yHMPu5000035031_Candida_kruisii
3	yHMPu5000035031_Candida_kruisii@Seq_4	262_3	OG2897	Saccharomyces_cerevisiae@YGL045W	augustus_masked-flattened_line_32-processed-gene-1.111-mRNA-1_1 gene=augustus_masked-flattened_line_32-processed-gene-1.111 CDS=1-2394	gene=augustus_masked-flattened_line_32-processed-gene-1.111 CDS=1-2394	yHMPu5000035031_Candida_kruisii
4	yHMPu5000035031_Candida_kruisii@Seq_5	262_4	OG4636	Sclerotinia_sclerotiorum@Seq_10329	augustus_masked-flattened_line_30-processed-gene-1.48-mRNA-1_1 gene=augustus_masked-flattened_line_30-processed-gene-1.48 CDS=1-903	gene=augustus_masked-flattened_line_30-processed-gene-1.48 CDS=1-903	yHMPu5000035031_Candida_kruisii
5	yHMPu5000035031_Candida_kruisii@Seq_6	262_5	OG4411	Saccharomyces_cerevisiae@YMR059W	augustus_masked-flattened_line_52-processed-gene-0.229-mRNA-1_1 gene=augustus_masked-flattened_line_52-processed-gene-0.229 CDS=1-315	gene=augustus_masked-flattened_line_52-processed-gene-0.229 CDS=1-315	yHMPu5000035031_Candida_kruisii
6	yHMPu5000035031_Candida_kruisii@Seq_7	262_6	OG3237	Saccharomyces_cerevisiae@YPL046C	augustus_masked-flattened_line_6-processed-gene-3.157-mRNA-1_1 gene=augustus_masked-flattened_line_6-processed-gene-3.157 CDS=1-282	gene=augustus_masked-flattened_line_6-processed-gene-3.157 CDS=1-282	yHMPu5000035031_Candida_kruisii
7	yHMPu5000035031_Candida_kruisii@Seq_8	262_7	OG2503	Saccharomyces_cerevisiae@YHL009C	augustus_masked-flattened_line_8-processed-gene-2.11-mRNA-1_1 gene=augustus_masked-flattened_line_8-processed-gene-2.11 CDS=1-1038	gene=augustus_masked-flattened_line_8-processed-gene-2.11 CDS=1-1038	yHMPu5000035031_Candida_kruisii
8	yHMPu5000035031_Candida_kruisii@Seq_9	262_8	OG2725	Saccharomyces_cerevisiae@YPL178W	augustus_masked-flattened_line_14-processed-gene-0.53-mRNA-1_1 gene=augustus_masked-flattened_line_14-processed-gene-0.53 CDS=1-675	gene=augustus_masked-flattened_line_14-processed-gene-0.53 CDS=1-675	yHMPu5000035031_Candida_kruisii
9	yHMPu5000035031_Candida_kruisii@Seq_10	262_9	OG2637	Saccharomyces_cerevisiae@YAR035W	augustus_masked-flattened_line_72-processed-gene-0.74-mRNA-1_1 gene=augustus_masked-flattened_line_72-processed-gene-0.74 CDS=1-2268	gene=augustus_masked-flattened_line_72-processed-gene-0.74 CDS=1-2268	yHMPu5000035031_Candida_kruisii
10	yHMPu5000035031_Candida_kruisii@Seq_11	262_10	OG6274	yHMPu5000035031_Candida_kruisii@Seq_11	snap_masked-flattened_line_12-processed-gene-0.82-mRNA-1_1 gene=snap_masked-flattened_line_12-processed-gene-0.82 CDS=1-1899	gene=snap_masked-flattened_line_12-processed-gene-0.82 CDS=1-1899	yHMPu5000035031_Candida_kruisii
11	yHMPu5000035031_Candida_kruisii@Seq_12	262_11	OG3813	Saccharomyces_cerevisiae@YHR122W	augustus_masked-flattened_line_101-processed-gene-0.41-mRNA-1_1 gene=augustus_masked-flattened_line_101-processed-gene-0.41 CDS=1-621	gene=augustus_masked-flattened_line_101-processed-gene-0.41 CDS=1-621	yHMPu5000035031_Candida_kruisii
12	yHMPu5000035031_Candida_kruisii@Seq_13	262_12	OG6038	Metschnikowia_matae_maris@Seq_1911	augustus_masked-flattened_line_19-processed-gene-2.74-mRNA-1_1 gene=augustus_masked-flattened_line_19-processed-gene-2.74 CDS=1-2985	gene=augustus_masked-flattened_line_19-processed-gene-2.74 CDS=1-2985	yHMPu5000035031_Candida_kruisii
13	yHMPu5000035031_Candida_kruisii@Seq_14	262_13	OG3187	Saccharomyces_cerevisiae@YNL099C	maker-flattened_line_56-augustus-gene-0.11-mRNA-1_1 gene=maker-flattened_line_56-augustus-gene-0.11 CDS=1-1269	gene=maker-flattened_line_56-augustus-gene-0.11 CDS=1-1269	yHMPu5000035031_Candida_kruisii
14	yHMPu5000035031_Candida_kruisii@Seq_15	262_14	OG1187	Saccharomyces_cerevisiae@YML116W	augustus_masked-flattened_line_52-processed-gene-0.255-mRNA-1_1 gene=augustus_masked-flattened_line_52-processed-gene-0.255 CDS=1-1557	gene=augustus_masked-flattened_line_52-processed-gene-0.255 CDS=1-1557	yHMPu5000035031_Candida_kruisii
15	yHMPu5000035031_Candida_kruisii@Seq_16	262_15	OG4325	Saccharomyces_cerevisiae@YHR072W-A	snap_masked-flattened_line_34-processed-gene-1.15-mRNA-1_1 gene=snap_masked-flattened_line_34-processed-gene-1.15 CDS=1-177	gene=snap_masked-flattened_line_34-processed-gene-1.15 CDS=1-177	yHMPu5000035031_Candida_kruisii
