	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035244_Candida_incommunis@Seq_1	275_0	OG2911	Saccharomyces_cerevisiae@YMR100W	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-1.65-mRNA-1_1 gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-1.65 CDS=1-2109	gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-1.65 CDS=1-2109	yHMPu5000035244_Candida_incommunis
1	yHMPu5000035244_Candida_incommunis@Seq_2	275_1	OG4333	yHMPu5000041863_Candida_gorgasii@Seq_3887	snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.179-mRNA-1_1 gene=snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.179 CDS=1-960	gene=snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.179 CDS=1-960	yHMPu5000035244_Candida_incommunis
2	yHMPu5000035244_Candida_incommunis@Seq_3	275_2	OG56512	yHMPu5000034974_Deakozyma_indianensis@Seq_1745	snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.51-mRNA-1_1 gene=snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.51 CDS=1-204	gene=snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.51 CDS=1-204	yHMPu5000035244_Candida_incommunis
3	yHMPu5000035244_Candida_incommunis@Seq_4	275_3	OG4691	Saccharomyces_cerevisiae@YER058W	snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-0.7-mRNA-1_1 gene=snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-0.7 CDS=1-258	gene=snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-0.7 CDS=1-258	yHMPu5000035244_Candida_incommunis
4	yHMPu5000035244_Candida_incommunis@Seq_5	275_4	OG4165	Saccharomyces_cerevisiae@YMR310C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.64-mRNA-1_1 gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.64 CDS=1-996	gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.64 CDS=1-996	yHMPu5000035244_Candida_incommunis
5	yHMPu5000035244_Candida_incommunis@Seq_6	275_5	OG1282	Saccharomyces_cerevisiae@YNR026C	snap_masked-NODE_28_length_74101_cov_13.168_ID_7661-processed-gene-0.48-mRNA-1_1 gene=snap_masked-NODE_28_length_74101_cov_13.168_ID_7661-processed-gene-0.48 CDS=1-1851	gene=snap_masked-NODE_28_length_74101_cov_13.168_ID_7661-processed-gene-0.48 CDS=1-1851	yHMPu5000035244_Candida_incommunis
6	yHMPu5000035244_Candida_incommunis@Seq_7	275_6	OG3028	Saccharomyces_cerevisiae@YIL042C	snap_masked-NODE_38_length_36535_cov_13.4818_ID_6257-processed-gene-0.4-mRNA-1_1 gene=snap_masked-NODE_38_length_36535_cov_13.4818_ID_6257-processed-gene-0.4 CDS=1-1233	gene=snap_masked-NODE_38_length_36535_cov_13.4818_ID_6257-processed-gene-0.4 CDS=1-1233	yHMPu5000035244_Candida_incommunis
7	yHMPu5000035244_Candida_incommunis@Seq_8	275_7	OG2301	Saccharomyces_cerevisiae@YGL244W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-12.54-mRNA-1_1 gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-12.54 CDS=1-1668	gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-12.54 CDS=1-1668	yHMPu5000035244_Candida_incommunis
8	yHMPu5000035244_Candida_incommunis@Seq_9	275_8	OG171984	yHMPu5000035244_Candida_incommunis@Seq_9	genemark-NODE_277_length_417_cov_0.712418_ID_7930-processed-gene-0.2-mRNA-1_1 gene=genemark-NODE_277_length_417_cov_0.712418_ID_7930-processed-gene-0.2 CDS=1-339	gene=genemark-NODE_277_length_417_cov_0.712418_ID_7930-processed-gene-0.2 CDS=1-339	yHMPu5000035244_Candida_incommunis
9	yHMPu5000035244_Candida_incommunis@Seq_10	275_9	OG56632	yHMPu5000035244_Candida_incommunis@Seq_10	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-0.13-mRNA-1_1 gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-0.13 CDS=1-1221	gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-0.13 CDS=1-1221	yHMPu5000035244_Candida_incommunis
