	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000035689_Candida_mycetangii@Seq_1	320_0	OG10963	yHMPu5000035274_Wickerhamomyces_alni@Seq_246	snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.88-mRNA-1_1 gene=snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.88 CDS=1-756	gene=snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.88 CDS=1-756	yHMPu5000035689_Candida_mycetangii
1	yHMPu5000035689_Candida_mycetangii@Seq_2	320_1	OG3274	Saccharomyces_cerevisiae@YLL032C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.122-mRNA-1_1 gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.122 CDS=1-2562	gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.122 CDS=1-2562	yHMPu5000035689_Candida_mycetangii
2	yHMPu5000035689_Candida_mycetangii@Seq_3	320_2	OG4089	Saccharomyces_cerevisiae@YDL043C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.150-mRNA-1_1 gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.150 CDS=1-651	gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.150 CDS=1-651	yHMPu5000035689_Candida_mycetangii
3	yHMPu5000035689_Candida_mycetangii@Seq_4	320_3	OG2321	Saccharomyces_cerevisiae@YMR099C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.81-mRNA-1_1 gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.81 CDS=1-885	gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.81 CDS=1-885	yHMPu5000035689_Candida_mycetangii
4	yHMPu5000035689_Candida_mycetangii@Seq_5	320_4	OG1029	Saccharomyces_cerevisiae@YGR224W	maker-NODE_8_length_590382_cov_34.9311_ID_2147-snap-gene-4.109-mRNA-1_1 gene=maker-NODE_8_length_590382_cov_34.9311_ID_2147-snap-gene-4.109 CDS=1-3525	gene=maker-NODE_8_length_590382_cov_34.9311_ID_2147-snap-gene-4.109 CDS=1-3525	yHMPu5000035689_Candida_mycetangii
5	yHMPu5000035689_Candida_mycetangii@Seq_6	320_5	OG4508	Saccharomyces_cerevisiae@YNL213C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.103-mRNA-1_1 gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.103 CDS=1-639	gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.103 CDS=1-639	yHMPu5000035689_Candida_mycetangii
6	yHMPu5000035689_Candida_mycetangii@Seq_7	320_6	OG4891	yHMPu5000034671_Blastobotrys_peoriensis@Seq_2699	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.141-mRNA-1_1 gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.141 CDS=1-1023	gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.141 CDS=1-1023	yHMPu5000035689_Candida_mycetangii
7	yHMPu5000035689_Candida_mycetangii@Seq_8	320_7	OG1191	Saccharomyces_cerevisiae@YPR022C	augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.69-mRNA-1_1 gene=augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.69 CDS=1-3042	gene=augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.69 CDS=1-3042	yHMPu5000035689_Candida_mycetangii
8	yHMPu5000035689_Candida_mycetangii@Seq_9	320_8	OG2266	Saccharomyces_cerevisiae@YGR080W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.84-mRNA-1_1 gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.84 CDS=1-966	gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.84 CDS=1-966	yHMPu5000035689_Candida_mycetangii
9	yHMPu5000035689_Candida_mycetangii@Seq_10	320_9	OG2885	Saccharomyces_cerevisiae@YBR231C	snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.57-mRNA-1_1 gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.57 CDS=1-864	gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.57 CDS=1-864	yHMPu5000035689_Candida_mycetangii
10	yHMPu5000035689_Candida_mycetangii@Seq_11	320_10	OG2161	Saccharomyces_cerevisiae@YJL121C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.79-mRNA-1_1 gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.79 CDS=1-702	gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.79 CDS=1-702	yHMPu5000035689_Candida_mycetangii
11	yHMPu5000035689_Candida_mycetangii@Seq_12	320_11	OG10968	Cyberlindnera_fabianii_JCM3601@Seq_5611	snap_masked-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.80-mRNA-1_1 gene=snap_masked-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.80 CDS=1-1191	gene=snap_masked-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.80 CDS=1-1191	yHMPu5000035689_Candida_mycetangii
12	yHMPu5000035689_Candida_mycetangii@Seq_13	320_12	OG4904	Saccharomyces_cerevisiae@YGR251W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.68-mRNA-1_1 gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.68 CDS=1-549	gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.68 CDS=1-549	yHMPu5000035689_Candida_mycetangii
13	yHMPu5000035689_Candida_mycetangii@Seq_14	320_13	OG4963	Saccharomyces_cerevisiae@YKR055W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.147-mRNA-1_1 gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.147 CDS=1-930	gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.147 CDS=1-930	yHMPu5000035689_Candida_mycetangii
14	yHMPu5000035689_Candida_mycetangii@Seq_15	320_14	OG1479	Saccharomyces_cerevisiae@YJR143C	maker-NODE_3_length_1016736_cov_29.5442_ID_1801-snap-gene-9.136-mRNA-1_1 gene=maker-NODE_3_length_1016736_cov_29.5442_ID_1801-snap-gene-9.136 CDS=1-3093	gene=maker-NODE_3_length_1016736_cov_29.5442_ID_1801-snap-gene-9.136 CDS=1-3093	yHMPu5000035689_Candida_mycetangii
15	yHMPu5000035689_Candida_mycetangii@Seq_16	320_15	OG2956	Saccharomyces_cerevisiae@YER026C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.88-mRNA-1_1 gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.88 CDS=1-825	gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.88 CDS=1-825	yHMPu5000035689_Candida_mycetangii
16	yHMPu5000035689_Candida_mycetangii@Seq_17	320_16	OG2050	Saccharomyces_cerevisiae@YDR212W	augustus_masked-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.59-mRNA-1_1 gene=augustus_masked-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.59 CDS=1-5298	gene=augustus_masked-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.59 CDS=1-5298	yHMPu5000035689_Candida_mycetangii
17	yHMPu5000035689_Candida_mycetangii@Seq_18	320_17	OG4349	Saccharomyces_cerevisiae@YJR056C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.130-mRNA-1_1 gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.130 CDS=1-585	gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.130 CDS=1-585	yHMPu5000035689_Candida_mycetangii
18	yHMPu5000035689_Candida_mycetangii@Seq_19	320_18	OG8855	yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_5456	snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.193-mRNA-1_1 gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.193 CDS=1-879	gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.193 CDS=1-879	yHMPu5000035689_Candida_mycetangii
