	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034673_Blastobotrys_nivea@Seq_1	203_0	OG35805	yHMPu5000034670_Blastobotrys_proliferans@Seq_7134	augustus_masked-NODE_552_length_5175_cov_3.41895_ID_1103-processed-gene-0.6-mRNA-1_1 gene=augustus_masked-NODE_552_length_5175_cov_3.41895_ID_1103-processed-gene-0.6 CDS=1-438	gene=augustus_masked-NODE_552_length_5175_cov_3.41895_ID_1103-processed-gene-0.6 CDS=1-438	yHMPu5000034673_Blastobotrys_nivea
1	yHMPu5000034673_Blastobotrys_nivea@Seq_2	203_1	OG2785	Saccharomyces_cerevisiae@YJR099W	snap_masked-NODE_1341_length_3473_cov_3.22586_ID_2681-processed-gene-0.1-mRNA-1_1 gene=snap_masked-NODE_1341_length_3473_cov_3.22586_ID_2681-processed-gene-0.1 CDS=1-186	gene=snap_masked-NODE_1341_length_3473_cov_3.22586_ID_2681-processed-gene-0.1 CDS=1-186	yHMPu5000034673_Blastobotrys_nivea
2	yHMPu5000034673_Blastobotrys_nivea@Seq_3	203_2	OG5455	Saccharomyces_cerevisiae@YDR387C	augustus_masked-NODE_2978_length_1907_cov_2.92711_ID_5955-processed-gene-0.4-mRNA-1_1 gene=augustus_masked-NODE_2978_length_1907_cov_2.92711_ID_5955-processed-gene-0.4 CDS=1-1179	gene=augustus_masked-NODE_2978_length_1907_cov_2.92711_ID_5955-processed-gene-0.4 CDS=1-1179	yHMPu5000034673_Blastobotrys_nivea
3	yHMPu5000034673_Blastobotrys_nivea@Seq_4	203_3	OG5520	yHMPu5000034749_Lipomyces_mesembrius@Seq_1447	augustus_masked-NODE_1208_length_3708_cov_3.21599_ID_2415-processed-gene-0.2-mRNA-1_1 gene=augustus_masked-NODE_1208_length_3708_cov_3.21599_ID_2415-processed-gene-0.2 CDS=1-1755	gene=augustus_masked-NODE_1208_length_3708_cov_3.21599_ID_2415-processed-gene-0.2 CDS=1-1755	yHMPu5000034673_Blastobotrys_nivea
4	yHMPu5000034673_Blastobotrys_nivea@Seq_5	203_4	OG1619	Saccharomyces_cerevisiae@YMR241W	maker-NODE_540_length_5239_cov_2.76427_ID_1079-augustus-gene-0.5-mRNA-1_1 gene=maker-NODE_540_length_5239_cov_2.76427_ID_1079-augustus-gene-0.5 CDS=1-954	gene=maker-NODE_540_length_5239_cov_2.76427_ID_1079-augustus-gene-0.5 CDS=1-954	yHMPu5000034673_Blastobotrys_nivea
5	yHMPu5000034673_Blastobotrys_nivea@Seq_6	203_5	OG220346	yHMPu5000034673_Blastobotrys_nivea@Seq_6	augustus_masked-NODE_1576_length_3155_cov_3.25516_ID_3151-processed-gene-0.6-mRNA-1_1 gene=augustus_masked-NODE_1576_length_3155_cov_3.25516_ID_3151-processed-gene-0.6 CDS=1-396	gene=augustus_masked-NODE_1576_length_3155_cov_3.25516_ID_3151-processed-gene-0.6 CDS=1-396	yHMPu5000034673_Blastobotrys_nivea
6	yHMPu5000034673_Blastobotrys_nivea@Seq_7	203_6	OG147475	yHMPu5000034673_Blastobotrys_nivea@Seq_7	augustus_masked-NODE_2507_length_2227_cov_3.04236_ID_5013-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-NODE_2507_length_2227_cov_3.04236_ID_5013-processed-gene-0.1 CDS=1-1827	gene=augustus_masked-NODE_2507_length_2227_cov_3.04236_ID_5013-processed-gene-0.1 CDS=1-1827	yHMPu5000034673_Blastobotrys_nivea
7	yHMPu5000034673_Blastobotrys_nivea@Seq_8	203_7	OG53113	yHMPu5000034673_Blastobotrys_nivea@Seq_8	snap_masked-NODE_3374_length_1673_cov_2.50433_ID_6747-processed-gene-0.1-mRNA-1_1 gene=snap_masked-NODE_3374_length_1673_cov_2.50433_ID_6747-processed-gene-0.1 CDS=1-306	gene=snap_masked-NODE_3374_length_1673_cov_2.50433_ID_6747-processed-gene-0.1 CDS=1-306	yHMPu5000034673_Blastobotrys_nivea
8	yHMPu5000034673_Blastobotrys_nivea@Seq_9	203_8	OG1515	Saccharomyces_cerevisiae@YHR112C	augustus_masked-NODE_1391_length_3414_cov_3.70259_ID_2781-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-NODE_1391_length_3414_cov_3.70259_ID_2781-processed-gene-0.1 CDS=1-1044	gene=augustus_masked-NODE_1391_length_3414_cov_3.70259_ID_2781-processed-gene-0.1 CDS=1-1044	yHMPu5000034673_Blastobotrys_nivea
9	yHMPu5000034673_Blastobotrys_nivea@Seq_10	203_9	OG4767	Metschnikowia_lockheadii@Seq_4766	maker-NODE_653_length_4924_cov_2.97022_ID_1305-augustus-gene-0.4-mRNA-1_1 gene=maker-NODE_653_length_4924_cov_2.97022_ID_1305-augustus-gene-0.4 CDS=1-477	gene=maker-NODE_653_length_4924_cov_2.97022_ID_1305-augustus-gene-0.4 CDS=1-477	yHMPu5000034673_Blastobotrys_nivea
