	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034625_Pichia_kudriavzevii@Seq_1	183_0	OG3516	Saccharomyces_cerevisiae@YER118C	genemark-scf7180000023395-processed-gene-2.61-mRNA-1_1 gene=genemark-scf7180000023395-processed-gene-2.61 CDS=1-966	gene=genemark-scf7180000023395-processed-gene-2.61 CDS=1-966	yHMPu5000034625_Pichia_kudriavzevii
1	yHMPu5000034625_Pichia_kudriavzevii@Seq_2	183_1	OG3699	Saccharomyces_cerevisiae@YAL022C	maker-scf7180000023391-augustus-gene-0.90-mRNA-1_1 gene=maker-scf7180000023391-augustus-gene-0.90 CDS=1-1491	gene=maker-scf7180000023391-augustus-gene-0.90 CDS=1-1491	yHMPu5000034625_Pichia_kudriavzevii
2	yHMPu5000034625_Pichia_kudriavzevii@Seq_3	183_2	OG3881	Saccharomyces_cerevisiae@YOR089C	genemark-scf7180000022358-processed-gene-0.11-mRNA-1_1 gene=genemark-scf7180000022358-processed-gene-0.11 CDS=1-651	gene=genemark-scf7180000022358-processed-gene-0.11 CDS=1-651	yHMPu5000034625_Pichia_kudriavzevii
3	yHMPu5000034625_Pichia_kudriavzevii@Seq_4	183_3	OG6758	Komagataella_pastoris@Seq_2383	genemark-scf7180000023375-processed-gene-0.52-mRNA-1_1 gene=genemark-scf7180000023375-processed-gene-0.52 CDS=1-321	gene=genemark-scf7180000023375-processed-gene-0.52 CDS=1-321	yHMPu5000034625_Pichia_kudriavzevii
4	yHMPu5000034625_Pichia_kudriavzevii@Seq_5	183_4	OG3015	Saccharomyces_cerevisiae@YNL185C	genemark-scf7180000023322-processed-gene-0.50-mRNA-1_1 gene=genemark-scf7180000023322-processed-gene-0.50 CDS=1-453	gene=genemark-scf7180000023322-processed-gene-0.50 CDS=1-453	yHMPu5000034625_Pichia_kudriavzevii
5	yHMPu5000034625_Pichia_kudriavzevii@Seq_6	183_5	OG1041	Saccharomyces_cerevisiae@YKL157W	genemark-scf7180000023358-processed-gene-0.83-mRNA-1_1 gene=genemark-scf7180000023358-processed-gene-0.83 CDS=1-2598	gene=genemark-scf7180000023358-processed-gene-0.83 CDS=1-2598	yHMPu5000034625_Pichia_kudriavzevii
6	yHMPu5000034625_Pichia_kudriavzevii@Seq_7	183_6	OG24227	yHMPu5000034627_Pichia_heedii@Seq_2469	augustus_masked-scf7180000023347-processed-gene-0.48-mRNA-1_1 gene=augustus_masked-scf7180000023347-processed-gene-0.48 CDS=1-654	gene=augustus_masked-scf7180000023347-processed-gene-0.48 CDS=1-654	yHMPu5000034625_Pichia_kudriavzevii
7	yHMPu5000034625_Pichia_kudriavzevii@Seq_8	183_7	OG3216	Saccharomyces_cerevisiae@YHR084W	genemark-scf7180000023347-processed-gene-1.49-mRNA-1_1 gene=genemark-scf7180000023347-processed-gene-1.49 CDS=1-2124	gene=genemark-scf7180000023347-processed-gene-1.49 CDS=1-2124	yHMPu5000034625_Pichia_kudriavzevii
8	yHMPu5000034625_Pichia_kudriavzevii@Seq_9	183_8	OG4467	Saccharomyces_cerevisiae@YHR034C	genemark-scf7180000023320-processed-gene-0.8-mRNA-1_1 gene=genemark-scf7180000023320-processed-gene-0.8 CDS=1-1014	gene=genemark-scf7180000023320-processed-gene-0.8 CDS=1-1014	yHMPu5000034625_Pichia_kudriavzevii
9	yHMPu5000034625_Pichia_kudriavzevii@Seq_10	183_9	OG10490	yHMPu5000035674_Kregervanrija_delftensis@Seq_2090	snap_masked-scf7180000023367-processed-gene-0.14-mRNA-1_1 gene=snap_masked-scf7180000023367-processed-gene-0.14 CDS=1-1380	gene=snap_masked-scf7180000023367-processed-gene-0.14 CDS=1-1380	yHMPu5000034625_Pichia_kudriavzevii
10	yHMPu5000034625_Pichia_kudriavzevii@Seq_11	183_10	OG1362	Saccharomyces_cerevisiae@YJL098W	genemark-scf7180000023199-processed-gene-1.97-mRNA-1_1 gene=genemark-scf7180000023199-processed-gene-1.97 CDS=1-2895	gene=genemark-scf7180000023199-processed-gene-1.97 CDS=1-2895	yHMPu5000034625_Pichia_kudriavzevii
11	yHMPu5000034625_Pichia_kudriavzevii@Seq_12	183_11	OG226561	yHMPu5000034625_Pichia_kudriavzevii@Seq_12	snap_masked-scf7180000023138-processed-gene-0.193-mRNA-1_1 gene=snap_masked-scf7180000023138-processed-gene-0.193 CDS=1-336	gene=snap_masked-scf7180000023138-processed-gene-0.193 CDS=1-336	yHMPu5000034625_Pichia_kudriavzevii
12	yHMPu5000034625_Pichia_kudriavzevii@Seq_13	183_12	OG89462	yHMPu5000034625_Pichia_kudriavzevii@Seq_13	augustus_masked-scf7180000023049-processed-gene-0.2-mRNA-1_1 gene=augustus_masked-scf7180000023049-processed-gene-0.2 CDS=1-285	gene=augustus_masked-scf7180000023049-processed-gene-0.2 CDS=1-285	yHMPu5000034625_Pichia_kudriavzevii
13	yHMPu5000034625_Pichia_kudriavzevii@Seq_14	183_13	OG2789	Saccharomyces_cerevisiae@YMR077C	genemark-scf7180000023367-processed-gene-1.32-mRNA-1_1 gene=genemark-scf7180000023367-processed-gene-1.32 CDS=1-672	gene=genemark-scf7180000023367-processed-gene-1.32 CDS=1-672	yHMPu5000034625_Pichia_kudriavzevii
14	yHMPu5000034625_Pichia_kudriavzevii@Seq_15	183_14	OG229919	yHMPu5000034625_Pichia_kudriavzevii@Seq_15	augustus_masked-scf7180000022465-processed-gene-0.0-mRNA-1_1 gene=augustus_masked-scf7180000022465-processed-gene-0.0 CDS=1-522	gene=augustus_masked-scf7180000022465-processed-gene-0.0 CDS=1-522	yHMPu5000034625_Pichia_kudriavzevii
15	yHMPu5000034625_Pichia_kudriavzevii@Seq_16	183_15	OG1326	Saccharomyces_cerevisiae@YGL056C	genemark-scf7180000023377-processed-gene-0.194-mRNA-1_1 gene=genemark-scf7180000023377-processed-gene-0.194 CDS=1-1500	gene=genemark-scf7180000023377-processed-gene-0.194 CDS=1-1500	yHMPu5000034625_Pichia_kudriavzevii
