	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Kazachstania_africana@Seq_1	48_0	OG142575	Kazachstania_africana@Seq_1	augustus_masked-scaffold_2-processed-gene-8.113-mRNA-1_1 gene=augustus_masked-scaffold_2-processed-gene-8.113 CDS=1-1173	gene=augustus_masked-scaffold_2-processed-gene-8.113 CDS=1-1173	Kazachstania_africana
1	Kazachstania_africana@Seq_2	48_1	OG1054	Saccharomyces_cerevisiae@YGR240C	genemark-scaffold_2-processed-gene-9.48-mRNA-1_1 gene=genemark-scaffold_2-processed-gene-9.48 CDS=1-2961	gene=genemark-scaffold_2-processed-gene-9.48 CDS=1-2961	Kazachstania_africana
2	Kazachstania_africana@Seq_3	48_2	OG1485	Saccharomyces_cerevisiae@YOR185C	genemark-scaffold_1-processed-gene-9.22-mRNA-1_1 gene=genemark-scaffold_1-processed-gene-9.22 CDS=1-657	gene=genemark-scaffold_1-processed-gene-9.22 CDS=1-657	Kazachstania_africana
3	Kazachstania_africana@Seq_4	48_3	OG3211	Saccharomyces_cerevisiae@YLR262C	genemark-scaffold_1-processed-gene-10.33-mRNA-1_1 gene=genemark-scaffold_1-processed-gene-10.33 CDS=1-840	gene=genemark-scaffold_1-processed-gene-10.33 CDS=1-840	Kazachstania_africana
4	Kazachstania_africana@Seq_5	48_4	OG1093	Saccharomyces_cerevisiae@YDR224C	genemark-scaffold_6-processed-gene-4.143-mRNA-1_1 gene=genemark-scaffold_6-processed-gene-4.143 CDS=1-393	gene=genemark-scaffold_6-processed-gene-4.143 CDS=1-393	Kazachstania_africana
5	Kazachstania_africana@Seq_6	48_5	OG5785	Saccharomyces_cerevisiae@YGR212W	augustus_masked-scaffold_2-processed-gene-8.115-mRNA-1_1 gene=augustus_masked-scaffold_2-processed-gene-8.115 CDS=1-1422	gene=augustus_masked-scaffold_2-processed-gene-8.115 CDS=1-1422	Kazachstania_africana
6	Kazachstania_africana@Seq_7	48_6	OG2730	Saccharomyces_cerevisiae@YOR286W	genemark-scaffold_2-processed-gene-7.52-mRNA-1_1 gene=genemark-scaffold_2-processed-gene-7.52 CDS=1-450	gene=genemark-scaffold_2-processed-gene-7.52 CDS=1-450	Kazachstania_africana
7	Kazachstania_africana@Seq_8	48_7	OG1873	Saccharomyces_cerevisiae@YOL127W	genemark-scaffold_1-processed-gene-16.65-mRNA-1_1 gene=genemark-scaffold_1-processed-gene-16.65 CDS=1-1026	gene=genemark-scaffold_1-processed-gene-16.65 CDS=1-1026	Kazachstania_africana
8	Kazachstania_africana@Seq_9	48_8	OG2167	Saccharomyces_cerevisiae@YLR176C	genemark-scaffold_8-processed-gene-6.136-mRNA-1_1 gene=genemark-scaffold_8-processed-gene-6.136 CDS=1-2091	gene=genemark-scaffold_8-processed-gene-6.136 CDS=1-2091	Kazachstania_africana
9	Kazachstania_africana@Seq_10	48_9	OG2075	Saccharomyces_cerevisiae@YBL032W	genemark-scaffold_8-processed-gene-2.63-mRNA-1_1 gene=genemark-scaffold_8-processed-gene-2.63 CDS=1-1077	gene=genemark-scaffold_8-processed-gene-2.63 CDS=1-1077	Kazachstania_africana
