	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Lachancea_mirantina@Seq_1	61_0	OG4251	Saccharomyces_cerevisiae@YPR079W	genemark-LAMI0D-processed-gene-8.101-mRNA-1_1 gene=genemark-LAMI0D-processed-gene-8.101 CDS=1-1035	gene=genemark-LAMI0D-processed-gene-8.101 CDS=1-1035	Lachancea_mirantina
1	Lachancea_mirantina@Seq_2	61_1	OG1193	Saccharomyces_cerevisiae@YPL281C	genemark-LAMI0B-processed-gene-5.38-mRNA-1_1 gene=genemark-LAMI0B-processed-gene-5.38 CDS=1-1332	gene=genemark-LAMI0B-processed-gene-5.38 CDS=1-1332	Lachancea_mirantina
2	Lachancea_mirantina@Seq_3	61_2	OG6812	Saccharomyces_cerevisiae@YOR083W	snap_masked-LAMI0C-processed-gene-2.101-mRNA-1_1 gene=snap_masked-LAMI0C-processed-gene-2.101 CDS=1-1050	gene=snap_masked-LAMI0C-processed-gene-2.101 CDS=1-1050	Lachancea_mirantina
3	Lachancea_mirantina@Seq_4	61_3	OG4792	Saccharomyces_cerevisiae@YLR016C	genemark-LAMI0F-processed-gene-10.32-mRNA-1_1 gene=genemark-LAMI0F-processed-gene-10.32 CDS=1-624	gene=genemark-LAMI0F-processed-gene-10.32 CDS=1-624	Lachancea_mirantina
4	Lachancea_mirantina@Seq_5	61_4	OG3831	Saccharomyces_cerevisiae@YBL019W	genemark-LAMI0H-processed-gene-11.120-mRNA-1_1 gene=genemark-LAMI0H-processed-gene-11.120 CDS=1-1476	gene=genemark-LAMI0H-processed-gene-11.120 CDS=1-1476	Lachancea_mirantina
5	Lachancea_mirantina@Seq_6	61_5	OG7421	Saccharomyces_cerevisiae@YDR369C	augustus_masked-LAMI0E-processed-gene-12.10-mRNA-1_1 gene=augustus_masked-LAMI0E-processed-gene-12.10 CDS=1-2409	gene=augustus_masked-LAMI0E-processed-gene-12.10 CDS=1-2409	Lachancea_mirantina
6	Lachancea_mirantina@Seq_7	61_6	OG2800	Saccharomyces_cerevisiae@YPL002C	genemark-LAMI0F-processed-gene-11.126-mRNA-1_1 gene=genemark-LAMI0F-processed-gene-11.126 CDS=1-705	gene=genemark-LAMI0F-processed-gene-11.126 CDS=1-705	Lachancea_mirantina
7	Lachancea_mirantina@Seq_8	61_7	OG2296	Saccharomyces_cerevisiae@YAL013W	genemark-LAMI0F-processed-gene-6.106-mRNA-1_1 gene=genemark-LAMI0F-processed-gene-6.106 CDS=1-1614	gene=genemark-LAMI0F-processed-gene-6.106 CDS=1-1614	Lachancea_mirantina
8	Lachancea_mirantina@Seq_9	61_8	OG6716	Saccharomyces_cerevisiae@YIL071C	augustus_masked-LAMI0E-processed-gene-9.16-mRNA-1_1 gene=augustus_masked-LAMI0E-processed-gene-9.16 CDS=1-1248	gene=augustus_masked-LAMI0E-processed-gene-9.16 CDS=1-1248	Lachancea_mirantina
9	Lachancea_mirantina@Seq_10	61_9	OG3482	Saccharomyces_cerevisiae@YBR103W	genemark-LAMI0E-processed-gene-8.126-mRNA-1_1 gene=genemark-LAMI0E-processed-gene-8.126 CDS=1-1536	gene=genemark-LAMI0E-processed-gene-8.126 CDS=1-1536	Lachancea_mirantina
