	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034757_Lipomyces_doorenjongii@Seq_1	213_0	OG3516	Saccharomyces_cerevisiae@YER118C	maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-3.16-mRNA-1_1 gene=maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-3.16 CDS=1-1098	gene=maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-3.16 CDS=1-1098	yHMPu5000034757_Lipomyces_doorenjongii
1	yHMPu5000034757_Lipomyces_doorenjongii@Seq_2	213_1	OG1074	Saccharomyces_cerevisiae@YKL209C	maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-3.174-mRNA-1_1 gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-3.174 CDS=1-3900	gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-3.174 CDS=1-3900	yHMPu5000034757_Lipomyces_doorenjongii
2	yHMPu5000034757_Lipomyces_doorenjongii@Seq_3	213_2	OG2055	Saccharomyces_cerevisiae@YGL094C	snap_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-2.120-mRNA-1_1 gene=snap_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-2.120 CDS=1-3498	gene=snap_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-2.120 CDS=1-3498	yHMPu5000034757_Lipomyces_doorenjongii
3	yHMPu5000034757_Lipomyces_doorenjongii@Seq_4	213_3	OG6412	Arthrobotrys_oligospora@Seq_1756	maker-NODE_48_length_23107_cov_47.1494_ID_95-augustus-gene-0.16-mRNA-1_1 gene=maker-NODE_48_length_23107_cov_47.1494_ID_95-augustus-gene-0.16 CDS=1-1686	gene=maker-NODE_48_length_23107_cov_47.1494_ID_95-augustus-gene-0.16 CDS=1-1686	yHMPu5000034757_Lipomyces_doorenjongii
4	yHMPu5000034757_Lipomyces_doorenjongii@Seq_5	213_4	OG220978	yHMPu5000034757_Lipomyces_doorenjongii@Seq_5	snap_masked-NODE_18_length_224789_cov_39.7186_ID_35-processed-gene-0.14-mRNA-1_1 gene=snap_masked-NODE_18_length_224789_cov_39.7186_ID_35-processed-gene-0.14 CDS=1-207	gene=snap_masked-NODE_18_length_224789_cov_39.7186_ID_35-processed-gene-0.14 CDS=1-207	yHMPu5000034757_Lipomyces_doorenjongii
5	yHMPu5000034757_Lipomyces_doorenjongii@Seq_6	213_5	OG11401	Aspergillus_nidulans@Seq_10286	maker-NODE_10_length_435637_cov_39.4802_ID_19-augustus-gene-3.148-mRNA-1_1 gene=maker-NODE_10_length_435637_cov_39.4802_ID_19-augustus-gene-3.148 CDS=1-3006	gene=maker-NODE_10_length_435637_cov_39.4802_ID_19-augustus-gene-3.148 CDS=1-3006	yHMPu5000034757_Lipomyces_doorenjongii
6	yHMPu5000034757_Lipomyces_doorenjongii@Seq_7	213_6	OG1074	Saccharomyces_cerevisiae@YKL209C	maker-NODE_17_length_258504_cov_40.0266_ID_33-snap-gene-0.50-mRNA-1_1 gene=maker-NODE_17_length_258504_cov_40.0266_ID_33-snap-gene-0.50 CDS=1-8028	gene=maker-NODE_17_length_258504_cov_40.0266_ID_33-snap-gene-0.50 CDS=1-8028	yHMPu5000034757_Lipomyces_doorenjongii
7	yHMPu5000034757_Lipomyces_doorenjongii@Seq_8	213_7	OG3985	Saccharomyces_cerevisiae@YIR009W	maker-NODE_26_length_149516_cov_39.4994_ID_51-snap-gene-0.85-mRNA-1_1 gene=maker-NODE_26_length_149516_cov_39.4994_ID_51-snap-gene-0.85 CDS=1-399	gene=maker-NODE_26_length_149516_cov_39.4994_ID_51-snap-gene-0.85 CDS=1-399	yHMPu5000034757_Lipomyces_doorenjongii
8	yHMPu5000034757_Lipomyces_doorenjongii@Seq_9	213_8	OG75917	yHMPu5000034757_Lipomyces_doorenjongii@Seq_9	snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-2.7-mRNA-1_1 gene=snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-2.7 CDS=1-231	gene=snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-2.7 CDS=1-231	yHMPu5000034757_Lipomyces_doorenjongii
9	yHMPu5000034757_Lipomyces_doorenjongii@Seq_10	213_9	OG2176	Saccharomyces_cerevisiae@YMR244W	augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-0.22-mRNA-1_1 gene=augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-0.22 CDS=1-2175	gene=augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-0.22 CDS=1-2175	yHMPu5000034757_Lipomyces_doorenjongii
