	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Candida_sojae@Seq_1	25_0	OG158112	Candida_sojae@Seq_1	snap_masked-LMTL01000011.1-processed-gene-0.67-mRNA-1_1 gene=snap_masked-LMTL01000011.1-processed-gene-0.67 CDS=1-327	gene=snap_masked-LMTL01000011.1-processed-gene-0.67 CDS=1-327	Candida_sojae
1	Candida_sojae@Seq_2	25_1	OG4657	Saccharomyces_cerevisiae@YBR280C	augustus_masked-LMTL01000078.1-processed-gene-0.24-mRNA-1_1 gene=augustus_masked-LMTL01000078.1-processed-gene-0.24 CDS=1-1833	gene=augustus_masked-LMTL01000078.1-processed-gene-0.24 CDS=1-1833	Candida_sojae
2	Candida_sojae@Seq_3	25_2	OG3340	Saccharomyces_cerevisiae@YML094W	augustus_masked-LMTL01000064.1-processed-gene-0.83-mRNA-1_1 gene=augustus_masked-LMTL01000064.1-processed-gene-0.83 CDS=1-471	gene=augustus_masked-LMTL01000064.1-processed-gene-0.83 CDS=1-471	Candida_sojae
3	Candida_sojae@Seq_4	25_3	OG1034	Saccharomyces_cerevisiae@YHR186C	augustus_masked-LMTL01000055.1-processed-gene-0.20-mRNA-1_1 gene=augustus_masked-LMTL01000055.1-processed-gene-0.20 CDS=1-4188	gene=augustus_masked-LMTL01000055.1-processed-gene-0.20 CDS=1-4188	Candida_sojae
4	Candida_sojae@Seq_5	25_4	OG110457	Candida_sojae@Seq_5	snap_masked-LMTL01000030.1-processed-gene-0.96-mRNA-1_1 gene=snap_masked-LMTL01000030.1-processed-gene-0.96 CDS=1-318	gene=snap_masked-LMTL01000030.1-processed-gene-0.96 CDS=1-318	Candida_sojae
5	Candida_sojae@Seq_6	25_5	OG1344	Saccharomyces_cerevisiae@YLR324W	augustus_masked-LMTL01000226.1-processed-gene-0.45-mRNA-1_1 gene=augustus_masked-LMTL01000226.1-processed-gene-0.45 CDS=1-1440	gene=augustus_masked-LMTL01000226.1-processed-gene-0.45 CDS=1-1440	Candida_sojae
6	Candida_sojae@Seq_7	25_6	OG3090	Saccharomyces_cerevisiae@YBR034C	augustus_masked-LMTL01000125.1-processed-gene-0.77-mRNA-1_1 gene=augustus_masked-LMTL01000125.1-processed-gene-0.77 CDS=1-1017	gene=augustus_masked-LMTL01000125.1-processed-gene-0.77 CDS=1-1017	Candida_sojae
7	Candida_sojae@Seq_8	25_7	OG2437	Saccharomyces_cerevisiae@YLR344W	augustus_masked-LMTL01000001.1-processed-gene-1.143-mRNA-1_1 gene=augustus_masked-LMTL01000001.1-processed-gene-1.143 CDS=1-381	gene=augustus_masked-LMTL01000001.1-processed-gene-1.143 CDS=1-381	Candida_sojae
8	Candida_sojae@Seq_9	25_8	OG36767	Candida_sojae@Seq_9	snap_masked-LMTL01000124.1-processed-gene-0.12-mRNA-1_1 gene=snap_masked-LMTL01000124.1-processed-gene-0.12 CDS=1-1233	gene=snap_masked-LMTL01000124.1-processed-gene-0.12 CDS=1-1233	Candida_sojae
9	Candida_sojae@Seq_10	25_9	OG14008	Candida_sojae@Seq_10	augustus_masked-LMTL01000300.1-processed-gene-0.3-mRNA-1_1 gene=augustus_masked-LMTL01000300.1-processed-gene-0.3 CDS=1-2361	gene=augustus_masked-LMTL01000300.1-processed-gene-0.3 CDS=1-2361	Candida_sojae
