	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Hanseniaspora_vinae@Seq_1	46_0	OG1001	Saccharomyces_cerevisiae@YDR508C	augustus_masked-JFAV02000133.1-processed-gene-0.123-mRNA-1_1 gene=augustus_masked-JFAV02000133.1-processed-gene-0.123 CDS=1-8949	gene=augustus_masked-JFAV02000133.1-processed-gene-0.123 CDS=1-8949	Hanseniaspora_vinae
1	Hanseniaspora_vinae@Seq_2	46_1	OG2611	Saccharomyces_cerevisiae@YNL139C	snap_masked-JFAV02000137.1-processed-gene-0.84-mRNA-1_1 gene=snap_masked-JFAV02000137.1-processed-gene-0.84 CDS=1-5004	gene=snap_masked-JFAV02000137.1-processed-gene-0.84 CDS=1-5004	Hanseniaspora_vinae
2	Hanseniaspora_vinae@Seq_3	46_2	OG26496	Hanseniaspora_vinae@Seq_2321	augustus_masked-JFAV02000201.1-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-JFAV02000201.1-processed-gene-0.1 CDS=1-2262	gene=augustus_masked-JFAV02000201.1-processed-gene-0.1 CDS=1-2262	Hanseniaspora_vinae
3	Hanseniaspora_vinae@Seq_4	46_3	OG5212	yHMPu5000041840_Candida_wancherniae@Seq_1782	augustus_masked-JFAV02000166.1-processed-gene-0.34-mRNA-1_1 gene=augustus_masked-JFAV02000166.1-processed-gene-0.34 CDS=1-3303	gene=augustus_masked-JFAV02000166.1-processed-gene-0.34 CDS=1-3303	Hanseniaspora_vinae
4	Hanseniaspora_vinae@Seq_5	46_4	OG4222	Saccharomyces_cerevisiae@YNL237W	augustus_masked-JFAV02000285.1-processed-gene-0.56-mRNA-1_1 gene=augustus_masked-JFAV02000285.1-processed-gene-0.56 CDS=1-1221	gene=augustus_masked-JFAV02000285.1-processed-gene-0.56 CDS=1-1221	Hanseniaspora_vinae
5	Hanseniaspora_vinae@Seq_6	46_5	OG2965	Saccharomyces_cerevisiae@YLR201C	augustus_masked-JFAV02000235.1-processed-gene-0.13-mRNA-1_1 gene=augustus_masked-JFAV02000235.1-processed-gene-0.13 CDS=1-744	gene=augustus_masked-JFAV02000235.1-processed-gene-0.13 CDS=1-744	Hanseniaspora_vinae
6	Hanseniaspora_vinae@Seq_7	46_6	OG44928	Hanseniaspora_vinae@Seq_7	augustus_masked-JFAV02000248.1-processed-gene-0.4-mRNA-1_1 gene=augustus_masked-JFAV02000248.1-processed-gene-0.4 CDS=1-1116	gene=augustus_masked-JFAV02000248.1-processed-gene-0.4 CDS=1-1116	Hanseniaspora_vinae
7	Hanseniaspora_vinae@Seq_8	46_7	OG2641	Saccharomyces_cerevisiae@YBR171W	augustus_masked-JFAV02000152.1-processed-gene-1.8-mRNA-1_1 gene=augustus_masked-JFAV02000152.1-processed-gene-1.8 CDS=1-588	gene=augustus_masked-JFAV02000152.1-processed-gene-1.8 CDS=1-588	Hanseniaspora_vinae
8	Hanseniaspora_vinae@Seq_9	46_8	OG2657	Saccharomyces_cerevisiae@YBL020W	augustus_masked-JFAV02000265.1-processed-gene-0.60-mRNA-1_1 gene=augustus_masked-JFAV02000265.1-processed-gene-0.60 CDS=1-1755	gene=augustus_masked-JFAV02000265.1-processed-gene-0.60 CDS=1-1755	Hanseniaspora_vinae
9	Hanseniaspora_vinae@Seq_10	46_9	OG2076	Saccharomyces_cerevisiae@YML061C	augustus_masked-JFAV02000141.1-processed-gene-1.128-mRNA-1_1 gene=augustus_masked-JFAV02000141.1-processed-gene-1.128 CDS=1-2784	gene=augustus_masked-JFAV02000141.1-processed-gene-1.128 CDS=1-2784	Hanseniaspora_vinae
