	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Torulaspora_delbrueckii@Seq_1	135_0	OG6490	Saccharomyces_cerevisiae@YER030W	snap_masked-scaffold_4-processed-gene-10.123-mRNA-1_1 gene=snap_masked-scaffold_4-processed-gene-10.123 CDS=1-408	gene=snap_masked-scaffold_4-processed-gene-10.123 CDS=1-408	Torulaspora_delbrueckii
1	Torulaspora_delbrueckii@Seq_2	135_1	OG2967	Saccharomyces_cerevisiae@YJL091C	snap_masked-scaffold_4-processed-gene-2.75-mRNA-1_1 gene=snap_masked-scaffold_4-processed-gene-2.75 CDS=1-1452	gene=snap_masked-scaffold_4-processed-gene-2.75 CDS=1-1452	Torulaspora_delbrueckii
2	Torulaspora_delbrueckii@Seq_3	135_2	OG2558	Saccharomyces_cerevisiae@YGR135W	maker-scaffold_4-augustus-gene-10.152-mRNA-1_1 gene=maker-scaffold_4-augustus-gene-10.152 CDS=1-1722	gene=maker-scaffold_4-augustus-gene-10.152 CDS=1-1722	Torulaspora_delbrueckii
3	Torulaspora_delbrueckii@Seq_4	135_3	OG2034	Saccharomyces_cerevisiae@YPR019W	maker-scaffold_6-augustus-gene-2.96-mRNA-1_1 gene=maker-scaffold_6-augustus-gene-2.96 CDS=1-4749	gene=maker-scaffold_6-augustus-gene-2.96 CDS=1-4749	Torulaspora_delbrueckii
4	Torulaspora_delbrueckii@Seq_5	135_4	OG11552	Zygosaccharomyces_rouxii@Seq_3287	snap_masked-scaffold_4-processed-gene-10.129-mRNA-1_1 gene=snap_masked-scaffold_4-processed-gene-10.129 CDS=1-1053	gene=snap_masked-scaffold_4-processed-gene-10.129 CDS=1-1053	Torulaspora_delbrueckii
5	Torulaspora_delbrueckii@Seq_6	135_5	OG3385	Saccharomyces_cerevisiae@YKL074C	augustus_masked-scaffold_2-processed-gene-12.114-mRNA-1_1 gene=augustus_masked-scaffold_2-processed-gene-12.114 CDS=1-1515	gene=augustus_masked-scaffold_2-processed-gene-12.114 CDS=1-1515	Torulaspora_delbrueckii
6	Torulaspora_delbrueckii@Seq_7	135_6	OG2083	Saccharomyces_cerevisiae@YHR076W	snap_masked-scaffold_5-processed-gene-5.85-mRNA-1_1 gene=snap_masked-scaffold_5-processed-gene-5.85 CDS=1-1104	gene=snap_masked-scaffold_5-processed-gene-5.85 CDS=1-1104	Torulaspora_delbrueckii
7	Torulaspora_delbrueckii@Seq_8	135_7	OG2118	Saccharomyces_cerevisiae@YPL235W	snap_masked-scaffold_1-processed-gene-11.54-mRNA-1_1 gene=snap_masked-scaffold_1-processed-gene-11.54 CDS=1-1407	gene=snap_masked-scaffold_1-processed-gene-11.54 CDS=1-1407	Torulaspora_delbrueckii
8	Torulaspora_delbrueckii@Seq_9	135_8	OG1956	Saccharomyces_cerevisiae@YOR150W	snap_masked-scaffold_1-processed-gene-6.19-mRNA-1_1 gene=snap_masked-scaffold_1-processed-gene-6.19 CDS=1-492	gene=snap_masked-scaffold_1-processed-gene-6.19 CDS=1-492	Torulaspora_delbrueckii
9	Torulaspora_delbrueckii@Seq_10	135_9	OG3401	Saccharomyces_cerevisiae@YBR220C	snap_masked-scaffold_7-processed-gene-6.24-mRNA-1_1 gene=snap_masked-scaffold_7-processed-gene-6.24 CDS=1-1656	gene=snap_masked-scaffold_7-processed-gene-6.24 CDS=1-1656	Torulaspora_delbrueckii
