	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_1	221_0	OG6166	Saccharomyces_cerevisiae@YBR131W	snap_masked-flattened_line_61-processed-gene-0.58-mRNA-1_1 gene=snap_masked-flattened_line_61-processed-gene-0.58 CDS=1-2043	gene=snap_masked-flattened_line_61-processed-gene-0.58 CDS=1-2043	yHMPu5000034876_Tetrapisispora_iriomotensis
1	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_2	221_1	OG1656	Saccharomyces_cerevisiae@YDL185W	augustus_masked-flattened_line_53-processed-gene-0.45-mRNA-1_1 gene=augustus_masked-flattened_line_53-processed-gene-0.45 CDS=1-1851	gene=augustus_masked-flattened_line_53-processed-gene-0.45 CDS=1-1851	yHMPu5000034876_Tetrapisispora_iriomotensis
2	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_3	221_2	OG3597	Saccharomyces_cerevisiae@YPL188W	snap_masked-flattened_line_11-processed-gene-1.114-mRNA-1_1 gene=snap_masked-flattened_line_11-processed-gene-1.114 CDS=1-1311	gene=snap_masked-flattened_line_11-processed-gene-1.114 CDS=1-1311	yHMPu5000034876_Tetrapisispora_iriomotensis
3	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_4	221_3	OG4072	Saccharomyces_cerevisiae@YLR025W	augustus_masked-flattened_line_59-processed-gene-0.11-mRNA-1_1 gene=augustus_masked-flattened_line_59-processed-gene-0.11 CDS=1-729	gene=augustus_masked-flattened_line_59-processed-gene-0.11 CDS=1-729	yHMPu5000034876_Tetrapisispora_iriomotensis
4	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_5	221_4	OG5450	Saccharomyces_cerevisiae@YGR097W	augustus_masked-flattened_line_21-processed-gene-2.178-mRNA-1_1 gene=augustus_masked-flattened_line_21-processed-gene-2.178 CDS=1-3558	gene=augustus_masked-flattened_line_21-processed-gene-2.178 CDS=1-3558	yHMPu5000034876_Tetrapisispora_iriomotensis
5	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_6	221_5	OG32914	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_6	snap_masked-flattened_line_39-processed-gene-1.39-mRNA-1_1 gene=snap_masked-flattened_line_39-processed-gene-1.39 CDS=1-639	gene=snap_masked-flattened_line_39-processed-gene-1.39 CDS=1-639	yHMPu5000034876_Tetrapisispora_iriomotensis
6	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_7	221_6	OG1641	Saccharomyces_cerevisiae@YLR336C	augustus_masked-flattened_line_39-processed-gene-1.155-mRNA-1_1 gene=augustus_masked-flattened_line_39-processed-gene-1.155 CDS=1-2988	gene=augustus_masked-flattened_line_39-processed-gene-1.155 CDS=1-2988	yHMPu5000034876_Tetrapisispora_iriomotensis
7	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_8	221_7	OG8334	Vanderwaltozyma_polyspora@Seq_3668	snap_masked-flattened_line_31-processed-gene-0.62-mRNA-1_1 gene=snap_masked-flattened_line_31-processed-gene-0.62 CDS=1-1266	gene=snap_masked-flattened_line_31-processed-gene-0.62 CDS=1-1266	yHMPu5000034876_Tetrapisispora_iriomotensis
8	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_9	221_8	OG4503	Saccharomyces_cerevisiae@YNL190W	augustus_masked-flattened_line_9-processed-gene-4.72-mRNA-1_1 gene=augustus_masked-flattened_line_9-processed-gene-4.72 CDS=1-573	gene=augustus_masked-flattened_line_9-processed-gene-4.72 CDS=1-573	yHMPu5000034876_Tetrapisispora_iriomotensis
9	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_10	221_9	OG1312	Saccharomyces_cerevisiae@YLR285W	augustus_masked-flattened_line_29-processed-gene-1.26-mRNA-1_1 gene=augustus_masked-flattened_line_29-processed-gene-1.26 CDS=1-813	gene=augustus_masked-flattened_line_29-processed-gene-1.26 CDS=1-813	yHMPu5000034876_Tetrapisispora_iriomotensis
10	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_11	221_10	OG27282	yHMPu5000034877_Tetrapisispora_namnaonensis@Seq_2492	augustus_masked-flattened_line_13-processed-gene-2.107-mRNA-1_1 gene=augustus_masked-flattened_line_13-processed-gene-2.107 CDS=1-1053	gene=augustus_masked-flattened_line_13-processed-gene-2.107 CDS=1-1053	yHMPu5000034876_Tetrapisispora_iriomotensis
11	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_12	221_11	OG14201	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_3314	augustus_masked-flattened_line_834-processed-gene-0.0-mRNA-1_1 gene=augustus_masked-flattened_line_834-processed-gene-0.0 CDS=1-216	gene=augustus_masked-flattened_line_834-processed-gene-0.0 CDS=1-216	yHMPu5000034876_Tetrapisispora_iriomotensis
12	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_13	221_12	OG7300	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_872	augustus_masked-flattened_line_1036-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-flattened_line_1036-processed-gene-0.1 CDS=1-201	gene=augustus_masked-flattened_line_1036-processed-gene-0.1 CDS=1-201	yHMPu5000034876_Tetrapisispora_iriomotensis
13	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_14	221_13	OG20057	Vanderwaltozyma_polyspora@Seq_5585	augustus_masked-flattened_line_0-processed-gene-1.83-mRNA-1_1 gene=augustus_masked-flattened_line_0-processed-gene-1.83 CDS=1-2610	gene=augustus_masked-flattened_line_0-processed-gene-1.83 CDS=1-2610	yHMPu5000034876_Tetrapisispora_iriomotensis
14	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_15	221_14	OG1295	Saccharomyces_cerevisiae@YNL299W	augustus_masked-flattened_line_17-processed-gene-0.16-mRNA-1_1 gene=augustus_masked-flattened_line_17-processed-gene-0.16 CDS=1-2043	gene=augustus_masked-flattened_line_17-processed-gene-0.16 CDS=1-2043	yHMPu5000034876_Tetrapisispora_iriomotensis
15	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_16	221_15	OG7300	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_872	augustus_masked-flattened_line_788-processed-gene-0.1-mRNA-1_1 gene=augustus_masked-flattened_line_788-processed-gene-0.1 CDS=1-216	gene=augustus_masked-flattened_line_788-processed-gene-0.1 CDS=1-216	yHMPu5000034876_Tetrapisispora_iriomotensis
16	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_17	221_16	OG2904	Saccharomyces_cerevisiae@YLR004C	augustus_masked-flattened_line_87-processed-gene-0.16-mRNA-1_1 gene=augustus_masked-flattened_line_87-processed-gene-0.16 CDS=1-1668	gene=augustus_masked-flattened_line_87-processed-gene-0.16 CDS=1-1668	yHMPu5000034876_Tetrapisispora_iriomotensis
17	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_18	221_17	OG1072	Saccharomyces_cerevisiae@YPL088W	genemark-flattened_line_33-processed-gene-1.220-mRNA-1_1 gene=genemark-flattened_line_33-processed-gene-1.220 CDS=1-945	gene=genemark-flattened_line_33-processed-gene-1.220 CDS=1-945	yHMPu5000034876_Tetrapisispora_iriomotensis
18	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_19	221_18	OG1531	Saccharomyces_cerevisiae@YJL191W	augustus_masked-flattened_line_61-processed-gene-0.24-mRNA-1_1 gene=augustus_masked-flattened_line_61-processed-gene-0.24 CDS=1-408	gene=augustus_masked-flattened_line_61-processed-gene-0.24 CDS=1-408	yHMPu5000034876_Tetrapisispora_iriomotensis
19	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_20	221_19	OG2837	Saccharomyces_cerevisiae@YKL001C	augustus_masked-flattened_line_3-processed-gene-2.15-mRNA-1_1 gene=augustus_masked-flattened_line_3-processed-gene-2.15 CDS=1-600	gene=augustus_masked-flattened_line_3-processed-gene-2.15 CDS=1-600	yHMPu5000034876_Tetrapisispora_iriomotensis
20	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_21	221_20	OG2283	Saccharomyces_cerevisiae@YMR041C	augustus_masked-flattened_line_25-processed-gene-1.11-mRNA-1_1 gene=augustus_masked-flattened_line_25-processed-gene-1.11 CDS=1-1017	gene=augustus_masked-flattened_line_25-processed-gene-1.11 CDS=1-1017	yHMPu5000034876_Tetrapisispora_iriomotensis
21	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_22	221_21	OG4867	Saccharomyces_cerevisiae@YMR090W	augustus_masked-flattened_line_0-processed-gene-4.117-mRNA-1_1 gene=augustus_masked-flattened_line_0-processed-gene-4.117 CDS=1-681	gene=augustus_masked-flattened_line_0-processed-gene-4.117 CDS=1-681	yHMPu5000034876_Tetrapisispora_iriomotensis
22	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_23	221_22	OG1986	Saccharomyces_cerevisiae@YDL190C	augustus_masked-flattened_line_53-processed-gene-0.15-mRNA-1_1 gene=augustus_masked-flattened_line_53-processed-gene-0.15 CDS=1-2898	gene=augustus_masked-flattened_line_53-processed-gene-0.15 CDS=1-2898	yHMPu5000034876_Tetrapisispora_iriomotensis
23	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_24	221_23	OG1037	Saccharomyces_cerevisiae@YLL026W	augustus_masked-flattened_line_45-processed-gene-1.107-mRNA-1_1 gene=augustus_masked-flattened_line_45-processed-gene-1.107 CDS=1-2718	gene=augustus_masked-flattened_line_45-processed-gene-1.107 CDS=1-2718	yHMPu5000034876_Tetrapisispora_iriomotensis
24	yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_25	221_24	OG4069	Saccharomyces_cerevisiae@YBR091C	snap_masked-flattened_line_55-processed-gene-0.148-mRNA-1_1 gene=snap_masked-flattened_line_55-processed-gene-0.148 CDS=1-312	gene=snap_masked-flattened_line_55-processed-gene-0.148 CDS=1-312	yHMPu5000034876_Tetrapisispora_iriomotensis
