	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Lachancea_dasiensis@Seq_1	55_0	OG4020	Metschnikowia_hamakuensis@Seq_3149	genemark-LADA0B-processed-gene-6.122-mRNA-1_1 gene=genemark-LADA0B-processed-gene-6.122 CDS=1-1146	gene=genemark-LADA0B-processed-gene-6.122 CDS=1-1146	Lachancea_dasiensis
1	Lachancea_dasiensis@Seq_2	55_1	OG3395	Saccharomyces_cerevisiae@YHR116W	genemark-LADA0D-processed-gene-7.44-mRNA-1_1 gene=genemark-LADA0D-processed-gene-7.44 CDS=1-330	gene=genemark-LADA0D-processed-gene-7.44 CDS=1-330	Lachancea_dasiensis
2	Lachancea_dasiensis@Seq_3	55_2	OG1180	Saccharomyces_cerevisiae@YJR019C	augustus_masked-LADA0F-processed-gene-9.75-mRNA-1_1 gene=augustus_masked-LADA0F-processed-gene-9.75 CDS=1-1008	gene=augustus_masked-LADA0F-processed-gene-9.75 CDS=1-1008	Lachancea_dasiensis
3	Lachancea_dasiensis@Seq_4	55_3	OG7123	Saccharomyces_cerevisiae@YHR127W	augustus_masked-LADA0D-processed-gene-7.69-mRNA-1_1 gene=augustus_masked-LADA0D-processed-gene-7.69 CDS=1-699	gene=augustus_masked-LADA0D-processed-gene-7.69 CDS=1-699	Lachancea_dasiensis
4	Lachancea_dasiensis@Seq_5	55_4	OG6810	Saccharomyces_cerevisiae@YKR011C	snap_masked-LADA0H-processed-gene-10.74-mRNA-1_1 gene=snap_masked-LADA0H-processed-gene-10.74 CDS=1-927	gene=snap_masked-LADA0H-processed-gene-10.74 CDS=1-927	Lachancea_dasiensis
5	Lachancea_dasiensis@Seq_6	55_5	OG7166	Saccharomyces_cerevisiae@YER040W	genemark-LADA0G-processed-gene-14.15-mRNA-1_1 gene=genemark-LADA0G-processed-gene-14.15 CDS=1-2220	gene=genemark-LADA0G-processed-gene-14.15 CDS=1-2220	Lachancea_dasiensis
6	Lachancea_dasiensis@Seq_7	55_6	OG6952	Saccharomyces_cerevisiae@YBR077C	genemark-LADA0H-processed-gene-5.22-mRNA-1_1 gene=genemark-LADA0H-processed-gene-5.22 CDS=1-486	gene=genemark-LADA0H-processed-gene-5.22 CDS=1-486	Lachancea_dasiensis
7	Lachancea_dasiensis@Seq_8	55_7	OG2213	Saccharomyces_cerevisiae@YLR386W	snap_masked-LADA0E-processed-gene-11.97-mRNA-1_1 gene=snap_masked-LADA0E-processed-gene-11.97 CDS=1-2625	gene=snap_masked-LADA0E-processed-gene-11.97 CDS=1-2625	Lachancea_dasiensis
8	Lachancea_dasiensis@Seq_9	55_8	OG7384	Saccharomyces_cerevisiae@YPL168W	augustus_masked-LADA0C-processed-gene-5.124-mRNA-1_1 gene=augustus_masked-LADA0C-processed-gene-5.124 CDS=1-909	gene=augustus_masked-LADA0C-processed-gene-5.124 CDS=1-909	Lachancea_dasiensis
9	Lachancea_dasiensis@Seq_10	55_9	OG4480	Saccharomyces_cerevisiae@YGL005C	augustus_masked-LADA0C-processed-gene-4.57-mRNA-1_1 gene=augustus_masked-LADA0C-processed-gene-4.57 CDS=1-660	gene=augustus_masked-LADA0C-processed-gene-4.57 CDS=1-660	Lachancea_dasiensis
10	Lachancea_dasiensis@Seq_11	55_10	OG4267	Saccharomyces_cerevisiae@YKL142W	genemark-LADA0E-processed-gene-7.24-mRNA-1_1 gene=genemark-LADA0E-processed-gene-7.24 CDS=1-666	gene=genemark-LADA0E-processed-gene-7.24 CDS=1-666	Lachancea_dasiensis
11	Lachancea_dasiensis@Seq_12	55_11	OG2207	Saccharomyces_cerevisiae@YBR094W	augustus_masked-LADA0D-processed-gene-2.51-mRNA-1_1 gene=augustus_masked-LADA0D-processed-gene-2.51 CDS=1-2250	gene=augustus_masked-LADA0D-processed-gene-2.51 CDS=1-2250	Lachancea_dasiensis
