query id	uniprot id	identity
Komagataella_pastoris@Seq_1	tr|C4R410|C4R410_KOMPG	100.0
Komagataella_pastoris@Seq_10	tr|C4R840|C4R840_KOMPG	100.0
Komagataella_pastoris@Seq_100	tr|C4QYQ9|C4QYQ9_KOMPG	100.0
Komagataella_pastoris@Seq_1000	tr|C4R0H3|C4R0H3_KOMPG	100.0
Komagataella_pastoris@Seq_1001	tr|C4QYF7|C4QYF7_KOMPG	100.0
Komagataella_pastoris@Seq_1002	tr|C4R1T7|C4R1T7_KOMPG	99.823
Komagataella_pastoris@Seq_1004	tr|C4QX54|C4QX54_KOMPG	100.0
Komagataella_pastoris@Seq_1005	tr|C4R7Y9|C4R7Y9_KOMPG	100.0
Komagataella_pastoris@Seq_1006	tr|C4R0T2|C4R0T2_KOMPG	100.0
Komagataella_pastoris@Seq_1007	tr|C4R5D0|C4R5D0_KOMPG	100.0
Komagataella_pastoris@Seq_1008	tr|C4R975|C4R975_KOMPG	100.0
Komagataella_pastoris@Seq_1009	tr|C4QZK4|C4QZK4_KOMPG	100.0
Komagataella_pastoris@Seq_101	tr|C4R1F5|C4R1F5_KOMPG	100.0
Komagataella_pastoris@Seq_1010	tr|C4R941|C4R941_KOMPG	100.0
Komagataella_pastoris@Seq_1011	tr|C4R731|C4R731_KOMPG	100.0
Komagataella_pastoris@Seq_1012	tr|C4QXK6|C4QXK6_KOMPG	100.0
Komagataella_pastoris@Seq_1013	tr|C4R7K8|C4R7K8_KOMPG	100.0
Komagataella_pastoris@Seq_1014	tr|C4R576|C4R576_KOMPG	100.0
Komagataella_pastoris@Seq_1015	tr|C4QXH1|C4QXH1_KOMPG	100.0
Komagataella_pastoris@Seq_1016	tr|C4QXU8|C4QXU8_KOMPG	100.0
Komagataella_pastoris@Seq_1017	tr|C4R2S4|C4R2S4_KOMPG	100.0
Komagataella_pastoris@Seq_1018	tr|C4R429|C4R429_KOMPG	100.0
Komagataella_pastoris@Seq_1019	tr|C4R5B7|C4R5B7_KOMPG	100.0
Komagataella_pastoris@Seq_102	tr|C4R4X5|C4R4X5_KOMPG	100.0
Komagataella_pastoris@Seq_1020	tr|C4QVJ4|C4QVJ4_KOMPG	100.0
Komagataella_pastoris@Seq_1022	tr|C4QXH6|C4QXH6_KOMPG	100.0
Komagataella_pastoris@Seq_1023	tr|C4R4P0|C4R4P0_KOMPG	100.0
Komagataella_pastoris@Seq_1024	tr|C4QYR1|C4QYR1_KOMPG	100.0
Komagataella_pastoris@Seq_1025	tr|C4QX05|C4QX05_KOMPG	100.0
Komagataella_pastoris@Seq_1027	tr|C4R550|C4R550_KOMPG	100.0
Komagataella_pastoris@Seq_1028	tr|C4QZQ3|C4QZQ3_KOMPG	100.0
Komagataella_pastoris@Seq_1029	tr|C4QW36|C4QW36_KOMPG	100.0
Komagataella_pastoris@Seq_103	tr|C4R638|C4R638_KOMPG	100.0
Komagataella_pastoris@Seq_1030	tr|C4QW90|C4QW90_KOMPG	100.0
Komagataella_pastoris@Seq_1031	tr|C4R5M4|C4R5M4_KOMPG	100.0
Komagataella_pastoris@Seq_1033	tr|C4R505|C4R505_KOMPG	100.0
Komagataella_pastoris@Seq_1034	tr|C4QZ12|C4QZ12_KOMPG	100.0
Komagataella_pastoris@Seq_1035	tr|C4R292|C4R292_KOMPG	100.0
Komagataella_pastoris@Seq_1036	tr|C4R5K3|C4R5K3_KOMPG	100.0
Komagataella_pastoris@Seq_1037	tr|C4R385|C4R385_KOMPG	100.0
Komagataella_pastoris@Seq_1038	tr|C4QVC8|C4QVC8_KOMPG	100.0
Komagataella_pastoris@Seq_1039	tr|C4R0V3|C4R0V3_KOMPG	100.0
Komagataella_pastoris@Seq_104	tr|C4QWE6|C4QWE6_KOMPG	100.0
Komagataella_pastoris@Seq_1040	tr|C4QWF7|C4QWF7_KOMPG	100.0
Komagataella_pastoris@Seq_1041	tr|C4R536|C4R536_KOMPG	100.0
Komagataella_pastoris@Seq_1042	tr|C4QZP4|C4QZP4_KOMPG	100.0
Komagataella_pastoris@Seq_1043	tr|C4QYC0|C4QYC0_KOMPG	100.0
Komagataella_pastoris@Seq_1044	tr|C4QVX8|C4QVX8_KOMPG	91.209
Komagataella_pastoris@Seq_1045	tr|C4QZC4|C4QZC4_KOMPG	100.0
Komagataella_pastoris@Seq_1046	tr|C4R0C2|C4R0C2_KOMPG	100.0
Komagataella_pastoris@Seq_1047	tr|C4R7D8|C4R7D8_KOMPG	99.59700000000001
Komagataella_pastoris@Seq_1048	tr|C4R287|C4R287_KOMPG	100.0
Komagataella_pastoris@Seq_1049	tr|C4QV33|C4QV33_KOMPG	100.0
Komagataella_pastoris@Seq_105	tr|C4R4G7|C4R4G7_KOMPG	100.0
Komagataella_pastoris@Seq_1050	sp|C4R6H3|LIS1_KOMPG	100.0
Komagataella_pastoris@Seq_1051	tr|C4R4Z9|C4R4Z9_KOMPG	100.0
Komagataella_pastoris@Seq_1052	tr|C4R1H7|C4R1H7_KOMPG	100.0
Komagataella_pastoris@Seq_1053	tr|C4R365|C4R365_KOMPG	100.0
Komagataella_pastoris@Seq_1054	tr|C4R1X3|C4R1X3_KOMPG	100.0
Komagataella_pastoris@Seq_1055	tr|C4R848|C4R848_KOMPG	100.0
Komagataella_pastoris@Seq_1056	tr|C4R8T5|C4R8T5_KOMPG	100.0
Komagataella_pastoris@Seq_1057	tr|C4QV59|C4QV59_KOMPG	86.99600000000001
Komagataella_pastoris@Seq_1058	tr|C4R241|C4R241_KOMPG	100.0
Komagataella_pastoris@Seq_1059	tr|C4R960|C4R960_KOMPG	100.0
Komagataella_pastoris@Seq_106	tr|C4R5N9|C4R5N9_KOMPG	100.0
Komagataella_pastoris@Seq_1060	tr|C4R1I1|C4R1I1_KOMPG	100.0
Komagataella_pastoris@Seq_1061	tr|C4QYX6|C4QYX6_KOMPG	100.0
Komagataella_pastoris@Seq_1062	tr|C4R6C2|C4R6C2_KOMPG	98.333
Komagataella_pastoris@Seq_1063	tr|C4R751|C4R751_KOMPG	99.62799999999999
Komagataella_pastoris@Seq_1064	tr|C4R0M2|C4R0M2_KOMPG	100.0
Komagataella_pastoris@Seq_1065	tr|C4R377|C4R377_KOMPG	100.0
Komagataella_pastoris@Seq_1066	tr|C4R5G0|C4R5G0_KOMPG	100.0
Komagataella_pastoris@Seq_1067	tr|C4QXT6|C4QXT6_KOMPG	100.0
Komagataella_pastoris@Seq_1068	tr|C4R526|C4R526_KOMPG	100.0
Komagataella_pastoris@Seq_1069	tr|C4R6P8|C4R6P8_KOMPG	100.0
Komagataella_pastoris@Seq_107	tr|C4R8B8|C4R8B8_KOMPG	100.0
Komagataella_pastoris@Seq_1070	tr|C4R664|C4R664_KOMPG	100.0
Komagataella_pastoris@Seq_1071	tr|C4R686|C4R686_KOMPG	100.0
Komagataella_pastoris@Seq_1072	tr|C4QW28|C4QW28_KOMPG	100.0
Komagataella_pastoris@Seq_1073	tr|C4QZ82|C4QZ82_KOMPG	100.0
Komagataella_pastoris@Seq_1074	tr|C4R2J1|C4R2J1_KOMPG	100.0
Komagataella_pastoris@Seq_1075	tr|C4R556|C4R556_KOMPG	100.0
Komagataella_pastoris@Seq_1076	tr|C4QZG9|C4QZG9_KOMPG	100.0
Komagataella_pastoris@Seq_1077	tr|C4QVF3|C4QVF3_KOMPG	100.0
Komagataella_pastoris@Seq_1078	tr|C4QVT4|C4QVT4_KOMPG	100.0
Komagataella_pastoris@Seq_1079	tr|C4R3U3|C4R3U3_KOMPG	100.0
